date,nb_objets,saison
2017-09-10 00:00:00+00:00,109,automne
2017-09-11 00:00:00+00:00,387,automne
2017-09-12 00:00:00+00:00,194,automne
2017-09-13 00:00:00+00:00,263,automne
2017-09-14 00:00:00+00:00,264,automne
2017-09-15 00:00:00+00:00,327,automne
2017-09-16 00:00:00+00:00,169,automne
2017-09-17 00:00:00+00:00,104,automne
2017-09-18 00:00:00+00:00,319,automne
2017-09-19 00:00:00+00:00,341,automne
2017-09-20 00:00:00+00:00,264,automne
2017-09-21 00:00:00+00:00,261,automne
2017-09-22 00:00:00+00:00,304,automne
2017-09-23 00:00:00+00:00,177,automne
2017-09-24 00:00:00+00:00,146,automne
2017-09-25 00:00:00+00:00,393,automne
2017-09-26 00:00:00+00:00,418,automne
2017-09-27 00:00:00+00:00,302,automne
2017-09-28 00:00:00+00:00,296,automne
2017-09-29 00:00:00+00:00,343,automne
2017-09-30 00:00:00+00:00,167,automne
2017-10-01 00:00:00+00:00,99,automne
2017-10-02 00:00:00+00:00,411,automne
2017-10-03 00:00:00+00:00,340,automne
2017-10-04 00:00:00+00:00,289,automne
2017-10-05 00:00:00+00:00,310,automne
2017-10-06 00:00:00+00:00,271,automne
2017-10-07 00:00:00+00:00,166,automne
2017-10-08 00:00:00+00:00,123,automne
2017-10-09 00:00:00+00:00,382,automne
2017-10-10 00:00:00+00:00,349,automne
2017-10-11 00:00:00+00:00,276,automne
2017-10-12 00:00:00+00:00,289,automne
2017-10-13 00:00:00+00:00,302,automne
2017-10-14 00:00:00+00:00,203,automne
2017-10-15 00:00:00+00:00,103,automne
2017-10-16 00:00:00+00:00,398,automne
2017-10-17 00:00:00+00:00,357,automne
2017-10-18 00:00:00+00:00,278,automne
2017-10-19 00:00:00+00:00,275,automne
2017-10-20 00:00:00+00:00,311,automne
2017-10-21 00:00:00+00:00,185,automne
2017-10-22 00:00:00+00:00,138,automne
2017-10-23 00:00:00+00:00,437,automne
2017-10-24 00:00:00+00:00,338,automne
2017-10-25 00:00:00+00:00,259,automne
2017-10-26 00:00:00+00:00,308,automne
2017-10-27 00:00:00+00:00,291,automne
2017-10-28 00:00:00+00:00,185,automne
2017-10-29 00:00:00+00:00,149,automne
2017-10-30 00:00:00+00:00,364,automne
2017-10-31 00:00:00+00:00,307,automne
2017-11-01 00:00:00+00:00,117,automne
2017-11-02 00:00:00+00:00,342,automne
2017-11-03 00:00:00+00:00,240,automne
2017-11-04 00:00:00+00:00,226,automne
2017-11-05 00:00:00+00:00,140,automne
2017-11-06 00:00:00+00:00,363,automne
2017-11-07 00:00:00+00:00,312,automne
2017-11-08 00:00:00+00:00,313,automne
2017-11-09 00:00:00+00:00,282,automne
2017-11-10 00:00:00+00:00,277,automne
2017-11-11 00:00:00+00:00,168,automne
2017-11-12 00:00:00+00:00,119,automne
2017-11-13 00:00:00+00:00,402,automne
2017-11-14 00:00:00+00:00,275,automne
2017-11-15 00:00:00+00:00,301,automne
2017-11-16 00:00:00+00:00,307,automne
2017-11-17 00:00:00+00:00,290,automne
2017-11-18 00:00:00+00:00,170,automne
2017-11-19 00:00:00+00:00,99,automne
2017-11-20 00:00:00+00:00,422,automne
2017-11-21 00:00:00+00:00,264,automne
2017-11-22 00:00:00+00:00,290,automne
2017-11-23 00:00:00+00:00,257,automne
2017-11-24 00:00:00+00:00,271,automne
2017-11-25 00:00:00+00:00,184,automne
2017-11-26 00:00:00+00:00,116,automne
2017-11-27 00:00:00+00:00,451,automne
2017-11-28 00:00:00+00:00,260,automne
2017-11-29 00:00:00+00:00,266,automne
2017-11-30 00:00:00+00:00,237,automne
2017-12-01 00:00:00+00:00,319,hiver
2017-12-02 00:00:00+00:00,175,hiver
2017-12-03 00:00:00+00:00,105,hiver
2017-12-04 00:00:00+00:00,407,hiver
2017-12-05 00:00:00+00:00,346,hiver
2017-12-06 00:00:00+00:00,240,hiver
2017-12-07 00:00:00+00:00,270,hiver
2017-12-08 00:00:00+00:00,279,hiver
2017-12-09 00:00:00+00:00,164,hiver
2017-12-10 00:00:00+00:00,85,hiver
2017-12-11 00:00:00+00:00,368,hiver
2017-12-12 00:00:00+00:00,312,hiver
2017-12-13 00:00:00+00:00,299,hiver
2017-12-14 00:00:00+00:00,302,hiver
2017-12-15 00:00:00+00:00,285,hiver
2017-12-16 00:00:00+00:00,159,hiver
2017-12-17 00:00:00+00:00,106,hiver
2017-12-18 00:00:00+00:00,382,hiver
2017-12-19 00:00:00+00:00,303,hiver
2017-12-20 00:00:00+00:00,239,hiver
2017-12-21 00:00:00+00:00,307,hiver
2017-12-22 00:00:00+00:00,269,hiver
2017-12-23 00:00:00+00:00,247,hiver
2017-12-24 00:00:00+00:00,138,hiver
2017-12-25 00:00:00+00:00,105,hiver
2017-12-26 00:00:00+00:00,380,hiver
2017-12-27 00:00:00+00:00,376,hiver
2017-12-28 00:00:00+00:00,268,hiver
2017-12-29 00:00:00+00:00,284,hiver
2017-12-30 00:00:00+00:00,172,hiver
2017-12-31 00:00:00+00:00,133,hiver
2018-01-01 00:00:00+00:00,131,hiver
2018-01-02 00:00:00+00:00,391,hiver
2018-01-03 00:00:00+00:00,341,hiver
2018-01-04 00:00:00+00:00,288,hiver
2018-01-05 00:00:00+00:00,279,hiver
2018-01-06 00:00:00+00:00,212,hiver
2018-01-07 00:00:00+00:00,142,hiver
2018-01-08 00:00:00+00:00,408,hiver
2018-01-09 00:00:00+00:00,293,hiver
2018-01-10 00:00:00+00:00,241,hiver
2018-01-11 00:00:00+00:00,266,hiver
2018-01-12 00:00:00+00:00,288,hiver
2018-01-13 00:00:00+00:00,156,hiver
2018-01-14 00:00:00+00:00,49,hiver
2018-01-15 00:00:00+00:00,390,hiver
2018-01-16 00:00:00+00:00,293,hiver
2018-01-17 00:00:00+00:00,267,hiver
2018-01-18 00:00:00+00:00,254,hiver
2018-01-19 00:00:00+00:00,281,hiver
2018-01-20 00:00:00+00:00,175,hiver
2018-01-21 00:00:00+00:00,103,hiver
2018-01-22 00:00:00+00:00,384,hiver
2018-01-23 00:00:00+00:00,264,hiver
2018-01-24 00:00:00+00:00,270,hiver
2018-01-25 00:00:00+00:00,278,hiver
2018-01-26 00:00:00+00:00,242,hiver
2018-01-27 00:00:00+00:00,169,hiver
2018-01-28 00:00:00+00:00,109,hiver
2018-01-29 00:00:00+00:00,425,hiver
2018-01-30 00:00:00+00:00,291,hiver
2018-01-31 00:00:00+00:00,223,hiver
2018-02-01 00:00:00+00:00,234,hiver
2018-02-02 00:00:00+00:00,239,hiver
2018-02-03 00:00:00+00:00,177,hiver
2018-02-04 00:00:00+00:00,115,hiver
2018-02-05 00:00:00+00:00,382,hiver
2018-02-06 00:00:00+00:00,286,hiver
2018-02-07 00:00:00+00:00,242,hiver
2018-02-08 00:00:00+00:00,238,hiver
2018-02-09 00:00:00+00:00,299,hiver
2018-02-10 00:00:00+00:00,190,hiver
2018-02-11 00:00:00+00:00,138,hiver
2018-02-12 00:00:00+00:00,357,hiver
2018-02-13 00:00:00+00:00,289,hiver
2018-02-14 00:00:00+00:00,286,hiver
2018-02-15 00:00:00+00:00,250,hiver
2018-02-16 00:00:00+00:00,289,hiver
2018-02-17 00:00:00+00:00,168,hiver
2018-02-18 00:00:00+00:00,112,hiver
2018-02-19 00:00:00+00:00,438,hiver
2018-02-20 00:00:00+00:00,324,hiver
2018-02-21 00:00:00+00:00,284,hiver
2018-02-22 00:00:00+00:00,240,hiver
2018-02-23 00:00:00+00:00,285,hiver
2018-02-24 00:00:00+00:00,215,hiver
2018-02-25 00:00:00+00:00,188,hiver
2018-02-26 00:00:00+00:00,361,hiver
2018-02-27 00:00:00+00:00,326,hiver
2018-02-28 00:00:00+00:00,204,hiver
2018-03-01 00:00:00+00:00,236,printemps
2018-03-02 00:00:00+00:00,256,printemps
2018-03-03 00:00:00+00:00,134,printemps
2018-03-04 00:00:00+00:00,167,printemps
2018-03-05 00:00:00+00:00,363,printemps
2018-03-06 00:00:00+00:00,305,printemps
2018-03-07 00:00:00+00:00,263,printemps
2018-03-08 00:00:00+00:00,262,printemps
2018-03-09 00:00:00+00:00,301,printemps
2018-03-10 00:00:00+00:00,153,printemps
2018-03-11 00:00:00+00:00,130,printemps
2018-03-12 00:00:00+00:00,380,printemps
2018-03-13 00:00:00+00:00,286,printemps
2018-03-14 00:00:00+00:00,284,printemps
2018-03-15 00:00:00+00:00,240,printemps
2018-03-16 00:00:00+00:00,263,printemps
2018-03-17 00:00:00+00:00,137,printemps
2018-03-18 00:00:00+00:00,99,printemps
2018-03-19 00:00:00+00:00,343,printemps
2018-03-20 00:00:00+00:00,313,printemps
2018-03-21 00:00:00+00:00,266,printemps
2018-03-22 00:00:00+00:00,124,printemps
2018-03-23 00:00:00+00:00,204,printemps
2018-03-24 00:00:00+00:00,140,printemps
2018-03-25 00:00:00+00:00,115,printemps
2018-03-26 00:00:00+00:00,370,printemps
2018-03-27 00:00:00+00:00,326,printemps
2018-03-28 00:00:00+00:00,293,printemps
2018-03-29 00:00:00+00:00,258,printemps
2018-03-30 00:00:00+00:00,269,printemps
2018-03-31 00:00:00+00:00,201,printemps
2018-04-01 00:00:00+00:00,133,printemps
2018-04-02 00:00:00+00:00,98,printemps
2018-04-03 00:00:00+00:00,257,printemps
2018-04-04 00:00:00+00:00,157,printemps
2018-04-05 00:00:00+00:00,217,printemps
2018-04-06 00:00:00+00:00,285,printemps
2018-04-07 00:00:00+00:00,135,printemps
2018-04-08 00:00:00+00:00,45,printemps
2018-04-09 00:00:00+00:00,193,printemps
2018-04-10 00:00:00+00:00,186,printemps
2018-04-11 00:00:00+00:00,208,printemps
2018-04-12 00:00:00+00:00,261,printemps
2018-04-13 00:00:00+00:00,159,printemps
2018-04-14 00:00:00+00:00,70,printemps
2018-04-15 00:00:00+00:00,99,printemps
2018-04-16 00:00:00+00:00,246,printemps
2018-04-17 00:00:00+00:00,286,printemps
2018-04-18 00:00:00+00:00,172,printemps
2018-04-19 00:00:00+00:00,173,printemps
2018-04-20 00:00:00+00:00,255,printemps
2018-04-21 00:00:00+00:00,200,printemps
2018-04-22 00:00:00+00:00,137,printemps
2018-04-23 00:00:00+00:00,283,printemps
2018-04-24 00:00:00+00:00,152,printemps
2018-04-25 00:00:00+00:00,219,printemps
2018-04-26 00:00:00+00:00,227,printemps
2018-04-27 00:00:00+00:00,259,printemps
2018-04-28 00:00:00+00:00,139,printemps
2018-04-29 00:00:00+00:00,65,printemps
2018-04-30 00:00:00+00:00,239,printemps
2018-05-01 00:00:00+00:00,122,printemps
2018-05-02 00:00:00+00:00,224,printemps
2018-05-03 00:00:00+00:00,181,printemps
2018-05-04 00:00:00+00:00,175,printemps
2018-05-05 00:00:00+00:00,165,printemps
2018-05-06 00:00:00+00:00,123,printemps
2018-05-07 00:00:00+00:00,268,printemps
2018-05-08 00:00:00+00:00,123,printemps
2018-05-09 00:00:00+00:00,173,printemps
2018-05-10 00:00:00+00:00,82,printemps
2018-05-11 00:00:00+00:00,264,printemps
2018-05-12 00:00:00+00:00,124,printemps
2018-05-13 00:00:00+00:00,53,printemps
2018-05-14 00:00:00+00:00,132,printemps
2018-05-15 00:00:00+00:00,328,printemps
2018-05-16 00:00:00+00:00,283,printemps
2018-05-17 00:00:00+00:00,269,printemps
2018-05-18 00:00:00+00:00,207,printemps
2018-05-19 00:00:00+00:00,95,printemps
2018-05-20 00:00:00+00:00,90,printemps
2018-05-21 00:00:00+00:00,124,printemps
2018-05-22 00:00:00+00:00,261,printemps
2018-05-23 00:00:00+00:00,214,printemps
2018-05-24 00:00:00+00:00,246,printemps
2018-05-25 00:00:00+00:00,292,printemps
2018-05-26 00:00:00+00:00,185,printemps
2018-05-27 00:00:00+00:00,132,printemps
2018-05-28 00:00:00+00:00,265,printemps
2018-05-29 00:00:00+00:00,227,printemps
2018-05-30 00:00:00+00:00,232,printemps
2018-05-31 00:00:00+00:00,249,printemps
2018-06-01 00:00:00+00:00,299,ete
2018-06-02 00:00:00+00:00,173,ete
2018-06-03 00:00:00+00:00,87,ete
2018-06-04 00:00:00+00:00,304,ete
2018-06-05 00:00:00+00:00,288,ete
2018-06-06 00:00:00+00:00,254,ete
2018-06-07 00:00:00+00:00,234,ete
2018-06-08 00:00:00+00:00,200,ete
2018-06-09 00:00:00+00:00,179,ete
2018-06-10 00:00:00+00:00,96,ete
2018-06-11 00:00:00+00:00,328,ete
2018-06-12 00:00:00+00:00,228,ete
2018-06-13 00:00:00+00:00,230,ete
2018-06-14 00:00:00+00:00,231,ete
2018-06-15 00:00:00+00:00,303,ete
2018-06-16 00:00:00+00:00,161,ete
2018-06-17 00:00:00+00:00,67,ete
2018-06-18 00:00:00+00:00,346,ete
2018-06-19 00:00:00+00:00,322,ete
2018-06-20 00:00:00+00:00,286,ete
2018-06-21 00:00:00+00:00,239,ete
2018-06-22 00:00:00+00:00,263,ete
2018-06-23 00:00:00+00:00,136,ete
2018-06-24 00:00:00+00:00,115,ete
2018-06-25 00:00:00+00:00,311,ete
2018-06-26 00:00:00+00:00,341,ete
2018-06-27 00:00:00+00:00,259,ete
2018-06-28 00:00:00+00:00,211,ete
2018-06-29 00:00:00+00:00,330,ete
2018-06-30 00:00:00+00:00,181,ete
2018-07-01 00:00:00+00:00,130,ete
2018-07-02 00:00:00+00:00,412,ete
2018-07-03 00:00:00+00:00,406,ete
2018-07-04 00:00:00+00:00,250,ete
2018-07-05 00:00:00+00:00,313,ete
2018-07-06 00:00:00+00:00,340,ete
2018-07-07 00:00:00+00:00,166,ete
2018-07-08 00:00:00+00:00,127,ete
2018-07-09 00:00:00+00:00,450,ete
2018-07-10 00:00:00+00:00,328,ete
2018-07-11 00:00:00+00:00,407,ete
2018-07-12 00:00:00+00:00,303,ete
2018-07-13 00:00:00+00:00,286,ete
2018-07-14 00:00:00+00:00,197,ete
2018-07-15 00:00:00+00:00,114,ete
2018-07-16 00:00:00+00:00,425,ete
2018-07-17 00:00:00+00:00,411,ete
2018-07-18 00:00:00+00:00,342,ete
2018-07-19 00:00:00+00:00,262,ete
2018-07-20 00:00:00+00:00,300,ete
2018-07-21 00:00:00+00:00,168,ete
2018-07-22 00:00:00+00:00,150,ete
2018-07-23 00:00:00+00:00,414,ete
2018-07-24 00:00:00+00:00,423,ete
2018-07-25 00:00:00+00:00,276,ete
2018-07-26 00:00:00+00:00,304,ete
2018-07-27 00:00:00+00:00,261,ete
2018-07-28 00:00:00+00:00,175,ete
2018-07-29 00:00:00+00:00,116,ete
2018-07-30 00:00:00+00:00,347,ete
2018-07-31 00:00:00+00:00,316,ete
2018-08-01 00:00:00+00:00,319,ete
2018-08-02 00:00:00+00:00,267,ete
2018-08-03 00:00:00+00:00,270,ete
2018-08-04 00:00:00+00:00,164,ete
2018-08-05 00:00:00+00:00,180,ete
2018-08-06 00:00:00+00:00,369,ete
2018-08-07 00:00:00+00:00,363,ete
2018-08-08 00:00:00+00:00,325,ete
2018-08-09 00:00:00+00:00,305,ete
2018-08-10 00:00:00+00:00,282,ete
2018-08-11 00:00:00+00:00,158,ete
2018-08-12 00:00:00+00:00,142,ete
2018-08-13 00:00:00+00:00,389,ete
2018-08-14 00:00:00+00:00,339,ete
2018-08-15 00:00:00+00:00,152,ete
2018-08-16 00:00:00+00:00,246,ete
2018-08-17 00:00:00+00:00,311,ete
2018-08-18 00:00:00+00:00,165,ete
2018-08-19 00:00:00+00:00,129,ete
2018-08-20 00:00:00+00:00,385,ete
2018-08-21 00:00:00+00:00,292,ete
2018-08-22 00:00:00+00:00,336,ete
2018-08-23 00:00:00+00:00,266,ete
2018-08-24 00:00:00+00:00,291,ete
2018-08-25 00:00:00+00:00,153,ete
2018-08-26 00:00:00+00:00,165,ete
2018-08-27 00:00:00+00:00,435,ete
2018-08-28 00:00:00+00:00,322,ete
2018-08-29 00:00:00+00:00,282,ete
2018-08-30 00:00:00+00:00,287,ete
2018-08-31 00:00:00+00:00,328,ete
2018-09-01 00:00:00+00:00,175,automne
2018-09-02 00:00:00+00:00,93,automne
2018-09-03 00:00:00+00:00,378,automne
2018-09-04 00:00:00+00:00,273,automne
2018-09-05 00:00:00+00:00,316,automne
2018-09-06 00:00:00+00:00,320,automne
2018-09-07 00:00:00+00:00,313,automne
2018-09-08 00:00:00+00:00,192,automne
2018-09-09 00:00:00+00:00,120,automne
2018-09-10 00:00:00+00:00,488,automne
2018-09-11 00:00:00+00:00,324,automne
2018-09-12 00:00:00+00:00,282,automne
2018-09-13 00:00:00+00:00,276,automne
2018-09-14 00:00:00+00:00,275,automne
2018-09-15 00:00:00+00:00,169,automne
2018-09-16 00:00:00+00:00,117,automne
2018-09-17 00:00:00+00:00,393,automne
2018-09-18 00:00:00+00:00,306,automne
2018-09-19 00:00:00+00:00,295,automne
2018-09-20 00:00:00+00:00,240,automne
2018-09-21 00:00:00+00:00,363,automne
2018-09-22 00:00:00+00:00,235,automne
2018-09-23 00:00:00+00:00,141,automne
2018-09-24 00:00:00+00:00,424,automne
2018-09-25 00:00:00+00:00,302,automne
2018-09-26 00:00:00+00:00,306,automne
2018-09-27 00:00:00+00:00,333,automne
2018-09-28 00:00:00+00:00,340,automne
2018-09-29 00:00:00+00:00,160,automne
2018-09-30 00:00:00+00:00,117,automne
2018-10-01 00:00:00+00:00,432,automne
2018-10-02 00:00:00+00:00,351,automne
2018-10-03 00:00:00+00:00,362,automne
2018-10-04 00:00:00+00:00,326,automne
2018-10-05 00:00:00+00:00,290,automne
2018-10-06 00:00:00+00:00,212,automne
2018-10-07 00:00:00+00:00,101,automne
2018-10-08 00:00:00+00:00,377,automne
2018-10-09 00:00:00+00:00,329,automne
2018-10-10 00:00:00+00:00,347,automne
2018-10-11 00:00:00+00:00,311,automne
2018-10-12 00:00:00+00:00,312,automne
2018-10-13 00:00:00+00:00,152,automne
2018-10-14 00:00:00+00:00,163,automne
2018-10-15 00:00:00+00:00,393,automne
2018-10-16 00:00:00+00:00,267,automne
2018-10-17 00:00:00+00:00,333,automne
2018-10-18 00:00:00+00:00,324,automne
2018-10-19 00:00:00+00:00,305,automne
2018-10-20 00:00:00+00:00,176,automne
2018-10-21 00:00:00+00:00,163,automne
2018-10-22 00:00:00+00:00,356,automne
2018-10-23 00:00:00+00:00,321,automne
2018-10-24 00:00:00+00:00,300,automne
2018-10-25 00:00:00+00:00,293,automne
2018-10-26 00:00:00+00:00,314,automne
2018-10-27 00:00:00+00:00,194,automne
2018-10-28 00:00:00+00:00,139,automne
2018-10-29 00:00:00+00:00,385,automne
2018-10-30 00:00:00+00:00,254,automne
2018-10-31 00:00:00+00:00,302,automne
2018-11-01 00:00:00+00:00,163,automne
2018-11-02 00:00:00+00:00,252,automne
2018-11-03 00:00:00+00:00,162,automne
2018-11-04 00:00:00+00:00,136,automne
2018-11-05 00:00:00+00:00,356,automne
2018-11-06 00:00:00+00:00,264,automne
2018-11-07 00:00:00+00:00,302,automne
2018-11-08 00:00:00+00:00,267,automne
2018-11-09 00:00:00+00:00,253,automne
2018-11-10 00:00:00+00:00,172,automne
2018-11-11 00:00:00+00:00,59,automne
2018-11-12 00:00:00+00:00,382,automne
2018-11-13 00:00:00+00:00,330,automne
2018-11-14 00:00:00+00:00,256,automne
2018-11-15 00:00:00+00:00,258,automne
2018-11-16 00:00:00+00:00,286,automne
2018-11-17 00:00:00+00:00,213,automne
2018-11-18 00:00:00+00:00,134,automne
2018-11-19 00:00:00+00:00,305,automne
2018-11-20 00:00:00+00:00,243,automne
2018-11-21 00:00:00+00:00,287,automne
2018-11-22 00:00:00+00:00,250,automne
2018-11-23 00:00:00+00:00,326,automne
2018-11-24 00:00:00+00:00,130,automne
2018-11-25 00:00:00+00:00,102,automne
2018-11-26 00:00:00+00:00,378,automne
2018-11-27 00:00:00+00:00,277,automne
2018-11-28 00:00:00+00:00,254,automne
2018-11-29 00:00:00+00:00,294,automne
2018-11-30 00:00:00+00:00,306,automne
2018-12-01 00:00:00+00:00,189,hiver
2018-12-02 00:00:00+00:00,94,hiver
2018-12-03 00:00:00+00:00,364,hiver
2018-12-04 00:00:00+00:00,276,hiver
2018-12-05 00:00:00+00:00,275,hiver
2018-12-06 00:00:00+00:00,309,hiver
2018-12-07 00:00:00+00:00,267,hiver
2018-12-08 00:00:00+00:00,158,hiver
2018-12-09 00:00:00+00:00,92,hiver
2018-12-10 00:00:00+00:00,410,hiver
2018-12-11 00:00:00+00:00,264,hiver
2018-12-12 00:00:00+00:00,257,hiver
2018-12-13 00:00:00+00:00,302,hiver
2018-12-14 00:00:00+00:00,279,hiver
2018-12-15 00:00:00+00:00,175,hiver
2018-12-16 00:00:00+00:00,91,hiver
2018-12-17 00:00:00+00:00,336,hiver
2018-12-18 00:00:00+00:00,231,hiver
2018-12-19 00:00:00+00:00,281,hiver
2018-12-20 00:00:00+00:00,316,hiver
2018-12-21 00:00:00+00:00,343,hiver
2018-12-22 00:00:00+00:00,246,hiver
2018-12-23 00:00:00+00:00,225,hiver
2018-12-24 00:00:00+00:00,336,hiver
2018-12-25 00:00:00+00:00,89,hiver
2018-12-26 00:00:00+00:00,218,hiver
2018-12-27 00:00:00+00:00,337,hiver
2018-12-28 00:00:00+00:00,311,hiver
2018-12-29 00:00:00+00:00,182,hiver
2018-12-30 00:00:00+00:00,109,hiver
2018-12-31 00:00:00+00:00,216,hiver
2019-01-01 00:00:00+00:00,107,hiver
2019-01-02 00:00:00+00:00,312,hiver
2019-01-03 00:00:00+00:00,312,hiver
2019-01-04 00:00:00+00:00,244,hiver
2019-01-05 00:00:00+00:00,174,hiver
2019-01-06 00:00:00+00:00,161,hiver
2019-01-07 00:00:00+00:00,315,hiver
2019-01-08 00:00:00+00:00,236,hiver
2019-01-09 00:00:00+00:00,243,hiver
2019-01-10 00:00:00+00:00,266,hiver
2019-01-11 00:00:00+00:00,248,hiver
2019-01-12 00:00:00+00:00,127,hiver
2019-01-13 00:00:00+00:00,118,hiver
2019-01-14 00:00:00+00:00,300,hiver
2019-01-15 00:00:00+00:00,244,hiver
2019-01-16 00:00:00+00:00,260,hiver
2019-01-17 00:00:00+00:00,232,hiver
2019-01-18 00:00:00+00:00,269,hiver
2019-01-19 00:00:00+00:00,162,hiver
2019-01-20 00:00:00+00:00,154,hiver
2019-01-21 00:00:00+00:00,362,hiver
2019-01-22 00:00:00+00:00,221,hiver
2019-01-23 00:00:00+00:00,240,hiver
2019-01-24 00:00:00+00:00,245,hiver
2019-01-25 00:00:00+00:00,279,hiver
2019-01-26 00:00:00+00:00,143,hiver
2019-01-27 00:00:00+00:00,117,hiver
2019-01-28 00:00:00+00:00,348,hiver
2019-01-29 00:00:00+00:00,255,hiver
2019-01-30 00:00:00+00:00,244,hiver
2019-01-31 00:00:00+00:00,234,hiver
2019-02-01 00:00:00+00:00,274,hiver
2019-02-02 00:00:00+00:00,176,hiver
2019-02-03 00:00:00+00:00,93,hiver
2019-02-04 00:00:00+00:00,387,hiver
2019-02-05 00:00:00+00:00,266,hiver
2019-02-06 00:00:00+00:00,255,hiver
2019-02-07 00:00:00+00:00,277,hiver
2019-02-08 00:00:00+00:00,268,hiver
2019-02-09 00:00:00+00:00,169,hiver
2019-02-10 00:00:00+00:00,116,hiver
2019-02-11 00:00:00+00:00,361,hiver
2019-02-12 00:00:00+00:00,259,hiver
2019-02-13 00:00:00+00:00,245,hiver
2019-02-14 00:00:00+00:00,258,hiver
2019-02-15 00:00:00+00:00,291,hiver
2019-02-16 00:00:00+00:00,180,hiver
2019-02-17 00:00:00+00:00,124,hiver
2019-02-18 00:00:00+00:00,299,hiver
2019-02-19 00:00:00+00:00,316,hiver
2019-02-20 00:00:00+00:00,257,hiver
2019-02-21 00:00:00+00:00,223,hiver
2019-02-22 00:00:00+00:00,284,hiver
2019-02-23 00:00:00+00:00,160,hiver
2019-02-24 00:00:00+00:00,124,hiver
2019-02-25 00:00:00+00:00,382,hiver
2019-02-26 00:00:00+00:00,319,hiver
2019-02-27 00:00:00+00:00,265,hiver
2019-02-28 00:00:00+00:00,266,hiver
2019-03-01 00:00:00+00:00,271,printemps
2019-03-02 00:00:00+00:00,160,printemps
2019-03-03 00:00:00+00:00,139,printemps
2019-03-04 00:00:00+00:00,391,printemps
2019-03-05 00:00:00+00:00,348,printemps
2019-03-06 00:00:00+00:00,279,printemps
2019-03-07 00:00:00+00:00,258,printemps
2019-03-08 00:00:00+00:00,251,printemps
2019-03-09 00:00:00+00:00,155,printemps
2019-03-10 00:00:00+00:00,117,printemps
2019-03-11 00:00:00+00:00,391,printemps
2019-03-12 00:00:00+00:00,276,printemps
2019-03-13 00:00:00+00:00,235,printemps
2019-03-14 00:00:00+00:00,264,printemps
2019-03-15 00:00:00+00:00,256,printemps
2019-03-16 00:00:00+00:00,147,printemps
2019-03-17 00:00:00+00:00,134,printemps
2019-03-18 00:00:00+00:00,371,printemps
2019-03-19 00:00:00+00:00,312,printemps
2019-03-20 00:00:00+00:00,279,printemps
2019-03-21 00:00:00+00:00,297,printemps
2019-03-22 00:00:00+00:00,269,printemps
2019-03-23 00:00:00+00:00,142,printemps
2019-03-24 00:00:00+00:00,114,printemps
2019-03-25 00:00:00+00:00,310,printemps
2019-03-26 00:00:00+00:00,281,printemps
2019-03-27 00:00:00+00:00,273,printemps
2019-03-28 00:00:00+00:00,297,printemps
2019-03-29 00:00:00+00:00,252,printemps
2019-03-30 00:00:00+00:00,159,printemps
2019-03-31 00:00:00+00:00,134,printemps
2019-04-01 00:00:00+00:00,356,printemps
2019-04-02 00:00:00+00:00,285,printemps
2019-04-03 00:00:00+00:00,276,printemps
2019-04-04 00:00:00+00:00,249,printemps
2019-04-05 00:00:00+00:00,268,printemps
2019-04-06 00:00:00+00:00,244,printemps
2019-04-07 00:00:00+00:00,118,printemps
2019-04-08 00:00:00+00:00,330,printemps
2019-04-09 00:00:00+00:00,278,printemps
2019-04-10 00:00:00+00:00,293,printemps
2019-04-11 00:00:00+00:00,242,printemps
2019-04-12 00:00:00+00:00,266,printemps
2019-04-13 00:00:00+00:00,216,printemps
2019-04-14 00:00:00+00:00,138,printemps
2019-04-15 00:00:00+00:00,355,printemps
2019-04-16 00:00:00+00:00,289,printemps
2019-04-17 00:00:00+00:00,292,printemps
2019-04-18 00:00:00+00:00,237,printemps
2019-04-19 00:00:00+00:00,271,printemps
2019-04-20 00:00:00+00:00,243,printemps
2019-04-21 00:00:00+00:00,144,printemps
2019-04-22 00:00:00+00:00,129,printemps
2019-04-23 00:00:00+00:00,454,printemps
2019-04-24 00:00:00+00:00,315,printemps
2019-04-25 00:00:00+00:00,285,printemps
2019-04-26 00:00:00+00:00,294,printemps
2019-04-27 00:00:00+00:00,215,printemps
2019-04-28 00:00:00+00:00,137,printemps
2019-04-29 00:00:00+00:00,361,printemps
2019-04-30 00:00:00+00:00,322,printemps
2019-05-01 00:00:00+00:00,158,printemps
2019-05-02 00:00:00+00:00,270,printemps
2019-05-03 00:00:00+00:00,304,printemps
2019-05-04 00:00:00+00:00,189,printemps
2019-05-05 00:00:00+00:00,106,printemps
2019-05-06 00:00:00+00:00,316,printemps
2019-05-07 00:00:00+00:00,251,printemps
2019-05-08 00:00:00+00:00,232,printemps
2019-05-09 00:00:00+00:00,286,printemps
2019-05-10 00:00:00+00:00,216,printemps
2019-05-11 00:00:00+00:00,124,printemps
2019-05-12 00:00:00+00:00,137,printemps
2019-05-13 00:00:00+00:00,317,printemps
2019-05-14 00:00:00+00:00,272,printemps
2019-05-15 00:00:00+00:00,284,printemps
2019-05-16 00:00:00+00:00,271,printemps
2019-05-17 00:00:00+00:00,283,printemps
2019-05-18 00:00:00+00:00,190,printemps
2019-05-19 00:00:00+00:00,126,printemps
2019-05-20 00:00:00+00:00,280,printemps
2019-05-21 00:00:00+00:00,363,printemps
