date,type,nb_objets
2018-03-31 00:00:00+00:00,"Livres, articles de papéterie",496
2018-03-31 00:00:00+00:00,Optique,1025
2018-03-31 00:00:00+00:00,Parapluies,351
2018-03-31 00:00:00+00:00,Pièces d'identités et papiers personnels,1895
2018-03-31 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",2649
2018-03-31 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",309
2018-03-31 00:00:00+00:00,"Vêtements, chaussures",2680
2018-06-30 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",2668
2018-06-30 00:00:00+00:00,"Articles d'enfants, de puériculture",192
2018-06-30 00:00:00+00:00,"Articles de sport, loisirs, camping",182
2018-06-30 00:00:00+00:00,Articles médicaux,91
2018-06-30 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",5455
2018-06-30 00:00:00+00:00,"Bijoux, montres",164
2018-06-30 00:00:00+00:00,"Clés, porte-clés, badge magnétique",805
2018-06-30 00:00:00+00:00,Divers,305
2018-06-30 00:00:00+00:00,Instruments de musique,45
2018-06-30 00:00:00+00:00,"Livres, articles de papéterie",406
2018-06-30 00:00:00+00:00,Optique,1043
2018-06-30 00:00:00+00:00,Parapluies,188
2018-06-30 00:00:00+00:00,Pièces d'identités et papiers personnels,1465
2018-06-30 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",2301
2018-06-30 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",286
2018-06-30 00:00:00+00:00,"Vêtements, chaussures",2869
2018-09-30 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",3712
2018-09-30 00:00:00+00:00,"Articles d'enfants, de puériculture",309
2018-09-30 00:00:00+00:00,"Articles de sport, loisirs, camping",483
2018-09-30 00:00:00+00:00,Articles médicaux,125
2018-09-30 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",7360
2018-09-30 00:00:00+00:00,"Bijoux, montres",241
2018-09-30 00:00:00+00:00,"Clés, porte-clés, badge magnétique",1049
2018-09-30 00:00:00+00:00,Divers,570
2018-09-30 00:00:00+00:00,Instruments de musique,68
2018-09-30 00:00:00+00:00,"Livres, articles de papéterie",488
2018-09-30 00:00:00+00:00,Optique,1542
2018-09-30 00:00:00+00:00,Parapluies,108
2018-09-30 00:00:00+00:00,Pièces d'identités et papiers personnels,1976
2018-09-30 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",3270
2018-09-30 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",360
2018-09-30 00:00:00+00:00,"Vêtements, chaussures",3741
2018-12-31 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",3429
2018-12-31 00:00:00+00:00,"Articles d'enfants, de puériculture",179
2018-12-31 00:00:00+00:00,"Articles de sport, loisirs, camping",172
2018-12-31 00:00:00+00:00,Articles médicaux,98
2018-12-31 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",8089
2018-12-31 00:00:00+00:00,"Bijoux, montres",248
2018-12-31 00:00:00+00:00,"Clés, porte-clés, badge magnétique",1043
2018-12-31 00:00:00+00:00,Divers,464
2018-12-31 00:00:00+00:00,Instruments de musique,49
2018-12-31 00:00:00+00:00,"Livres, articles de papéterie",576
2018-12-31 00:00:00+00:00,Optique,1113
2018-12-31 00:00:00+00:00,Parapluies,249
2018-12-31 00:00:00+00:00,Pièces d'identités et papiers personnels,1933
2018-12-31 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",2759
2018-12-31 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",398
2018-12-31 00:00:00+00:00,"Vêtements, chaussures",3060
2019-03-31 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",3482
2019-03-31 00:00:00+00:00,"Articles d'enfants, de puériculture",174
2019-03-31 00:00:00+00:00,"Articles de sport, loisirs, camping",175
2019-03-31 00:00:00+00:00,Articles médicaux,89
2019-03-31 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",7529
2019-03-31 00:00:00+00:00,"Bijoux, montres",220
2019-03-31 00:00:00+00:00,"Clés, porte-clés, badge magnétique",995
2019-03-31 00:00:00+00:00,Divers,402
2019-03-31 00:00:00+00:00,Instruments de musique,56
2019-03-31 00:00:00+00:00,"Livres, articles de papéterie",513
2019-03-31 00:00:00+00:00,Optique,1022
2019-03-31 00:00:00+00:00,Parapluies,171
2019-03-31 00:00:00+00:00,Pièces d'identités et papiers personnels,1654
2019-03-31 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",2414
2019-03-31 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",331
2019-03-31 00:00:00+00:00,"Vêtements, chaussures",2401
2019-06-30 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",3688
2019-06-30 00:00:00+00:00,"Articles d'enfants, de puériculture",216
2019-06-30 00:00:00+00:00,"Articles de sport, loisirs, camping",200
2019-06-30 00:00:00+00:00,Articles médicaux,103
2019-06-30 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",7436
2019-06-30 00:00:00+00:00,"Bijoux, montres",206
2019-06-30 00:00:00+00:00,"Clés, porte-clés, badge magnétique",1014
2019-06-30 00:00:00+00:00,Divers,507
2019-06-30 00:00:00+00:00,Instruments de musique,61
2019-06-30 00:00:00+00:00,"Livres, articles de papéterie",445
2019-06-30 00:00:00+00:00,Optique,1354
2019-06-30 00:00:00+00:00,Parapluies,212
2019-06-30 00:00:00+00:00,Pièces d'identités et papiers personnels,1594
2019-06-30 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",2681
2019-06-30 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",415
2019-06-30 00:00:00+00:00,"Vêtements, chaussures",3162
2019-09-30 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",3723
2019-09-30 00:00:00+00:00,"Articles d'enfants, de puériculture",309
2019-09-30 00:00:00+00:00,"Articles de sport, loisirs, camping",430
2019-09-30 00:00:00+00:00,Articles médicaux,111
2019-09-30 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",7715
2019-09-30 00:00:00+00:00,"Bijoux, montres",201
2019-09-30 00:00:00+00:00,"Clés, porte-clés, badge magnétique",1006
2019-09-30 00:00:00+00:00,Divers,617
2019-09-30 00:00:00+00:00,Instruments de musique,84
2019-09-30 00:00:00+00:00,"Livres, articles de papéterie",438
2019-09-30 00:00:00+00:00,Optique,1623
2019-09-30 00:00:00+00:00,Parapluies,112
2019-09-30 00:00:00+00:00,Pièces d'identités et papiers personnels,1565
2019-09-30 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",2902
2019-09-30 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",423
2019-09-30 00:00:00+00:00,"Vêtements, chaussures",3822
2019-12-31 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",2880
2019-12-31 00:00:00+00:00,"Articles d'enfants, de puériculture",139
2019-12-31 00:00:00+00:00,"Articles de sport, loisirs, camping",134
2019-12-31 00:00:00+00:00,Articles médicaux,77
2019-12-31 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",6346
2019-12-31 00:00:00+00:00,"Bijoux, montres",160
2019-12-31 00:00:00+00:00,"Clés, porte-clés, badge magnétique",778
2019-12-31 00:00:00+00:00,Divers,445
2019-12-31 00:00:00+00:00,Instruments de musique,40
2019-12-31 00:00:00+00:00,"Livres, articles de papéterie",441
2019-12-31 00:00:00+00:00,Optique,792
2019-12-31 00:00:00+00:00,Parapluies,255
2019-12-31 00:00:00+00:00,Pièces d'identités et papiers personnels,1174
2019-12-31 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",2256
2019-12-31 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",275
2019-12-31 00:00:00+00:00,"Vêtements, chaussures",2064
2020-03-31 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",2400
2020-03-31 00:00:00+00:00,"Articles d'enfants, de puériculture",130
2020-03-31 00:00:00+00:00,"Articles de sport, loisirs, camping",142
2020-03-31 00:00:00+00:00,Articles médicaux,64
2020-03-31 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",5535
2020-03-31 00:00:00+00:00,"Bijoux, montres",150
2020-03-31 00:00:00+00:00,"Clés, porte-clés, badge magnétique",664
2020-03-31 00:00:00+00:00,Divers,337
2020-03-31 00:00:00+00:00,Instruments de musique,32
2020-03-31 00:00:00+00:00,"Livres, articles de papéterie",335
2020-03-31 00:00:00+00:00,Optique,641
2020-03-31 00:00:00+00:00,Parapluies,197
2020-03-31 00:00:00+00:00,Pièces d'identités et papiers personnels,1081
2020-03-31 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",1786
2020-03-31 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",279
2020-03-31 00:00:00+00:00,"Vêtements, chaussures",1445
2020-06-30 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",726
2020-06-30 00:00:00+00:00,"Articles d'enfants, de puériculture",39
2020-06-30 00:00:00+00:00,"Articles de sport, loisirs, camping",56
2020-06-30 00:00:00+00:00,Articles médicaux,31
2020-06-30 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",1338
2020-06-30 00:00:00+00:00,"Bijoux, montres",35
2020-06-30 00:00:00+00:00,"Clés, porte-clés, badge magnétique",236
2020-06-30 00:00:00+00:00,Divers,97
2020-06-30 00:00:00+00:00,Instruments de musique,11
2020-06-30 00:00:00+00:00,"Livres, articles de papéterie",69
2020-06-30 00:00:00+00:00,Optique,254
2020-06-30 00:00:00+00:00,Parapluies,43
2020-06-30 00:00:00+00:00,Pièces d'identités et papiers personnels,405
2020-06-30 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",654
2020-06-30 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",124
2020-06-30 00:00:00+00:00,"Vêtements, chaussures",535
2020-09-30 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",2461
2020-09-30 00:00:00+00:00,"Articles d'enfants, de puériculture",189
2020-09-30 00:00:00+00:00,"Articles de sport, loisirs, camping",385
2020-09-30 00:00:00+00:00,Articles médicaux,78
2020-09-30 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",4941
2020-09-30 00:00:00+00:00,"Bijoux, montres",168
2020-09-30 00:00:00+00:00,"Clés, porte-clés, badge magnétique",660
2020-09-30 00:00:00+00:00,Divers,364
