uic_code,obj_2016_01,obj_2016_02,obj_2016_03,obj_2016_04,obj_2016_05,obj_2016_06,obj_2016_07,obj_2016_08,obj_2016_09,obj_2016_10,obj_2016_11,obj_2016_12,obj_2017_01,obj_2017_02,obj_2017_03,obj_2017_04,obj_2017_05,obj_2017_06,obj_2017_07,obj_2017_08,obj_2017_09,obj_2017_10,obj_2017_11,obj_2017_12,obj_2018_01,obj_2018_02,obj_2018_03,obj_2018_04,obj_2018_05,obj_2018_06,obj_2018_07,obj_2018_08,obj_2018_09,obj_2018_10,obj_2018_11,obj_2018_12,obj_2019_01,obj_2019_02,obj_2019_03,obj_2019_04,obj_2019_05,obj_2019_06,obj_2019_07,obj_2019_08,obj_2019_09,obj_2019_10,obj_2019_11,obj_2019_12,obj_2020_01,obj_2020_02,obj_2020_03,obj_2020_04,obj_2020_05,obj_2020_06,obj_2020_07,obj_2020_08,obj_2020_09,obj_2020_10,obj_2020_11,obj_2020_12,obj_2021_01,obj_2021_02,obj_2021_03,obj_2021_04,obj_2021_05,obj_2021_06,obj_2021_07,obj_2021_08,obj_2021_09,obj_2021_10,obj_2021_11,obj_2021_12,departement_libellemin,gare_regionsncf_libelle,gare_alias_libelle_noncontraint,adresse_cp,code_gare,lat,long,id_gare,code_postal,nom_gare,region,2016_01,2016_02,2016_03,2016_04,2016_05,2016_06,2016_07,2016_08,2016_09,2016_10,2016_11,2016_12,2017_01,2017_02,2017_03,2017_04,2017_05,2017_06,2017_07,2017_08,2017_09,2017_10,2017_11,2017_12,2018_01,2018_02,2018_03,2018_04,2018_05,2018_06,2018_07,2018_08,2018_09,2018_10,2018_11,2018_12,2019_01,2019_02,2019_03,2019_04,2019_05,2019_06,2019_07,2019_08,2019_09,2019_10,2019_11,2019_12,2020_01,2020_02,2020_03,2020_04,2020_05,2020_06,2020_07,2020_08,2020_09,2020_10,2020_11,2020_12,2021_01,2021_02,2021_03,2021_04,2021_05,2021_06,2021_07,2021_08,2021_09,2021_10,2021_11,2021_12
0087192039,64.0,54.0,49.0,66.0,77.0,61.0,43.0,53.0,68.0,51.0,63.0,48.0,50.0,40.0,64.0,54.0,44.0,66.0,47.0,47.0,51.0,61.0,59.0,31.0,74.0,40.0,57.0,42.0,56.0,49.0,58.0,41.0,75.0,66.0,85.0,73.0,43.0,69.0,66.0,58.0,87.0,68.0,61.0,53.0,57.0,93.0,37.0,90.0,69.0,71.0,17.0,0.0,0.0,18.0,45.0,56.0,56.0,38.0,23.0,27.0,23.0,21.0,34.0,14.0,39.0,58.0,91.0,57.0,46.0,59.0,34.0,37.0,Moselle,Grand Est,Metz,57000,02718,49.109545,6.176593,0087192039,57000,Metz,57,1428728,1428728,1428728,1428728,1428728,1428728,1428728,1428728,1428728,1428728,1428728,1428728,1495519,1495519,1495519,1495519,1495519,1495519,1495519,1495519,1495519,1495519,1495519,1495519,1436072,1293234,1435107,1270195,1288407,1345008,1418889,1385746,1358909,1356753,1435911,1356979,1419525,1274059,1411496,1334887,1413512,1397245,1471247,1306489,1353136,1360435,1267420,553225,558518,683855,421348,0,205315,444177,662161,669814,680275,465571,162228,505292,814793,713946,747416,809996,836598,867970,981955,993457,926052,951428,908935,1010737
0087213058,5.0,1.0,4.0,0.0,3.0,4.0,1.0,3.0,6.0,2.0,2.0,1.0,3.0,10.0,13.0,5.0,4.0,6.0,3.0,8.0,9.0,7.0,7.0,7.0,6.0,7.0,2.0,3.0,1.0,8.0,2.0,4.0,0.0,1.0,7.0,6.0,8.0,4.0,6.0,4.0,6.0,8.0,0.0,8.0,4.0,13.0,0.0,2.0,3.0,6.0,1.0,1.0,1.0,8.0,4.0,1.0,12.0,9.0,5.0,2.0,3.0,7.0,7.0,2.0,3.0,23.0,13.0,6.0,9.0,9.0,13.0,14.0,Bas-Rhin,Grand Est,Haguenau,67500,02636,48.8134498,7.7827255,0087213058,67500,Haguenau,67,295048,295048,295048,295048,295048,295048,295048,295048,295048,295048,295048,295048,311794,311794,311794,311794,311794,311794,311794,311794,311794,311794,311794,311794,308682,277979,308474,273026,276941,289107,304988,297864,292095,291632,308647,291680,297644,267143,295961,279897,296383,292973,308489,273943,283724,285254,265751,116000,144140,176487,108740,0,52987,114632,170888,172863,175563,120153,41867,130404,206959,181344,189846,205741,212498,220466,249419,252340,235220,241665,230872,256730
0087214577,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bas-Rhin,Grand Est,Molsheim,67120,02591,48.53705,7.50044,0087214577,67120,Molsheim,67,263460,263460,263460,263460,263460,263460,263460,263460,263460,263460,263460,263460,270331,270331,270331,270331,270331,270331,270331,270331,270331,270331,270331,270331,261467,235460,261291,231265,234581,244887,258338,252304,247417,247025,261437,247066,244059,219049,242679,229508,243026,240229,252952,224625,232645,233900,217908,95116,120040,146978,90559,0,44128,95465,142316,143961,146209,100063,34867,108601,155761,136482,142881,154844,159929,165927,187717,189916,177030,181881,173758,193219
0087223263,310.0,291.0,321.0,342.0,321.0,379.0,360.0,346.0,351.0,383.0,338.0,389.0,381.0,348.0,314.0,337.0,360.0,426.0,411.0,355.0,426.0,434.0,413.0,409.0,413.0,391.0,385.0,286.0,335.0,385.0,467.0,355.0,441.0,381.0,245.0,280.0,241.0,237.0,228.0,297.0,261.0,244.0,277.0,236.0,305.0,287.0,268.0,124.0,199.0,194.0,93.0,0.0,52.0,123.0,182.0,197.0,163.0,151.0,51.0,121.0,130.0,110.0,144.0,83.0,121.0,180.0,184.0,186.0,176.0,200.0,220.0,181.0,Nord,Hauts-de-France,Lille Europe,59777,02563,50.639224,3.075796,0087223263,59777,Lille Europe,59,1677555,1677555,1677555,1677555,1677555,1677555,1677555,1677555,1677555,1677555,1677555,1677555,1792681,1792681,1792681,1792681,1792681,1792681,1792681,1792681,1792681,1792681,1792681,1792681,1659329,1494285,1658213,1467663,1488707,1554108,1639474,1601179,1570170,1567679,1659143,1567939,1529986,1373199,1521331,1438761,1523504,1505971,1585732,1408153,1458430,1466297,1366044,596274,415788,509094,313672,0,152846,330667,492945,498642,506429,346593,120771,376164,626483,548942,574677,622794,643248,667369,755011,763854,712028,731539,698867,777141
0087271494,40.0,31.0,48.0,58.0,64.0,58.0,66.0,78.0,74.0,63.0,67.0,65.0,58.0,61.0,71.0,62.0,47.0,55.0,74.0,74.0,63.0,78.0,57.0,88.0,80.0,54.0,82.0,49.0,72.0,75.0,81.0,93.0,93.0,66.0,56.0,56.0,55.0,47.0,56.0,63.0,62.0,75.0,83.0,71.0,59.0,68.0,52.0,43.0,57.0,50.0,21.0,0.0,15.0,15.0,56.0,55.0,40.0,53.0,13.0,45.0,51.0,33.0,42.0,24.0,46.0,55.0,65.0,60.0,49.0,47.0,44.0,37.0,Val-d'Oise,Île-de-France,Aéroport Charles de Gaulle 2 TGV,95716,02541,49.003652,2.570892,0087271494,95700,Aéroport Charles de Gaulle 2 TGV,95,2259646,2259646,2259646,2259646,2259646,2259646,2259646,2259646,2259646,2259646,2259646,2259646,2446160,2446160,2446160,2446160,2446160,2446160,2446160,2446160,2446160,2446160,2446160,2446160,2489142,2241561,2487469,2201627,2233195,2331301,2459359,2401911,2355396,2351659,2488863,2352049,2326714,2088283,2313553,2187985,2316858,2290194,2411490,2141438,2217896,2229860,2077401,906780,488798,598489,368751,0,179686,388731,579504,586201,595356,407454,141978,442216,702962,615956,644832,698823,721774,748840,847180,857104,798951,820843,784183,872012
0087276006,39.0,34.0,26.0,25.0,24.0,16.0,18.0,28.0,21.0,12.0,44.0,25.0,16.0,19.0,19.0,6.0,6.0,14.0,12.0,12.0,17.0,9.0,12.0,10.0,19.0,16.0,16.0,12.0,18.0,12.0,17.0,9.0,6.0,16.0,9.0,19.0,17.0,7.0,9.0,7.0,14.0,17.0,4.0,6.0,9.0,12.0,7.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,3.0,Oise,Hauts-de-France,Creil,60100,02516,49.263757,2.4692439,0087276006,60100,Creil,60,932980,932980,932980,932980,932980,932980,932980,932980,932980,932980,932980,932980,971170,971170,971170,971170,971170,971170,971170,971170,971170,971170,971170,971170,893881,804972,893280,790631,801968,837199,883186,862556,845851,844509,893781,844650,874394,784790,869448,822258,870690,860669,906253,804766,833499,837995,780700,340773,370462,453597,279478,0,136184,294620,439208,444284,451222,308810,107605,335157,533029,467056,488952,529891,547293,567817,642384,649909,605814,622414,594616,661213
0087276691,21.0,8.0,18.0,5.0,17.0,13.0,13.0,9.0,10.0,6.0,13.0,15.0,16.0,18.0,14.0,7.0,16.0,16.0,12.0,10.0,13.0,4.0,12.0,6.0,12.0,9.0,10.0,7.0,10.0,9.0,8.0,7.0,18.0,10.0,5.0,12.0,7.0,13.0,5.0,11.0,12.0,7.0,7.0,14.0,2.0,11.0,4.0,2.0,11.0,9.0,3.0,0.0,0.0,1.0,2.0,9.0,13.0,6.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,8.0,10.0,13.0,7.0,5.0,Oise,Hauts-de-France,Compiègne,60200,02455,49.422005,2.823679,0087276691,60200,Compiègne,60,427108,427108,427108,427108,427108,427108,427108,427108,427108,427108,427108,427108,433798,433798,433798,433798,433798,433798,433798,433798,433798,433798,433798,433798,405760,365401,405487,358891,364037,380030,400905,391540,383958,383349,405714,383412,390833,350782,388623,367530,389178,384699,405074,359711,372554,374564,348955,152318,163664,200392,123469,0,60164,130159,194035,196278,199343,136428,47538,148067,236999,207665,217401,235603,243341,252466,285621,288967,269361,276742,264382,293993
0087281006,29.0,30.0,18.0,27.0,27.0,20.0,15.0,23.0,21.0,17.0,23.0,17.0,29.0,27.0,23.0,18.0,15.0,16.0,29.0,34.0,34.0,45.0,41.0,32.0,29.0,18.0,20.0,9.0,27.0,12.0,27.0,26.0,23.0,29.0,22.0,28.0,27.0,28.0,36.0,28.0,27.0,28.0,31.0,12.0,48.0,49.0,24.0,8.0,11.0,11.0,9.0,0.0,2.0,11.0,9.0,20.0,15.0,8.0,11.0,14.0,11.0,16.0,13.0,5.0,15.0,16.0,17.0,19.0,30.0,18.0,22.0,23.0,Nord,Hauts-de-France,Dunkerque,59140,02445,51.03047,2.368961,0087281006,59140,Dunkerque,59,295792,295792,295792,295792,295792,295792,295792,295792,295792,295792,295792,295792,309097,309097,309097,309097,309097,309097,309097,309097,309097,309097,309097,309097,292618,263513,292421,258818,262529,274062,289116,282363,276895,276455,292585,276501,310986,279117,309227,292444,309669,306105,322317,286222,296441,298041,277663,121199,127560,156186,96232,0,46892,101446,151232,152979,155369,106332,37052,115404,166674,146044,152891,165692,171134,177551,200868,203221,189433,194624,185931,206756
0087281071,1.0,4.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,4.0,4.0,1.0,0.0,1.0,2.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pas-de-Calais,Hauts-de-France,Calais - Fréthun,62185,02443,50.901221,1.810891,0087281071,62185,Calais - Fréthun,62,132437,132437,132437,132437,132437,132437,132437,132437,132437,132437,132437,132437,140113,140113,140113,140113,140113,140113,140113,140113,140113,140113,140113,140113,133956,120632,133866,118483,120182,125462,132354,129262,126759,126558,133941,126579,132751,119147,132000,124836,132189,130667,137588,122180,126542,127225,118526,51736,45503,55714,34328,0,16727,36187,53947,54570,55422,37930,13217,41166,62427,54701,57265,62060,64098,66502,75235,76116,70952,72896,69640,77440
0087286005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nord,Hauts-de-France,Lille Flandres,59000,02423,50.636577,3.06987,0087286005,59000,Lille Flandres,59,3477753,3477753,3477753,3477753,3477753,3477753,3477753,3477753,3477753,3477753,3477753,3477753,3737405,3737405,3737405,3737405,3737405,3737405,3737405,3737405,3737405,3737405,3737405,3737405,3641194,3279025,3638747,3220608,3266786,3410300,3597626,3513590,3445546,3440080,3640786,3440651,3768337,3382174,3747022,3543652,3752374,3709190,3905639,3468265,3592096,3611473,3364550,1468617,1532987,1877004,1156492,0,563537,1219153,1817462,1838466,1867179,1277871,445275,1386896,2015448,1765995,1848787,2003583,2069384,2146984,2428934,2457385,2290656,2353424,2248316,2500130
0087286302,8.0,2.0,4.0,3.0,2.0,6.0,1.0,2.0,6.0,4.0,5.0,4.0,8.0,5.0,9.0,5.0,10.0,4.0,4.0,3.0,6.0,12.0,7.0,9.0,10.0,11.0,6.0,4.0,5.0,3.0,3.0,1.0,4.0,5.0,6.0,4.0,6.0,1.0,2.0,6.0,5.0,6.0,4.0,4.0,13.0,17.0,6.0,1.0,5.0,8.0,3.0,1.0,1.0,3.0,5.0,3.0,9.0,7.0,2.0,2.0,7.0,5.0,7.0,4.0,1.0,4.0,3.0,2.0,3.0,4.0,7.0,9.0,Nord,Hauts-de-France,Hazebrouck,59190,02409,50.72501,2.54129,0087286302,59190,Hazebrouck,59,282847,282847,282847,282847,282847,282847,282847,282847,282847,282847,282847,282847,296431,296431,296431,296431,296431,296431,296431,296431,296431,296431,296431,296431,278522,250819,278334,246350,249882,260860,275189,268761,263556,263138,278490,263182,275037,246853,273482,258638,273872,270720,285059,253136,262174,263588,245566,107189,122306,149753,92268,0,44961,97267,145002,146678,148969,101952,35525,110650,158433,138823,145331,157500,162672,168773,190936,193173,180066,185001,176738,196533
0087295006,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nord,Hauts-de-France,Maubeuge,59600,02369,50.27298,3.96677,0087295006,59600,Maubeuge,59,92227,92227,92227,92227,92227,92227,92227,92227,92227,92227,92227,92227,102855,102855,102855,102855,102855,102855,102855,102855,102855,102855,102855,102855,101991,91846,101922,90210,91503,95523,100770,98417,96511,96357,101979,96373,103113,92547,102530,96965,102677,101495,106870,94902,98291,98821,92064,40186,42073,51515,31740,0,15466,33460,49880,50457,51245,35071,12221,38063,58996,51694,54117,58648,60575,62846,71099,71932,67052,68889,65812,73183
0087295600,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nord,Hauts-de-France,Aulnoye-Aymeries,59620,02359,50.19749,3.84337,0087295600,59620,Aulnoye-Aymeries,59,108864,108864,108864,108864,108864,108864,108864,108864,108864,108864,108864,108864,115170,115170,115170,115170,115170,115170,115170,115170,115170,115170,115170,115170,112094,100945,112019,99147,100568,104986,110753,108166,106071,105903,112082,105921,106571,95650,105968,100217,106120,104898,110454,98085,101587,102135,95152,41533,49389,60473,37259,0,18156,39278,58554,59231,60156,41170,14346,44683,64233,56283,58921,63855,65952,68425,77411,78318,73004,75004,71654,79680
0087296012,9.0,4.0,12.0,1.0,4.0,3.0,0.0,1.0,8.0,5.0,7.0,2.0,3.0,1.0,3.0,2.0,5.0,1.0,1.0,0.0,1.0,4.0,8.0,4.0,0.0,6.0,2.0,2.0,0.0,7.0,3.0,7.0,4.0,2.0,2.0,2.0,6.0,1.0,2.0,6.0,0.0,1.0,0.0,4.0,5.0,3.0,1.0,3.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,6.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,1.0,0.0,Aisne,Hauts-de-France,Laon,02000,02348,49.57061,3.62443,0087296012,2000,Laon,20,142610,142610,142610,142610,142610,142610,142610,142610,142610,142610,142610,142610,141100,141100,141100,141100,141100,141100,141100,141100,141100,141100,141100,141100,123611,111316,123527,109333,110900,115772,122132,119279,116969,116783,123597,116803,115599,103753,114945,108706,115109,113784,119811,106394,110192,110787,103212,45052,55996,68562,42244,0,20585,44533,66387,67155,68204,46678,16265,50660,81398,71323,74667,80919,83576,86711,98098,99247,92513,95048,90803,100973
0087300822,2.0,4.0,2.0,2.0,1.0,3.0,3.0,1.0,5.0,5.0,6.0,3.0,1.0,2.0,1.0,3.0,3.0,5.0,8.0,2.0,3.0,6.0,5.0,3.0,5.0,1.0,2.0,3.0,3.0,3.0,6.0,6.0,3.0,5.0,3.0,7.0,6.0,4.0,6.0,2.0,2.0,4.0,2.0,7.0,1.0,5.0,2.0,5.0,2.0,5.0,1.0,2.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,5.0,3.0,1.0,5.0,0.0,1.0,1.0,3.0,2.0,3.0,3.0,Territoire de Belfort,Bourgogne-Franche-Comté,Belfort - Montbéliard TGV,90400,02319,47.585937,6.897687,0087300822,90400,Belfort - Montbéliard TGV,90,142744,142744,142744,142744,142744,142744,142744,142744,142744,142744,142744,142744,152787,152787,152787,152787,152787,152787,152787,152787,152787,152787,152787,152787,141574,127492,141478,125221,127016,132596,139880,136612,133966,133754,141558,133776,130643,117255,129904,122853,130090,128592,135403,120240,124533,125205,116644,50915,40658,49782,30673,0,14946,32335,48203,48760,49522,33892,11810,36784,61552,53934,56462,61190,63200,65569,74180,75049,69957,71874,68664,76355
0087313510,5.0,5.0,10.0,7.0,18.0,8.0,10.0,6.0,5.0,4.0,3.0,9.0,5.0,4.0,2.0,7.0,8.0,7.0,4.0,3.0,2.0,5.0,12.0,1.0,9.0,6.0,4.0,4.0,7.0,2.0,7.0,6.0,10.0,9.0,6.0,5.0,10.0,8.0,4.0,7.0,8.0,8.0,1.0,1.0,2.0,9.0,10.0,9.0,4.0,12.0,4.0,0.0,6.0,3.0,6.0,3.0,6.0,7.0,10.0,8.0,10.0,4.0,5.0,1.0,5.0,4.0,4.0,6.0,3.0,5.0,8.0,7.0,Oise,Hauts-de-France,Beauvais,60000,02283,49.42648,2.08869,0087313510,60000,Beauvais,60,251824,251824,251824,251824,251824,251824,251824,251824,251824,251824,251824,251824,255997,255997,255997,255997,255997,255997,255997,255997,255997,255997,255997,255997,237097,213514,236938,209711,212718,222062,234260,228788,224357,224002,237071,224039,221759,199034,220505,208537,220820,218278,229839,204100,211388,212528,197997,86425,105320,128955,79454,0,38716,83759,124864,126307,128280,87793,30591,95283,151826,133035,139271,150932,155889,161735,182975,185118,172558,177286,169368,188338
0087313874,40.0,53.0,49.0,25.0,38.0,31.0,47.0,34.0,34.0,48.0,43.0,40.0,46.0,35.0,46.0,40.0,54.0,56.0,43.0,41.0,45.0,37.0,36.0,23.0,32.0,24.0,29.0,14.0,6.0,20.0,25.0,28.0,38.0,29.0,27.0,25.0,33.0,24.0,25.0,26.0,29.0,31.0,35.0,20.0,25.0,30.0,20.0,12.0,30.0,20.0,13.0,0.0,1.0,10.0,15.0,15.0,29.0,26.0,14.0,13.0,21.0,15.0,22.0,21.0,33.0,54.0,42.0,36.0,52.0,43.0,35.0,14.0,Somme,Hauts-de-France,Amiens,80017,02260,49.890746,2.312592,0087313874,80017,Amiens,80,1024691,1024691,1024691,1024691,1024691,1024691,1024691,1024691,1024691,1024691,1024691,1024691,1067383,1067383,1067383,1067383,1067383,1067383,1067383,1067383,1067383,1067383,1067383,1067383,1027681,925463,1026990,908976,922009,962514,1015384,991666,972462,970919,1027566,971080,961211,862710,955774,903899,957139,946124,996233,884670,916256,921198,858215,374608,422579,517410,318796,0,155343,336069,500997,506787,514702,352255,122743,382308,620743,543914,569413,617089,637355,661256,748094,756857,705505,724837,692465,770022
0087317065,2.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pas-de-Calais,Hauts-de-France,Étaples - Le Touquet,62630,02237,50.51686,1.64231,0087317065,62630,Étaples - Le Touquet,62,62043,62043,62043,62043,62043,62043,62043,62043,62043,62043,62043,62043,65256,65256,65256,65256,65256,65256,65256,65256,65256,65256,65256,65256,61351,55249,61310,54265,55043,57461,60617,59201,58055,57963,61344,57972,61546,55239,61198,57877,61286,60580,63789,56645,58668,58984,54952,23986,27116,33201,20456,0,9968,21564,32147,32519,33027,22603,7876,24531,45886,40206,42091,45615,47114,48880,55299,55947,52151,53580,51187,56920
0087317263,8.0,5.0,4.0,7.0,6.0,2.0,9.0,6.0,7.0,3.0,5.0,3.0,10.0,8.0,3.0,4.0,5.0,5.0,6.0,4.0,11.0,11.0,13.0,11.0,7.0,5.0,9.0,3.0,3.0,6.0,11.0,10.0,2.0,4.0,5.0,8.0,11.0,6.0,7.0,13.0,4.0,3.0,6.0,4.0,6.0,2.0,2.0,0.0,1.0,8.0,2.0,0.0,1.0,0.0,6.0,10.0,0.0,4.0,1.0,4.0,3.0,6.0,2.0,4.0,2.0,6.0,9.0,2.0,4.0,3.0,5.0,11.0,Pas-de-Calais,Hauts-de-France,Calais,62100,02223,50.953481,1.850819,0087317263,62100,Calais,62,187372,187372,187372,187372,187372,187372,187372,187372,187372,187372,187372,187372,184188,184188,184188,184188,184188,184188,184188,184188,184188,184188,184188,184188,167847,151152,167734,148459,150588,157203,165838,161965,158828,158576,167828,158602,171344,153785,170374,161127,170618,168654,177587,157700,163330,164211,152984,66777,82928,101538,62561,0,30485,65951,98317,99453,101006,69127,24087,75025,115944,101593,106356,115261,119047,123511,139731,141367,131776,135387,129340,143826
0087317362,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Somme,Hauts-de-France,Abbeville,80100,02219,50.10221,1.82449,0087317362,80100,Abbeville,80,134480,134480,134480,134480,134480,134480,134480,134480,134480,134480,134480,134480,138775,138775,138775,138775,138775,138775,138775,138775,138775,138775,138775,138775,131381,118313,131293,116206,117872,123050,129809,126777,124322,124125,131367,124145,128185,115049,127460,120542,127642,126173,132856,117978,122190,122849,114450,49957,54613,66868,41200,0,20076,43432,64747,65495,66518,45524,15863,49408,80617,70639,73950,80142,82774,85878,97156,98294,91625,94135,89931,100004
0087317586,9.0,12.0,18.0,8.0,9.0,12.0,14.0,18.0,17.0,14.0,11.0,18.0,14.0,14.0,11.0,10.0,19.0,22.0,20.0,11.0,18.0,31.0,30.0,24.0,22.0,21.0,26.0,18.0,37.0,18.0,33.0,13.0,37.0,31.0,22.0,16.0,20.0,20.0,24.0,29.0,21.0,37.0,31.0,26.0,33.0,22.0,24.0,7.0,8.0,12.0,3.0,0.0,2.0,3.0,9.0,13.0,10.0,14.0,5.0,4.0,10.0,11.0,15.0,15.0,10.0,11.0,12.0,10.0,14.0,13.0,10.0,12.0,Pas-de-Calais,Hauts-de-France,Boulogne-sur-Mer,62200,02210,50.7157,1.60964,0087317586,62200,Boulogne-sur-Mer,62,160910,160910,160910,160910,160910,160910,160910,160910,160910,160910,160910,160910,160833,160833,160833,160833,160833,160833,160833,160833,160833,160833,160833,160833,147100,132469,147002,130109,131975,137773,145340,141945,139197,138976,147084,138999,142486,127884,141680,133990,141882,140249,147677,131140,135822,136554,127218,55530,62180,76133,46908,0,22858,49450,73718,74570,75735,51832,18061,56254,93080,81560,85383,92532,95571,99155,112176,113490,105790,108689,103835,115465
0087318964,12.0,17.0,23.0,22.0,24.0,30.0,42.0,34.0,23.0,30.0,25.0,19.0,17.0,15.0,20.0,24.0,30.0,28.0,55.0,22.0,22.0,11.0,7.0,15.0,8.0,67.0,58.0,44.0,39.0,52.0,76.0,55.0,48.0,34.0,43.0,34.0,31.0,30.0,47.0,44.0,41.0,70.0,89.0,59.0,59.0,52.0,41.0,23.0,30.0,25.0,16.0,0.0,9.0,24.0,63.0,40.0,45.0,54.0,23.0,35.0,44.0,40.0,38.0,39.0,50.0,79.0,98.0,79.0,67.0,63.0,45.0,41.0,Vaucluse,Provence-Alpes-Côte d'Azur,Avignon TGV,84000,02208,43.921586,4.786079,0087318964,84000,Avignon TGV,84,683067,683067,683067,683067,683067,683067,683067,683067,683067,683067,683067,683067,694301,694301,694301,694301,694301,694301,694301,694301,694301,694301,694301,694301,656197,590929,655756,580401,588724,614587,648346,633201,620939,619954,656124,620056,667117,598753,663343,627340,664291,656646,691424,613994,635916,639347,595633,259992,223881,274122,168897,0,82300,178048,265426,268494,272687,186623,65029,202545,372563,326451,341755,370370,382533,396878,448997,454257,423436,435039,415610,462158
