uic_code,obj_2016_01,obj_2016_02,obj_2016_03,obj_2016_04,obj_2016_05,obj_2016_06,obj_2016_07,obj_2016_08,obj_2016_09,obj_2016_10,obj_2016_11,obj_2016_12,obj_2017_01,obj_2017_02,obj_2017_03,obj_2017_04,obj_2017_05,obj_2017_06,obj_2017_07,obj_2017_08,obj_2017_09,obj_2017_10,obj_2017_11,obj_2017_12,obj_2018_01,obj_2018_02,obj_2018_03,obj_2018_04,obj_2018_05,obj_2018_06,obj_2018_07,obj_2018_08,obj_2018_09,obj_2018_10,obj_2018_11,obj_2018_12,obj_2019_01,obj_2019_02,obj_2019_03,obj_2019_04,obj_2019_05,obj_2019_06,obj_2019_07,obj_2019_08,obj_2019_09,obj_2019_10,obj_2019_11,obj_2019_12,obj_2020_01,obj_2020_02,obj_2020_03,obj_2020_04,obj_2020_05,obj_2020_06,obj_2020_07,obj_2020_08,obj_2020_09,obj_2020_10,obj_2020_11,obj_2020_12,obj_2021_01,obj_2021_02,obj_2021_03,obj_2021_04,obj_2021_05,obj_2021_06,obj_2021_07,obj_2021_08,obj_2021_09,obj_2021_10,obj_2021_11,obj_2021_12,departement_libellemin,gare_regionsncf_libelle,gare_alias_libelle_noncontraint,adresse_cp,code_gare,lat,long,id_gare,code_postal,nom_gare,region,2016_01,2016_02,2016_03,2016_04,2016_05,2016_06,2016_07,2016_08,2016_09,2016_10,2016_11,2016_12,2017_01,2017_02,2017_03,2017_04,2017_05,2017_06,2017_07,2017_08,2017_09,2017_10,2017_11,2017_12,2018_01,2018_02,2018_03,2018_04,2018_05,2018_06,2018_07,2018_08,2018_09,2018_10,2018_11,2018_12,2019_01,2019_02,2019_03,2019_04,2019_05,2019_06,2019_07,2019_08,2019_09,2019_10,2019_11,2019_12,2020_01,2020_02,2020_03,2020_04,2020_05,2020_06,2020_07,2020_08,2020_09,2020_10,2020_11,2020_12,2021_01,2021_02,2021_03,2021_04,2021_05,2021_06,2021_07,2021_08,2021_09,2021_10,2021_11,2021_12
0087319012,21.0,30.0,34.0,37.0,35.0,34.0,50.0,42.0,33.0,29.0,21.0,31.0,24.0,15.0,25.0,22.0,41.0,44.0,57.0,36.0,43.0,44.0,30.0,39.0,24.0,38.0,30.0,29.0,41.0,38.0,45.0,53.0,43.0,46.0,29.0,26.0,28.0,32.0,14.0,19.0,33.0,27.0,36.0,24.0,34.0,39.0,27.0,16.0,31.0,28.0,9.0,0.0,4.0,7.0,25.0,32.0,23.0,0.0,0.0,14.0,7.0,2.0,8.0,6.0,18.0,22.0,26.0,26.0,17.0,9.0,15.0,10.0,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Aix-en-Provence TGV,13592,02207,43.455237,5.317534,0087319012,13592,Aix-en-Provence TGV,13,719882,719882,719882,719882,719882,719882,719882,719882,719882,719882,719882,719882,782497,782497,782497,782497,782497,782497,782497,782497,782497,782497,782497,782497,761058,685360,760546,673150,682802,712798,751952,734387,720165,719022,760973,719142,695735,624439,691799,654252,692787,684814,721084,640333,663196,666773,621185,271146,254293,311359,191839,0,93480,202234,301482,304966,309729,211974,73863,230059,413276,362124,379101,410842,424335,440248,498063,503897,469708,482579,461026,512661
0087342006,2.0,1.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,0.0,6.0,7.0,2.0,1.0,3.0,1.0,4.0,0.0,2.0,2.0,2.0,5.0,1.0,2.0,5.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pas-de-Calais,Hauts-de-France,Béthune,62400,02190,50.52144,2.64055,0087342006,62400,Béthune,62,307134,307134,307134,307134,307134,307134,307134,307134,307134,307134,307134,307134,319052,319052,319052,319052,319052,319052,319052,319052,319052,319052,319052,319052,301695,271687,301492,266847,270673,282564,298085,291122,285484,285031,301661,285079,290969,261152,289323,273620,289736,286402,301571,267799,277361,278857,259791,113398,114573,140284,86434,0,42118,91117,135834,137404,139549,95506,33279,103654,147750,129463,135532,146880,151704,157392,178062,180147,167925,172526,164821,183281
0087342014,8.0,9.0,5.0,9.0,9.0,14.0,14.0,8.0,27.0,25.0,10.0,16.0,18.0,14.0,15.0,15.0,11.0,18.0,9.0,4.0,11.0,9.0,13.0,19.0,12.0,10.0,10.0,7.0,5.0,2.0,14.0,3.0,8.0,14.0,12.0,9.0,6.0,7.0,10.0,6.0,2.0,6.0,5.0,6.0,5.0,2.0,5.0,4.0,8.0,6.0,0.0,0.0,0.0,5.0,4.0,5.0,8.0,5.0,6.0,2.0,8.0,2.0,6.0,5.0,2.0,5.0,6.0,10.0,12.0,8.0,7.0,3.0,Pas-de-Calais,Hauts-de-France,Arras,62000,02189,50.286673,2.781942,0087342014,62000,Arras,62,775933,775933,775933,775933,775933,775933,775933,775933,775933,775933,775933,775933,817845,817845,817845,817845,817845,817845,817845,817845,817845,817845,817845,817845,761355,685627,760843,673412,683068,713076,752245,734674,720446,719303,761270,719422,737282,661728,733111,693322,734158,725710,764145,678572,702800,706591,658280,287337,287036,351449,216541,0,105516,228273,340301,344233,349610,239268,83373,259682,374258,327936,343310,372054,384274,398683,451040,456323,425363,437018,417500,464261
0087345009,10.0,8.0,4.0,15.0,17.0,12.0,14.0,5.0,23.0,10.0,11.0,14.0,13.0,10.0,21.0,13.0,22.0,18.0,7.0,9.0,6.0,12.0,11.0,5.0,8.0,8.0,7.0,4.0,5.0,3.0,2.0,5.0,8.0,12.0,4.0,5.0,6.0,3.0,7.0,6.0,3.0,4.0,3.0,4.0,5.0,14.0,4.0,3.0,6.0,4.0,6.0,1.0,0.0,2.0,5.0,0.0,3.0,9.0,4.0,6.0,4.0,6.0,5.0,5.0,4.0,7.0,1.0,3.0,1.0,3.0,2.0,1.0,Nord,Hauts-de-France,Douai,59500,02143,50.371677,3.089986,0087345009,59500,Douai,59,536988,536988,536988,536988,536988,536988,536988,536988,536988,536988,536988,536988,557662,557662,557662,557662,557662,557662,557662,557662,557662,557662,557662,557662,529354,476702,528998,468209,474923,495787,523020,510803,500911,500116,529295,500199,523173,469561,520214,491979,520957,514962,542235,481513,498705,501395,467114,203894,214606,262765,161899,0,78891,170671,254430,257370,261390,178891,62335,194154,290429,254482,266413,288719,298201,309383,350013,354112,330087,339131,323985,360272
0087345025,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,9.0,6.0,9.0,6.0,3.0,8.0,0.0,7.0,16.0,1.0,1.0,1.0,0.0,0.0,25.0,12.0,1.0,2.0,7.0,1.0,0.0,0.0,8.0,18.0,4.0,0.0,4.0,6.0,5.0,3.0,1.0,2.0,0.0,4.0,0.0,0.0,2.0,9.0,5.0,0.0,1.0,Pas-de-Calais,Hauts-de-France,Lens,62300,02142,50.426818,2.828254,0087345025,62300,Lens,62,311813,311813,311813,311813,311813,311813,311813,311813,311813,311813,311813,311813,320671,320671,320671,320671,320671,320671,320671,320671,320671,320671,320671,320671,290844,261916,290649,257249,260938,272401,287364,280652,275217,274780,290812,274826,285337,256097,283723,268324,284129,280859,295734,262616,271992,273460,254763,111203,113004,138364,85251,0,41541,89870,133975,135523,137639,94199,32824,102235,151196,132483,138694,150306,155243,161064,182215,184350,171842,176551,168666,187556
0087345520,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nord,Hauts-de-France,Cambrai,59400,02113,50.17662,3.24118,0087345520,59400,Cambrai,59,123358,123358,123358,123358,123358,123358,123358,123358,123358,123358,123358,123358,128940,128940,128940,128940,128940,128940,128940,128940,128940,128940,128940,128940,117648,105947,117569,104059,105551,110188,116241,113525,111327,111150,117635,111169,119691,107426,119014,112555,119184,117812,124052,110160,114093,114709,106866,46647,50854,62266,38364,0,18694,40443,60291,60988,61940,42391,14771,46008,66396,58178,60906,66005,68173,70729,80018,80955,75462,77530,74068,82363
0087381509,14.0,14.0,10.0,27.0,14.0,29.0,36.0,30.0,26.0,16.0,12.0,24.0,16.0,21.0,15.0,27.0,13.0,25.0,18.0,11.0,23.0,11.0,17.0,16.0,18.0,12.0,12.0,13.0,7.0,10.0,13.0,13.0,35.0,25.0,11.0,8.0,12.0,9.0,14.0,16.0,13.0,1.0,28.0,12.0,23.0,16.0,29.0,8.0,26.0,14.0,3.0,1.0,2.0,0.0,7.0,5.0,12.0,4.0,1.0,1.0,0.0,0.0,1.0,10.0,6.0,20.0,8.0,2.0,2.0,10.0,2.0,9.0,Yvelines,Île-de-France,Mantes-la-Jolie,78200,02071,48.98984,1.70337,0087381509,78200,Mantes-la-Jolie,78,1695703,1695703,1695703,1695703,1695703,1695703,1695703,1695703,1695703,1695703,1695703,1695703,1777032,1777032,1777032,1777032,1777032,1777032,1777032,1777032,1777032,1777032,1777032,1777032,1836281,1653636,1835046,1624176,1647464,1719839,1814309,1771929,1737614,1734857,1836075,1735145,1749875,1570555,1739977,1645539,1742462,1722409,1813633,1610532,1668035,1677033,1562371,681971,538437,659267,406199,0,197933,428208,638354,645731,655816,448832,156396,487125,584781,512402,536424,581338,600430,622946,704753,713008,664632,682844,652347,725410
0087381848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,2.0,40.0,Val-d'Oise,Île-de-France,Argenteuil,95100,02053,48.94686,2.25727,0087381848,95100,Argenteuil,95,2564828,2564828,2564828,2564828,2564828,2564828,2564828,2564828,2564828,2564828,2564828,2564828,2601446,2601446,2601446,2601446,2601446,2601446,2601446,2601446,2601446,2601446,2601446,2601446,2682464,2415654,2680661,2372619,2406639,2512365,2650368,2588459,2538330,2534303,2682164,2534724,2473705,2220211,2459713,2326212,2463226,2434878,2563836,2276724,2358012,2370732,2208641,964066,798509,977702,602398,0,293537,635038,946687,957628,972584,665623,231937,722412,1621795,1421064,1487685,1612246,1665196,1727639,1954519,1977413,1843249,1893757,1809179,2011809
0087381897,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,6.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0,7.0,5.0,4.0,3.0,2.0,3.0,14.0,1.0,3.0,5.0,12.0,5.0,14.0,7.0,7.0,9.0,8.0,9.0,11.0,4.0,4.0,5.0,12.0,2.0,2.0,3.0,0.0,0.0,2.0,8.0,10.0,13.0,2.0,0.0,6.0,8.0,4.0,8.0,5.0,7.0,8.0,5.0,2.0,7.0,6.0,5.0,6.0,Yvelines,Île-de-France,Conflans-Sainte-Honorine,78700,02049,48.99646,2.09783,0087381897,78700,Conflans-Sainte-Honorine,78,770715,770715,770715,770715,770715,770715,770715,770715,770715,770715,770715,770715,791350,791350,791350,791350,791350,791350,791350,791350,791350,791350,791350,791350,796529,717303,795994,704524,714625,746020,786998,768615,753730,752534,796440,752659,737275,661722,733105,693315,734152,725703,764138,678566,702793,706584,658274,287335,228401,279656,172307,0,83962,181642,270785,273914,278192,190391,66342,206635,412319,361286,378224,409892,423354,439229,496910,502731,468621,481462,459959,511475
0087382655,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Val-d'Oise,Île-de-France,Cergy le Haut,95800,02029,49.0484932,2.0118725,0087382655,95800,Cergy le Haut,95,1123932,1123932,1123932,1123932,1123932,1123932,1123932,1123932,1123932,1123932,1123932,1123932,1134950,1134950,1134950,1134950,1134950,1134950,1134950,1134950,1134950,1134950,1134950,1134950,1125915,1013926,1125158,995863,1010142,1054519,1112443,1086458,1065417,1063727,1125789,1063904,1027825,922498,1022011,966542,1023471,1011692,1065275,945980,979755,985040,917691,400570,320904,392918,242091,0,117967,255208,380454,384851,390861,267500,93211,290322,510394,447222,468188,507389,524053,543704,615105,622310,580088,595983,569366,633135
0087387001,1.0,2.0,1.0,5.0,2.0,2.0,1.0,5.0,6.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,7.0,0.0,2.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,Eure,Normandie,Évreux Normandie,27000,02006,49.018748,1.149629,0087387001,27000,Évreux Normandie,27,207734,207734,207734,207734,207734,207734,207734,207734,207734,207734,207734,207734,217993,217993,217993,217993,217993,217993,217993,217993,217993,217993,217993,217993,204242,183927,204105,180651,183241,191291,201798,197085,193268,192961,204219,192993,193775,173917,192678,182221,192954,190733,200835,178344,184712,185708,173011,75519,75881,92909,57245,0,27894,60346,89962,91001,92423,63253,22040,68649,98905,86663,90726,98323,101552,105360,119196,120592,112410,115491,110333,122690
0087393702,9.0,13.0,18.0,9.0,6.0,6.0,15.0,17.0,8.0,13.0,7.0,9.0,21.0,16.0,17.0,21.0,12.0,16.0,35.0,46.0,20.0,30.0,21.0,14.0,13.0,24.0,26.0,12.0,17.0,7.0,24.0,18.0,7.0,14.0,29.0,22.0,16.0,14.0,14.0,22.0,16.0,19.0,17.0,7.0,12.0,14.0,14.0,9.0,10.0,16.0,8.0,0.0,2.0,10.0,17.0,12.0,17.0,15.0,5.0,11.0,6.0,20.0,2.0,5.0,11.0,22.0,21.0,20.0,25.0,9.0,14.0,21.0,Essonne,Île-de-France,Massy TGV,91300,01945,48.725758,2.261254,0087393702,91300,Massy TGV,91,438562,438562,438562,438562,438562,438562,438562,438562,438562,438562,438562,438562,674034,674034,674034,674034,674034,674034,674034,674034,674034,674034,674034,674034,529988,477273,529632,468770,475492,496380,523646,511415,501511,500715,529929,500798,447966,402060,445432,421256,446068,440934,464288,412294,427015,429318,399965,174584,176922,216625,133471,0,65038,140702,209753,212177,215491,147479,51389,160061,264869,232086,242966,263310,271957,282155,319209,322948,301037,309286,295472,328566
0087394007,28.0,28.0,21.0,17.0,41.0,34.0,18.0,31.0,38.0,34.0,30.0,23.0,40.0,34.0,21.0,26.0,32.0,41.0,22.0,27.0,18.0,24.0,23.0,11.0,17.0,24.0,21.0,10.0,6.0,29.0,21.0,14.0,13.0,19.0,14.0,20.0,15.0,5.0,10.0,16.0,19.0,15.0,13.0,5.0,11.0,17.0,6.0,2.0,8.0,8.0,8.0,0.0,2.0,8.0,2.0,5.0,7.0,8.0,1.0,7.0,16.0,12.0,13.0,3.0,9.0,19.0,28.0,20.0,31.0,6.0,19.0,14.0,Eure-et-Loir,Centre-Val de Loire,Chartres,28000,01939,48.4482023,1.4813128,0087394007,28000,Chartres,28,500527,500527,500527,500527,500527,500527,500527,500527,500527,500527,500527,500527,496059,496059,496059,496059,496059,496059,496059,496059,496059,496059,496059,496059,482385,434405,482061,426666,432783,451796,476613,465480,456465,455741,482331,455817,468752,420716,466101,440803,466766,461395,485831,431425,446829,449239,418524,182685,218348,267347,164723,0,80266,173648,258867,261858,265948,182011,63422,197540,315780,276696,289667,313921,324231,336389,380565,385023,358899,368734,352266,391720
0087396002,108.0,98.0,104.0,92.0,88.0,89.0,108.0,93.0,114.0,117.0,136.0,100.0,116.0,106.0,127.0,77.0,101.0,106.0,105.0,73.0,93.0,98.0,61.0,67.0,44.0,69.0,30.0,45.0,51.0,35.0,65.0,13.0,27.0,67.0,54.0,58.0,37.0,30.0,15.0,23.0,25.0,24.0,88.0,12.0,43.0,39.0,26.0,16.0,49.0,76.0,36.0,0.0,13.0,39.0,52.0,44.0,78.0,54.0,27.0,33.0,54.0,73.0,59.0,33.0,52.0,57.0,78.0,39.0,52.0,45.0,54.0,46.0,Sarthe,Pays de la Loire,Le Mans,72000,01917,47.995689,0.192578,0087396002,72000,Le Mans,72,1087991,1087991,1087991,1087991,1087991,1087991,1087991,1087991,1087991,1087991,1087991,1087991,1124324,1124324,1124324,1124324,1124324,1124324,1124324,1124324,1124324,1124324,1124324,1124324,1040055,936606,1039356,919920,933111,974103,1027610,1003606,984171,982609,1039938,982772,957342,859238,951927,900261,953286,942316,992223,881109,912568,917491,854760,373101,343561,420660,259184,0,126296,273227,407316,412023,418458,286387,99792,310820,540399,473514,495712,537218,554861,575668,651267,658895,614190,631020,602838,670356
0087411173,3.0,0.0,3.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,14.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seine-Maritime,Normandie,Elbeuf - Saint-Aubin,76500,01881,49.302766,1.00993,0087411173,76500,Elbeuf - Saint-Aubin,76,38132,38132,38132,38132,38132,38132,38132,38132,38132,38132,38132,38132,38890,38890,38890,38890,38890,38890,38890,38890,38890,38890,38890,38890,38784,34927,38758,34304,34796,36325,38320,37425,36700,36642,38780,36648,42950,38549,42707,40389,42768,42276,44515,39530,40941,41162,38348,16739,15970,19553,12047,0,5871,12700,18933,19152,19451,13312,4639,14448,23993,21023,22009,23851,24635,25559,28915,29254,27269,28016,26765,29763
0087413013,30.0,44.0,32.0,71.0,60.0,51.0,42.0,81.0,45.0,50.0,54.0,48.0,43.0,39.0,41.0,37.0,53.0,72.0,54.0,28.0,33.0,26.0,24.0,26.0,24.0,22.0,23.0,21.0,29.0,49.0,28.0,37.0,55.0,57.0,29.0,30.0,28.0,19.0,21.0,29.0,17.0,27.0,29.0,12.0,20.0,27.0,22.0,8.0,5.0,17.0,9.0,0.0,0.0,0.0,10.0,16.0,9.0,9.0,3.0,5.0,5.0,2.0,7.0,10.0,7.0,13.0,13.0,13.0,3.0,22.0,21.0,16.0,Seine-Maritime,Normandie,Le Havre,76600,01862,49.492996,0.125677,0087413013,76600,Le Havre,76,303939,303939,303939,303939,303939,303939,303939,303939,303939,303939,303939,303939,326630,326630,326630,326630,326630,326630,326630,326630,326630,326630,326630,326630,309734,278927,309526,273957,277886,290093,306028,298880,293091,292626,309699,292675,316781,284319,314990,297893,315439,311809,328324,291556,301966,303595,282837,123458,128136,156892,96667,0,47104,101904,151915,153670,156070,106812,37219,115925,172462,151116,158201,171447,177078,183718,207844,210279,196012,201383,192389,213937
0087415018,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,4.0,0.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,Seine-Maritime,Normandie,Dieppe,76200,01846,49.921788,1.081133,0087415018,76200,Dieppe,76,96980,96980,96980,96980,96980,96980,96980,96980,96980,96980,96980,96980,102238,102238,102238,102238,102238,102238,102238,102238,102238,102238,102238,102238,101602,91496,101533,89866,91154,95159,100386,98041,96142,95990,101590,96006,103235,92656,102651,97080,102798,101615,106997,95015,98407,98938,92173,40233,44494,54479,33566,0,16356,35385,52751,53360,54194,37089,12924,40254,63532,55668,58278,63158,65232,67678,76566,77462,72207,74185,70872,78810
0087444000,103.0,112.0,94.0,103.0,82.0,79.0,83.0,90.0,100.0,115.0,84.0,85.0,82.0,64.0,79.0,91.0,94.0,104.0,86.0,58.0,67.0,84.0,55.0,89.0,74.0,85.0,60.0,40.0,37.0,31.0,32.0,41.0,34.0,58.0,56.0,57.0,45.0,36.0,45.0,63.0,45.0,48.0,53.0,67.0,28.0,46.0,46.0,28.0,16.0,21.0,10.0,1.0,3.0,24.0,48.0,31.0,48.0,36.0,17.0,14.0,12.0,17.0,22.0,16.0,21.0,27.0,32.0,41.0,28.0,32.0,35.0,9.0,Calvados,Normandie,Caen,14000,01820,49.176354,-0.347613,0087444000,14000,Caen,14,565399,565399,565399,565399,565399,565399,565399,565399,565399,565399,565399,565399,587640,587640,587640,587640,587640,587640,587640,587640,587640,587640,587640,587640,522138,470204,521787,461827,468449,489028,515890,503840,494082,493299,522079,493380,534589,479807,531565,502714,532324,526198,554067,492020,509587,512336,477306,208343,210571,257825,158856,0,77407,167463,249647,252532,256476,175528,61163,190504,311164,272651,285433,309332,319491,331472,375002,379395,353654,363344,347117,385994
0087444265,0.0,7.0,2.0,5.0,5.0,2.0,3.0,4.0,4.0,2.0,0.0,1.0,2.0,3.0,6.0,6.0,4.0,2.0,2.0,6.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,6.0,11.0,5.0,9.0,0.0,4.0,3.0,8.0,1.0,6.0,1.0,0.0,4.0,2.0,4.0,7.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0,1.0,3.0,Calvados,Normandie,Lisieux,14100,01810,49.138299,0.231143,0087444265,14100,Lisieux,14,207367,207367,207367,207367,207367,207367,207367,207367,207367,207367,207367,207367,216528,216528,216528,216528,216528,216528,216528,216528,216528,216528,216528,216528,200706,180743,200572,177523,180069,187979,198305,193673,189922,189621,200684,189652,197761,177495,196642,185969,196923,194657,204966,182013,188512,189529,176570,77072,72501,88771,54695,0,26652,57659,85955,86949,88307,60436,21059,65592,103407,90609,94856,102799,106175,110156,124622,126082,117528,120748,115355,128275
0087444539,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,1.0,9.0,2.0,5.0,5.0,7.0,1.0,3.0,3.0,1.0,5.0,3.0,5.0,4.0,9.0,7.0,2.0,5.0,6.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,Orne,Normandie,Argentan,61200,01800,48.738545,-0.025291,0087444539,61200,Argentan,61,54712,54712,54712,54712,54712,54712,54712,54712,54712,54712,54712,54712,55895,55895,55895,55895,55895,55895,55895,55895,55895,55895,55895,55895,51459,46341,51424,45515,46168,48196,50843,49656,48694,48617,51453,48625,50562,45381,50276,47547,50348,49769,52404,46536,48197,48457,45144,19705,19222,23536,14501,0,7066,15287,22789,23053,23413,16023,5583,17390,32215,28228,29551,32025,33077,34318,38824,39279,36614,37617,35937,39962
0087444711,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orne,Normandie,Alençon,61000,01791,48.433884,0.098531,0087444711,61000,Alençon,61,73712,73712,73712,73712,73712,73712,73712,73712,73712,73712,73712,73712,76630,76630,76630,76630,76630,76630,76630,76630,76630,76630,76630,76630,69414,62509,69367,61396,62276,65012,68583,66981,65684,65580,69406,65591,68669,61632,68280,64574,68378,67591,71171,63201,65457,65810,61311,26762,25502,31225,19239,0,9375,20281,30234,30584,31062,21258,7407,23072,39056,34222,35826,38826,40101,41605,47069,47620,44389,45605,43569,48448
0087444877,26.0,45.0,51.0,50.0,70.0,71.0,67.0,75.0,70.0,79.0,37.0,70.0,75.0,61.0,67.0,60.0,65.0,69.0,61.0,82.0,47.0,51.0,43.0,40.0,38.0,44.0,31.0,25.0,27.0,50.0,106.0,69.0,48.0,61.0,56.0,53.0,64.0,49.0,67.0,64.0,38.0,25.0,93.0,73.0,58.0,79.0,74.0,48.0,36.0,26.0,8.0,0.0,10.0,27.0,51.0,52.0,37.0,29.0,8.0,43.0,19.0,36.0,20.0,30.0,21.0,22.0,32.0,65.0,42.0,29.0,36.0,49.0,Manche,Normandie,Cherbourg-en-Cotentin,50100,01790,49.633505,-1.621515,0087444877,50100,Cherbourg-en-Cotentin,50,103155,103155,103155,103155,103155,103155,103155,103155,103155,103155,103155,103155,106945,106945,106945,106945,106945,106945,106945,106945,106945,106945,106945,106945,96102,86543,96037,85001,86220,90008,94952,92734,90938,90794,96091,90809,98171,88111,97616,92318,97755,96630,101748,90354,93580,94085,87652,38260,34647,42422,26138,0,12736,27554,41076,41551,42200,28881,10064,31345,52227,45763,47908,51920,53625,55636,62942,63679,59359,60985,58261,64787
