,region,nb_objet,freq,n,date
209,Hauts-de-France,609.0,12056422,5.051249865009702e-05,2017
210,Normandie,259.0,1812054,0.00014293172278530332,2017
211,Nouvelle-Aquitaine,636.0,5506383,0.00011550231794628161,2017
212,Occitanie,315.0,3799770,8.28997544588225e-05,2017
213,Pays de la Loire,496.0,5149394,9.632201381366429e-05,2017
214,Provence-Alpes-Côte d'Azur,616.0,7260851,8.483854027578862e-05,2017
215,Île-de-France,1191.0,43624152,2.7301390294073795e-05,2017
216,Auvergne-Rhône-Alpes,697.0,12937987,5.3872368243993446e-05,2017
217,Bourgogne-Franche-Comté,151.0,2677676,5.639218486478573e-05,2017
218,Bretagne,247.0,956024,0.0002583617147686669,2017
219,Centre-Val de Loire,182.0,2113713,8.610440490265234e-05,2017
220,Grand Est,319.0,6147367,5.18921352832847e-05,2017
221,Hauts-de-France,569.0,12056422,4.7194764748612814e-05,2017
222,Normandie,220.0,1812054,0.00012140918537747771,2017
223,Nouvelle-Aquitaine,886.0,5506383,0.00016090417248491433,2017
224,Occitanie,368.0,3799770,9.684796711379899e-05,2017
225,Pays de la Loire,551.0,5149394,0.00010700288228090529,2017
226,Provence-Alpes-Côte d'Azur,875.0,7260851,0.00012050929016447245,2017
227,Île-de-France,1323.0,43624152,3.032723707729608e-05,2017
228,Auvergne-Rhône-Alpes,595.0,12937987,4.5988607037555375e-05,2017
229,Bourgogne-Franche-Comté,170.0,2677676,6.3487890245123e-05,2017
230,Bretagne,284.0,956024,0.00029706367204170606,2017
231,Centre-Val de Loire,148.0,2113713,7.001896662413488e-05,2017
232,Grand Est,291.0,6147367,4.7337339709830244e-05,2017
233,Hauts-de-France,497.0,12056422,4.1222843725941245e-05,2017
234,Normandie,186.0,1812054,0.00010264594763732206,2017
235,Nouvelle-Aquitaine,770.0,5506383,0.00013983771197898876,2017
236,Occitanie,321.0,3799770,8.447879740089531e-05,2017
237,Pays de la Loire,519.0,5149394,0.00010078855880905598,2017
238,Provence-Alpes-Côte d'Azur,666.0,7260851,9.172478542804418e-05,2017
239,Île-de-France,1358.0,43624152,3.112954493648381e-05,2017
240,Auvergne-Rhône-Alpes,597.0,12937987,4.6143190590622794e-05,2017
241,Bourgogne-Franche-Comté,145.0,2677676,5.41514357973108e-05,2017
242,Bretagne,167.0,956024,0.0001746818071512849,2017
243,Centre-Val de Loire,144.0,2113713,6.812656212077987e-05,2017
244,Grand Est,356.0,6147367,5.79109722910638e-05,2017
245,Hauts-de-France,602.0,12056422,4.9931895217337285e-05,2017
246,Normandie,168.0,1812054,9.271246883371026e-05,2017
247,Nouvelle-Aquitaine,618.0,5506383,0.00011223338441950007,2017
248,Occitanie,250.0,3799770,6.57934559197004e-05,2017
249,Pays de la Loire,438.0,5149394,8.505855252093742e-05,2017
250,Provence-Alpes-Côte d'Azur,642.0,7260851,8.84193877549615e-05,2017
251,Île-de-France,976.0,43624152,2.2372927730492043e-05,2017
252,Auvergne-Rhône-Alpes,666.0,12937987,5.147632317144854e-05,2017
253,Bourgogne-Franche-Comté,157.0,2677676,5.863293393226066e-05,2017
254,Bretagne,178.0,956024,0.00018618779444867493,2017
255,Centre-Val de Loire,153.0,2113713,7.238447225332862e-05,2017
256,Grand Est,364.0,6147367,5.921234245490793e-05,2017
257,Hauts-de-France,624.0,12056422,5.175664886315359e-05,2017
258,Normandie,190.0,1812054,0.00010485338737145802,2017
259,Nouvelle-Aquitaine,631.0,5506383,0.00011459428085550896,2017
260,Occitanie,279.0,3799770,7.342549680638564e-05,2017
261,Pays de la Loire,522.0,5149394,0.00010137115163454185,2017
262,Provence-Alpes-Côte d'Azur,609.0,7260851,8.387446595447283e-05,2017
263,Île-de-France,1178.0,43624152,2.7003390232089784e-05,2017
264,Auvergne-Rhône-Alpes,606.0,12937987,4.683881657942615e-05,2017
265,Bourgogne-Franche-Comté,150.0,2677676,5.6018726686873244e-05,2017
266,Bretagne,198.0,956024,0.00020710777135302043,2017
267,Centre-Val de Loire,153.0,2113713,7.238447225332862e-05,2017
268,Grand Est,350.0,6147367,5.6934944668180703e-05,2017
269,Hauts-de-France,612.0,12056422,5.0761328692708336e-05,2017
270,Normandie,133.0,1812054,7.339737116002062e-05,2017
271,Nouvelle-Aquitaine,540.0,5506383,9.806800580344666e-05,2017
272,Occitanie,230.0,3799770,6.052997944612437e-05,2017
273,Pays de la Loire,444.0,5149394,8.622373817190915e-05,2017
274,Provence-Alpes-Côte d'Azur,491.0,7260851,6.762292739514969e-05,2017
275,Île-de-France,1039.0,43624152,2.3817081877029952e-05,2017
276,Auvergne-Rhône-Alpes,588.0,12937987,4.544756460181943e-05,2017
277,Bourgogne-Franche-Comté,165.0,2677676,6.162059935556057e-05,2017
278,Bretagne,170.0,956024,0.00017781980368693673,2017
279,Centre-Val de Loire,168.0,2113713,7.948098914090986e-05,2017
280,Grand Est,299.0,6147367,4.863870987367437e-05,2017
281,Hauts-de-France,558.0,12056422,4.6282387925704656e-05,2017
282,Normandie,170.0,1812054,9.381618870077823e-05,2017
283,Nouvelle-Aquitaine,606.0,5506383,0.00011005409540164569,2017
284,Occitanie,213.0,3799770,5.605602444358474e-05,2017
285,Pays de la Loire,481.0,5149394,9.340904968623493e-05,2017
286,Provence-Alpes-Côte d'Azur,535.0,7260851,7.368282312913459e-05,2017
287,Île-de-France,1040.0,43624152,2.384000495872103e-05,2017
288,Auvergne-Rhône-Alpes,738.0,12041335,6.128888532708375e-05,2018
289,Bourgogne-Franche-Comté,126.0,2468178,5.10498027289766e-05,2018
290,Bretagne,175.0,940512,0.0001860688646184206,2018
291,Centre-Val de Loire,155.0,1993481,7.775343732897379e-05,2018
292,Grand Est,349.0,5938429,5.8769752067423893e-05,2018
293,Hauts-de-France,581.0,11416309,5.0892105320555005e-05,2018
294,Normandie,147.0,1670054,8.802110590435998e-05,2018
295,Nouvelle-Aquitaine,561.0,5504950,0.00010190828254570886,2018
296,Occitanie,232.0,3280076,7.073006844963349e-05,2018
297,Pays de la Loire,398.0,4986017,7.982323365524024e-05,2018
298,Provence-Alpes-Côte d'Azur,471.0,6786482,6.940267431638365e-05,2018
299,Île-de-France,1122.0,43011631,2.6085967304983158e-05,2018
300,Auvergne-Rhône-Alpes,568.0,10843651,5.2380881679058094e-05,2018
301,Bourgogne-Franche-Comté,142.0,2222681,6.388681056795824e-05,2018
302,Bretagne,188.0,846964,0.00022196929267359651,2018
303,Centre-Val de Loire,151.0,1795200,8.411319073083779e-05,2018
304,Grand Est,315.0,5347765,5.89031118607493e-05,2018
305,Hauts-de-France,529.0,10280793,5.145517471268996e-05,2018
306,Normandie,170.0,1503943,0.00011303619884530198,2018
307,Nouvelle-Aquitaine,524.0,4957405,0.00010570046223780385,2018
308,Occitanie,194.0,2953826,6.567753144565726e-05,2018
309,Pays de la Loire,404.0,4490084,8.99760449915859e-05,2018
310,Provence-Alpes-Côte d'Azur,532.0,6111468,8.704946176597832e-05,2018
311,Île-de-France,851.0,38733502,2.197064443075661e-05,2018
312,Auvergne-Rhône-Alpes,577.0,12033240,4.79505104194714e-05,2018
313,Bourgogne-Franche-Comté,132.0,2466520,5.351669558730519e-05,2018
314,Bretagne,210.0,939880,0.00022343277865259395,2018
315,Centre-Val de Loire,171.0,1992141,8.583729766115953e-05,2018
316,Grand Est,322.0,5934435,5.425958831801174e-05,2018
317,Hauts-de-France,535.0,11408634,4.689430829317515e-05,2018
318,Normandie,125.0,1668931,7.4898243246725e-05,2018
319,Nouvelle-Aquitaine,580.0,5501249,0.00010543060312303624,2018
320,Occitanie,217.0,3277872,6.620148681827723e-05,2018
321,Pays de la Loire,334.0,4982666,6.70323878823104e-05,2018
322,Provence-Alpes-Côte d'Azur,573.0,6781920,8.448934814919668e-05,2018
323,Île-de-France,1094.0,42982719,2.5452089245447688e-05,2018
324,Auvergne-Rhône-Alpes,364.0,10650467,3.417690510660237e-05,2018
325,Bourgogne-Franche-Comté,98.0,2183084,4.489062262377444e-05,2018
326,Bretagne,108.0,831875,0.00012982719759579265,2018
327,Centre-Val de Loire,95.0,1763217,5.387879086918967e-05,2018
328,Grand Est,261.0,5252492,4.969069919573414e-05,2018
329,Hauts-de-France,374.0,10097636,3.703837214967939e-05,2018
330,Normandie,101.0,1477149,6.837495743489655e-05,2018
331,Nouvelle-Aquitaine,490.0,4869084,0.00010063494488901814,2018
332,Occitanie,136.0,2901201,4.68771381231428e-05,2018
333,Pays de la Loire,328.0,4410092,7.437486564906129e-05,2018
334,Provence-Alpes-Côte d'Azur,451.0,6002590,7.513423372244315e-05,2018
335,Île-de-France,736.0,38043452,1.9346299068759585e-05,2018
336,Auvergne-Rhône-Alpes,386.0,10803180,3.5730220175911166e-05,2018
337,Bourgogne-Franche-Comté,95.0,2214386,4.290128279351477e-05,2018
338,Bretagne,106.0,843803,0.000125621738723375,2018
339,Centre-Val de Loire,91.0,1788500,5.088062622309198e-05,2018
340,Grand Est,271.0,5327805,5.086522498477328e-05,2018
341,Hauts-de-France,462.0,10242420,4.510652755891674e-05,2018
342,Normandie,118.0,1498330,7.875434650577644e-05,2018
343,Nouvelle-Aquitaine,449.0,4938900,9.091093158395594e-05,2018
344,Occitanie,197.0,2942801,6.694302468974287e-05,2018
345,Pays de la Loire,320.0,4473327,7.153512363393063e-05,2018
346,Provence-Alpes-Côte d'Azur,493.0,6088660,8.097019705485279e-05,2018
347,Île-de-France,866.0,38588939,2.244166391825388e-05,2018
348,Auvergne-Rhône-Alpes,436.0,11277775,3.866010804436159e-05,2018
349,Bourgogne-Franche-Comté,115.0,2311666,4.974767116010704e-05,2018
350,Bretagne,92.0,880872,0.0001044419620557811,2018
351,Centre-Val de Loire,142.0,1867070,7.605499525995275e-05,2018
352,Grand Est,275.0,5561860,4.944389107241103e-05,2018
353,Hauts-de-France,482.0,10692381,4.5078827625016355e-05,2018
354,Normandie,163.0,1564153,0.00010420975441660759,2018
355,Nouvelle-Aquitaine,577.0,5155873,0.00011191121270830371,2018
356,Occitanie,202.0,3072081,6.57534745991398e-05,2018
357,Pays de la Loire,412.0,4669845,8.82256263323515e-05,2018
358,Provence-Alpes-Côte d'Azur,558.0,6356141,8.778911606901106e-05,2018
359,Île-de-France,918.0,40284191,2.2788095707321018e-05,2018
360,Auvergne-Rhône-Alpes,509.0,11897257,4.278297089824991e-05,2018
361,Bourgogne-Franche-Comté,126.0,2438645,5.166803696314962e-05,2018
362,Bretagne,267.0,929258,0.00028732601710181673,2018
363,Centre-Val de Loire,162.0,1969629,8.224899206906479e-05,2018
364,Grand Est,326.0,5867372,5.556150181035053e-05,2018
365,Hauts-de-France,618.0,11279708,5.478865233036174e-05,2018
366,Normandie,192.0,1650070,0.0001163586999339422,2018
367,Nouvelle-Aquitaine,850.0,5439080,0.0001562764291019805,2018
368,Occitanie,295.0,3240829,9.102609239796361e-05,2018
369,Pays de la Loire,495.0,4926357,0.00010047992867751972,2018
370,Provence-Alpes-Côte d'Azur,710.0,6705280,0.0001058867042092202,2018
371,Île-de-France,1168.0,42496983,2.748430400341596e-05,2018
372,Auvergne-Rhône-Alpes,522.0,11619354,4.49250448863164e-05,2018
373,Bourgogne-Franche-Comté,109.0,2381682,4.57659754744756e-05,2018
374,Bretagne,209.0,907553,0.00023028958088398144,2018
375,Centre-Val de Loire,136.0,1923620,7.070003431031077e-05,2018
376,Grand Est,295.0,5730319,5.148055457296531e-05,2018
377,Hauts-de-France,480.0,11016231,4.357207106495861e-05,2018
378,Normandie,170.0,1611529,0.00010548987948712062,2018
379,Nouvelle-Aquitaine,798.0,5312031,0.00015022502692472992,2018
380,Occitanie,372.0,3165129,0.00011753075467066271,2018
381,Pays de la Loire,530.0,4811284,0.00011015770426356042,2018
382,Provence-Alpes-Côte d'Azur,655.0,6548654,0.0001000205538420567,2018
383,Île-de-France,986.0,41504311,2.3756568323709793e-05,2018
384,Auvergne-Rhône-Alpes,509.0,11394331,4.4671337000829626e-05,2018
385,Bourgogne-Franche-Comté,104.0,2335557,4.4528992441631694e-05,2018
386,Bretagne,181.0,889976,0.00020337627082078617,2018
387,Centre-Val de Loire,137.0,1886366,7.262641502232334e-05,2018
388,Grand Est,340.0,5619342,6.050530471361238e-05,2018
389,Hauts-de-France,605.0,10802892,5.6003522019844315e-05,2018
390,Normandie,165.0,1580317,0.00010440943177856089,2018
391,Nouvelle-Aquitaine,753.0,5209159,0.0001445530842886539,2018
392,Occitanie,243.0,3103831,7.829034506066858e-05,2018
393,Pays de la Loire,384.0,4718109,8.138853934913331e-05,2018
394,Provence-Alpes-Côte d'Azur,549.0,6421833,8.548961020942152e-05,2018
395,Île-de-France,949.0,40700536,2.3316646247607157e-05,2018
396,Auvergne-Rhône-Alpes,645.0,11376255,5.669704133741728e-05,2018
397,Bourgogne-Franche-Comté,154.0,2331853,6.604189886755297e-05,2018
398,Bretagne,188.0,888564,0.00021157733151466862,2018
399,Centre-Val de Loire,166.0,1883374,8.813968972705369e-05,2018
400,Grand Est,385.0,5610430,6.862219116894784e-05,2018
401,Hauts-de-France,551.0,10785752,5.108591408369115e-05,2018
402,Normandie,205.0,1577812,0.0001299267593350792,2018
403,Nouvelle-Aquitaine,774.0,5200894,0.000148820568156167,2018
404,Occitanie,248.0,3098907,8.002821640016949e-05,2018
405,Pays de la Loire,468.0,4710622,9.934993722697343e-05,2018
406,Provence-Alpes-Côte d'Azur,577.0,6411644,8.99925198591812e-05,2018
407,Île-de-France,1072.0,40635962,2.638057393596342e-05,2018
408,Auvergne-Rhône-Alpes,532.0,12039988,4.418609055092081e-05,2018
409,Bourgogne-Franche-Comté,122.0,2467902,4.94347020262555e-05,2018
410,Bretagne,180.0,940408,0.0001914062832302575,2018
411,Centre-Val de Loire,145.0,1993258,7.274522415061171e-05,2018
412,Grand Est,391.0,5937761,6.58497369631415e-05,2018
413,Hauts-de-France,371.0,11415031,3.2501006786578155e-05,2018
414,Normandie,165.0,1669865,9.881038287526238e-05,2018
415,Nouvelle-Aquitaine,641.0,5504336,0.00011645364672505458,2018
416,Occitanie,234.0,3279707,7.134783686469554e-05,2018
417,Pays de la Loire,406.0,4985458,8.143685093726595e-05,2018
418,Provence-Alpes-Côte d'Azur,538.0,6785723,7.928410870882881e-05,2018
419,Île-de-France,893.0,43006813,2.076415194959924e-05,2018
420,Auvergne-Rhône-Alpes,555.0,11378143,4.8777731128884564e-05,2018
421,Bourgogne-Franche-Comté,120.0,2332240,5.145268068466367e-05,2018
422,Bretagne,175.0,888711,0.0001969144074958001,2018
423,Centre-Val de Loire,165.0,1883687,8.759417036906875e-05,2018
424,Grand Est,376.0,5611360,6.700692880157396e-05,2018
425,Hauts-de-France,416.0,10787543,3.856299808028575e-05,2018
426,Normandie,166.0,1578072,0.00010519165158497204,2018
427,Nouvelle-Aquitaine,659.0,5201756,0.00012668798767185544,2018
428,Occitanie,200.0,3099422,6.452816041184454e-05,2018
429,Pays de la Loire,421.0,4711405,8.935763323254953e-05,2018
430,Provence-Alpes-Côte d'Azur,487.0,6412708,7.594295576845227e-05,2018
431,Île-de-France,905.0,40642709,2.226721648894024e-05,2018
432,Auvergne-Rhône-Alpes,649.0,11732889,5.5314594725987776e-05,2019
433,Bourgogne-Franche-Comté,122.0,2454322,4.970822899358764e-05,2019
434,Bretagne,133.0,971899,0.0001368454952623678,2019
435,Centre-Val de Loire,170.0,1893410,8.978509673023803e-05,2019
436,Grand Est,347.0,5788387,5.994761580385002e-05,2019
437,Hauts-de-France,398.0,11250590,3.537592250717518e-05,2019
438,Normandie,173.0,1689293,0.00010240970630908907,2019
439,Nouvelle-Aquitaine,545.0,5542045,9.833915098127136e-05,2019
440,Occitanie,192.0,2952723,6.502472463553134e-05,2019
441,Pays de la Loire,361.0,4866176,7.418556172238735e-05,2019
442,Provence-Alpes-Côte d'Azur,440.0,6757639,6.511149826144901e-05,2019
443,Île-de-France,951.0,40032676,2.3755594055216293e-05,2019
444,Auvergne-Rhône-Alpes,589.0,10530555,5.5932474594169065e-05,2019
445,Bourgogne-Franche-Comté,97.0,2202812,4.403462483407572e-05,2019
446,Bretagne,157.0,872304,0.0001799831251490306,2019
447,Centre-Val de Loire,129.0,1699381,7.590999310925566e-05,2019
448,Grand Est,311.0,5195219,5.986273148446678e-05,2019
449,Hauts-de-France,355.0,10097677,3.515660086968518e-05,2019
450,Normandie,125.0,1516182,8.244392823552845e-05,2019
451,Nouvelle-Aquitaine,630.0,4974121,0.00012665554376341067,2019
452,Occitanie,155.0,2650140,5.8487476133336355e-05,2019
453,Pays de la Loire,368.0,4367510,8.425853632848007e-05,2019
454,Provence-Alpes-Côte d'Azur,439.0,6065143,7.238081608298436e-05,2019
455,Île-de-France,909.0,35930304,2.529897882300133e-05,2019
456,Auvergne-Rhône-Alpes,640.0,11666524,5.4857813689835976e-05,2019
457,Bourgogne-Franche-Comté,92.0,2440438,3.769815090569808e-05,2019
458,Bretagne,187.0,966402,0.00019350125517124343,2019
459,Centre-Val de Loire,157.0,1882700,8.339087480745738e-05,2019
460,Grand Est,351.0,5755648,6.098357648000712e-05,2019
461,Hauts-de-France,366.0,11186952,3.271668636819037e-05,2019
462,Normandie,159.0,1679737,9.465767557659324e-05,2019
463,Nouvelle-Aquitaine,688.0,5510699,0.00012484804559276418,2019
464,Occitanie,169.0,2936021,5.756089619249998e-05,2019
465,Pays de la Loire,330.0,4838649,6.820085523872469e-05,2019
466,Provence-Alpes-Côte d'Azur,486.0,6719412,7.232775725018796e-05,2019
467,Île-de-France,913.0,39806237,2.2936104208996194e-05,2019
468,Auvergne-Rhône-Alpes,597.0,11033322,5.410881690935876e-05,2019
469,Bourgogne-Franche-Comté,122.0,2307984,5.285998516454187e-05,2019
470,Bretagne,215.0,913950,0.00023524262815252477,2019
471,Centre-Val de Loire,187.0,1780516,0.0001050257341130324,2019
