date,nb_objets
2016-12-31 00:00:00+00:00,95545
2017-12-31 00:00:00+00:00,97916
2018-12-31 00:00:00+00:00,90266
2019-12-31 00:00:00+00:00,88259
2020-12-31 00:00:00+00:00,47347
2021-12-31 00:00:00+00:00,61969
