date,gare_regionsncf_libelle,type,nb_objets,freq
2018-01-01,Nouvelle-Aquitaine,"Livres, articles de papéterie",43,16080989
2018-01-01,Nouvelle-Aquitaine,Optique,106,16080989
2018-01-01,Nouvelle-Aquitaine,Parapluies,20,16080989
2018-01-01,Nouvelle-Aquitaine,Pièces d'identités et papiers personnels,239,16080989
2018-01-01,Nouvelle-Aquitaine,"Porte-monnaie / portefeuille, argent, titres",270,16080989
2018-01-01,Nouvelle-Aquitaine,"Vélos, trottinettes, accessoires 2 roues",38,16080989
2018-01-01,Nouvelle-Aquitaine,"Vêtements, chaussures",192,16080989
2018-01-01,Occitanie,"Appareils électroniques, informatiques, appareils photo",40,410346
2018-01-01,Occitanie,"Articles d'enfants, de puériculture",12,410346
2018-01-01,Occitanie,"Articles de sport, loisirs, camping",4,410346
2018-01-01,Occitanie,Articles médicaux,1,410346
2018-01-01,Occitanie,"Bagagerie: sacs, valises, cartables",146,410346
2018-01-01,Occitanie,"Clés, porte-clés, badge magnétique",15,410346
2018-01-01,Occitanie,Divers,8,410346
2018-01-01,Occitanie,Instruments de musique,3,410346
2018-01-01,Occitanie,"Livres, articles de papéterie",4,410346
2018-01-01,Occitanie,Optique,27,410346
2018-01-01,Occitanie,Parapluies,5,410346
2018-01-01,Occitanie,Pièces d'identités et papiers personnels,31,410346
2018-01-01,Occitanie,"Porte-monnaie / portefeuille, argent, titres",26,410346
2018-01-01,Occitanie,"Vélos, trottinettes, accessoires 2 roues",5,410346
2018-01-01,Occitanie,"Vêtements, chaussures",54,410346
2018-01-01,Occitanie,"Bagagerie: sacs, valises, cartables",4,375349
2018-01-01,Occitanie,"Porte-monnaie / portefeuille, argent, titres",4,375349
2018-01-01,Occitanie,"Vêtements, chaussures",1,375349
2018-01-01,Occitanie,"Bagagerie: sacs, valises, cartables",12,693148
2018-01-01,Occitanie,Pièces d'identités et papiers personnels,1,693148
2018-01-01,Occitanie,"Porte-monnaie / portefeuille, argent, titres",1,693148
2018-01-01,Occitanie,"Appareils électroniques, informatiques, appareils photo",3,967481
2018-01-01,Occitanie,"Bagagerie: sacs, valises, cartables",6,967481
2018-01-01,Occitanie,"Bijoux, montres",1,967481
2018-01-01,Occitanie,Instruments de musique,1,967481
2018-01-01,Occitanie,"Porte-monnaie / portefeuille, argent, titres",3,967481
2018-01-01,Occitanie,"Appareils électroniques, informatiques, appareils photo",11,1214111
2018-01-01,Occitanie,"Bagagerie: sacs, valises, cartables",31,1214111
2018-01-01,Occitanie,"Bijoux, montres",2,1214111
2018-01-01,Occitanie,Divers,1,1214111
2018-01-01,Occitanie,Optique,4,1214111
2018-01-01,Occitanie,Pièces d'identités et papiers personnels,4,1214111
2018-01-01,Occitanie,"Porte-monnaie / portefeuille, argent, titres",11,1214111
2018-01-01,Occitanie,"Vêtements, chaussures",2,1214111
2018-01-01,Occitanie,"Appareils électroniques, informatiques, appareils photo",26,1225596
2018-01-01,Occitanie,"Bagagerie: sacs, valises, cartables",83,1225596
2018-01-01,Occitanie,"Clés, porte-clés, badge magnétique",9,1225596
2018-01-01,Occitanie,Divers,6,1225596
2018-01-01,Occitanie,Optique,5,1225596
2018-01-01,Occitanie,Pièces d'identités et papiers personnels,17,1225596
2018-01-01,Occitanie,"Porte-monnaie / portefeuille, argent, titres",32,1225596
2018-01-01,Occitanie,"Vêtements, chaussures",5,1225596
2018-01-01,Occitanie,"Appareils électroniques, informatiques, appareils photo",35,3669749
2018-01-01,Occitanie,"Articles de sport, loisirs, camping",3,3669749
2018-01-01,Occitanie,"Bagagerie: sacs, valises, cartables",71,3669749
2018-01-01,Occitanie,"Bijoux, montres",2,3669749
2018-01-01,Occitanie,"Clés, porte-clés, badge magnétique",8,3669749
2018-01-01,Occitanie,Divers,5,3669749
2018-01-01,Occitanie,"Livres, articles de papéterie",2,3669749
2018-01-01,Occitanie,Pièces d'identités et papiers personnels,16,3669749
2018-01-01,Occitanie,"Porte-monnaie / portefeuille, argent, titres",22,3669749
2018-01-01,Occitanie,"Vélos, trottinettes, accessoires 2 roues",7,3669749
2018-01-01,Occitanie,"Vêtements, chaussures",16,3669749
2018-01-01,Occitanie,"Appareils électroniques, informatiques, appareils photo",118,7123630
2018-01-01,Occitanie,"Articles d'enfants, de puériculture",7,7123630
2018-01-01,Occitanie,"Articles de sport, loisirs, camping",14,7123630
2018-01-01,Occitanie,Articles médicaux,3,7123630
2018-01-01,Occitanie,"Bagagerie: sacs, valises, cartables",249,7123630
2018-01-01,Occitanie,"Bijoux, montres",10,7123630
2018-01-01,Occitanie,"Clés, porte-clés, badge magnétique",24,7123630
2018-01-01,Occitanie,Divers,15,7123630
2018-01-01,Occitanie,Instruments de musique,4,7123630
2018-01-01,Occitanie,"Livres, articles de papéterie",8,7123630
2018-01-01,Occitanie,Optique,36,7123630
2018-01-01,Occitanie,Parapluies,2,7123630
2018-01-01,Occitanie,Pièces d'identités et papiers personnels,88,7123630
2018-01-01,Occitanie,"Porte-monnaie / portefeuille, argent, titres",125,7123630
2018-01-01,Occitanie,"Vêtements, chaussures",94,7123630
2018-01-01,Pays de la Loire,"Appareils électroniques, informatiques, appareils photo",10,847396
2018-01-01,Pays de la Loire,"Articles de sport, loisirs, camping",1,847396
2018-01-01,Pays de la Loire,"Bagagerie: sacs, valises, cartables",10,847396
2018-01-01,Pays de la Loire,Optique,4,847396
2018-01-01,Pays de la Loire,"Vêtements, chaussures",4,847396
2018-01-01,Pays de la Loire,"Appareils électroniques, informatiques, appareils photo",78,4916622
2018-01-01,Pays de la Loire,"Articles de sport, loisirs, camping",10,4916622
2018-01-01,Pays de la Loire,"Bagagerie: sacs, valises, cartables",144,4916622
2018-01-01,Pays de la Loire,"Livres, articles de papéterie",4,4916622
2018-01-01,Pays de la Loire,Optique,33,4916622
2018-01-01,Pays de la Loire,Parapluies,13,4916622
2018-01-01,Pays de la Loire,Pièces d'identités et papiers personnels,37,4916622
2018-01-01,Pays de la Loire,"Porte-monnaie / portefeuille, argent, titres",46,4916622
2018-01-01,Pays de la Loire,"Vélos, trottinettes, accessoires 2 roues",19,4916622
2018-01-01,Pays de la Loire,"Vêtements, chaussures",70,4916622
2018-01-01,Pays de la Loire,"Appareils électroniques, informatiques, appareils photo",50,5372470
2018-01-01,Pays de la Loire,"Articles d'enfants, de puériculture",1,5372470
2018-01-01,Pays de la Loire,"Articles de sport, loisirs, camping",6,5372470
2018-01-01,Pays de la Loire,"Bagagerie: sacs, valises, cartables",83,5372470
2018-01-01,Pays de la Loire,"Bijoux, montres",18,5372470
2018-01-01,Pays de la Loire,"Clés, porte-clés, badge magnétique",21,5372470
2018-01-01,Pays de la Loire,Divers,32,5372470
2018-01-01,Pays de la Loire,"Livres, articles de papéterie",13,5372470
2018-01-01,Pays de la Loire,Optique,27,5372470
2018-01-01,Pays de la Loire,Parapluies,13,5372470
2018-01-01,Pays de la Loire,Pièces d'identités et papiers personnels,10,5372470
2018-01-01,Pays de la Loire,"Porte-monnaie / portefeuille, argent, titres",30,5372470
2018-01-01,Pays de la Loire,"Vélos, trottinettes, accessoires 2 roues",16,5372470
2018-01-01,Pays de la Loire,"Vêtements, chaussures",76,5372470
2018-01-01,Pays de la Loire,"Appareils électroniques, informatiques, appareils photo",183,11811037
2018-01-01,Pays de la Loire,"Articles d'enfants, de puériculture",14,11811037
2018-01-01,Pays de la Loire,"Articles de sport, loisirs, camping",20,11811037
2018-01-01,Pays de la Loire,Articles médicaux,10,11811037
2018-01-01,Pays de la Loire,"Bagagerie: sacs, valises, cartables",536,11811037
2018-01-01,Pays de la Loire,"Bijoux, montres",7,11811037
2018-01-01,Pays de la Loire,"Clés, porte-clés, badge magnétique",71,11811037
2018-01-01,Pays de la Loire,Divers,31,11811037
2018-01-01,Pays de la Loire,Instruments de musique,3,11811037
2018-01-01,Pays de la Loire,"Livres, articles de papéterie",25,11811037
2018-01-01,Pays de la Loire,Optique,67,11811037
2018-01-01,Pays de la Loire,Parapluies,13,11811037
2018-01-01,Pays de la Loire,Pièces d'identités et papiers personnels,108,11811037
2018-01-01,Pays de la Loire,"Porte-monnaie / portefeuille, argent, titres",134,11811037
2018-01-01,Pays de la Loire,"Vélos, trottinettes, accessoires 2 roues",45,11811037
2018-01-01,Pays de la Loire,"Vêtements, chaussures",163,11811037
2018-01-01,Provence-Alpes-Côte d'Azur,"Appareils électroniques, informatiques, appareils photo",8,142121
2018-01-01,Provence-Alpes-Côte d'Azur,"Articles d'enfants, de puériculture",3,142121
2018-01-01,Provence-Alpes-Côte d'Azur,"Bagagerie: sacs, valises, cartables",3,142121
2018-01-01,Provence-Alpes-Côte d'Azur,"Bijoux, montres",1,142121
2018-01-01,Provence-Alpes-Côte d'Azur,Optique,1,142121
2018-01-01,Provence-Alpes-Côte d'Azur,"Porte-monnaie / portefeuille, argent, titres",8,142121
2018-01-01,Provence-Alpes-Côte d'Azur,"Vélos, trottinettes, accessoires 2 roues",1,142121
2018-01-01,Provence-Alpes-Côte d'Azur,"Appareils électroniques, informatiques, appareils photo",11,3597729
2018-01-01,Provence-Alpes-Côte d'Azur,"Articles d'enfants, de puériculture",6,3597729
2018-01-01,Provence-Alpes-Côte d'Azur,"Articles de sport, loisirs, camping",2,3597729
2018-01-01,Provence-Alpes-Côte d'Azur,"Bagagerie: sacs, valises, cartables",48,3597729
2018-01-01,Provence-Alpes-Côte d'Azur,"Bijoux, montres",1,3597729
2018-01-01,Provence-Alpes-Côte d'Azur,"Clés, porte-clés, badge magnétique",18,3597729
2018-01-01,Provence-Alpes-Côte d'Azur,Divers,2,3597729
2018-01-01,Provence-Alpes-Côte d'Azur,"Livres, articles de papéterie",2,3597729
2018-01-01,Provence-Alpes-Côte d'Azur,Optique,15,3597729
2018-01-01,Provence-Alpes-Côte d'Azur,Pièces d'identités et papiers personnels,23,3597729
2018-01-01,Provence-Alpes-Côte d'Azur,"Porte-monnaie / portefeuille, argent, titres",27,3597729
2018-01-01,Provence-Alpes-Côte d'Azur,"Vêtements, chaussures",16,3597729
2018-01-01,Provence-Alpes-Côte d'Azur,"Appareils électroniques, informatiques, appareils photo",23,3503089
2018-01-01,Provence-Alpes-Côte d'Azur,"Bagagerie: sacs, valises, cartables",32,3503089
2018-01-01,Provence-Alpes-Côte d'Azur,"Clés, porte-clés, badge magnétique",11,3503089
2018-01-01,Provence-Alpes-Côte d'Azur,Divers,2,3503089
2018-01-01,Provence-Alpes-Côte d'Azur,Optique,7,3503089
2018-01-01,Provence-Alpes-Côte d'Azur,Pièces d'identités et papiers personnels,30,3503089
2018-01-01,Provence-Alpes-Côte d'Azur,"Porte-monnaie / portefeuille, argent, titres",19,3503089
2018-01-01,Provence-Alpes-Côte d'Azur,"Vélos, trottinettes, accessoires 2 roues",1,3503089
2018-01-01,Provence-Alpes-Côte d'Azur,"Vêtements, chaussures",3,3503089
2018-01-01,Provence-Alpes-Côte d'Azur,"Appareils électroniques, informatiques, appareils photo",59,3685875
2018-01-01,Provence-Alpes-Côte d'Azur,"Articles d'enfants, de puériculture",8,3685875
2018-01-01,Provence-Alpes-Côte d'Azur,"Articles de sport, loisirs, camping",3,3685875
2018-01-01,Provence-Alpes-Côte d'Azur,"Bagagerie: sacs, valises, cartables",146,3685875
2018-01-01,Provence-Alpes-Côte d'Azur,"Bijoux, montres",8,3685875
2018-01-01,Provence-Alpes-Côte d'Azur,"Clés, porte-clés, badge magnétique",21,3685875
2018-01-01,Provence-Alpes-Côte d'Azur,Divers,9,3685875
2018-01-01,Provence-Alpes-Côte d'Azur,"Livres, articles de papéterie",2,3685875
2018-01-01,Provence-Alpes-Côte d'Azur,Optique,21,3685875
2018-01-01,Provence-Alpes-Côte d'Azur,Pièces d'identités et papiers personnels,11,3685875
2018-01-01,Provence-Alpes-Côte d'Azur,"Porte-monnaie / portefeuille, argent, titres",45,3685875
2018-01-01,Provence-Alpes-Côte d'Azur,"Vélos, trottinettes, accessoires 2 roues",7,3685875
2018-01-01,Provence-Alpes-Côte d'Azur,"Vêtements, chaussures",22,3685875
2018-01-01,Provence-Alpes-Côte d'Azur,"Appareils électroniques, informatiques, appareils photo",112,8415150
2018-01-01,Provence-Alpes-Côte d'Azur,"Articles d'enfants, de puériculture",19,8415150
2018-01-01,Provence-Alpes-Côte d'Azur,"Articles de sport, loisirs, camping",14,8415150
2018-01-01,Provence-Alpes-Côte d'Azur,Articles médicaux,2,8415150
2018-01-01,Provence-Alpes-Côte d'Azur,"Bagagerie: sacs, valises, cartables",381,8415150
2018-01-01,Provence-Alpes-Côte d'Azur,"Bijoux, montres",2,8415150
2018-01-01,Provence-Alpes-Côte d'Azur,Divers,8,8415150
2018-01-01,Provence-Alpes-Côte d'Azur,Instruments de musique,6,8415150
2018-01-01,Provence-Alpes-Côte d'Azur,Pièces d'identités et papiers personnels,2,8415150
2018-01-01,Provence-Alpes-Côte d'Azur,"Porte-monnaie / portefeuille, argent, titres",104,8415150
2018-01-01,Provence-Alpes-Côte d'Azur,"Vélos, trottinettes, accessoires 2 roues",17,8415150
2018-01-01,Provence-Alpes-Côte d'Azur,"Vêtements, chaussures",53,8415150
2018-01-01,Provence-Alpes-Côte d'Azur,"Appareils électroniques, informatiques, appareils photo",274,13681361
2018-01-01,Provence-Alpes-Côte d'Azur,"Articles d'enfants, de puériculture",13,13681361
2018-01-01,Provence-Alpes-Côte d'Azur,Articles médicaux,5,13681361
2018-01-01,Provence-Alpes-Côte d'Azur,"Bagagerie: sacs, valises, cartables",792,13681361
2018-01-01,Provence-Alpes-Côte d'Azur,"Bijoux, montres",12,13681361
2018-01-01,Provence-Alpes-Côte d'Azur,"Clés, porte-clés, badge magnétique",57,13681361
2018-01-01,Provence-Alpes-Côte d'Azur,Divers,13,13681361
2018-01-01,Provence-Alpes-Côte d'Azur,Instruments de musique,6,13681361
2018-01-01,Provence-Alpes-Côte d'Azur,"Livres, articles de papéterie",20,13681361
2018-01-01,Provence-Alpes-Côte d'Azur,Optique,60,13681361
2018-01-01,Provence-Alpes-Côte d'Azur,Parapluies,3,13681361
2018-01-01,Provence-Alpes-Côte d'Azur,Pièces d'identités et papiers personnels,102,13681361
2018-01-01,Provence-Alpes-Côte d'Azur,"Porte-monnaie / portefeuille, argent, titres",189,13681361
2018-01-01,Provence-Alpes-Côte d'Azur,"Vélos, trottinettes, accessoires 2 roues",11,13681361
2018-01-01,Provence-Alpes-Côte d'Azur,"Vêtements, chaussures",133,13681361
2018-01-01,Île-de-France,"Appareils électroniques, informatiques, appareils photo",19,2397978
2018-01-01,Île-de-France,"Bagagerie: sacs, valises, cartables",53,2397978
2018-01-01,Île-de-France,"Clés, porte-clés, badge magnétique",6,2397978
2018-01-01,Île-de-France,Divers,7,2397978
2018-01-01,Île-de-France,Parapluies,1,2397978
2018-01-01,Île-de-France,"Porte-monnaie / portefeuille, argent, titres",6,2397978
2018-01-01,Île-de-France,"Vélos, trottinettes, accessoires 2 roues",2,2397978
2018-01-01,Île-de-France,"Vêtements, chaussures",6,2397978
2018-01-01,Île-de-France,"Appareils électroniques, informatiques, appareils photo",37,3983108
2018-01-01,Île-de-France,"Articles d'enfants, de puériculture",3,3983108
2018-01-01,Île-de-France,"Articles de sport, loisirs, camping",2,3983108
2018-01-01,Île-de-France,"Bagagerie: sacs, valises, cartables",107,3983108
2018-01-01,Île-de-France,"Clés, porte-clés, badge magnétique",23,3983108
2018-01-01,Île-de-France,Divers,8,3983108
2018-01-01,Île-de-France,"Livres, articles de papéterie",11,3983108
2018-01-01,Île-de-France,Optique,17,3983108
2018-01-01,Île-de-France,Parapluies,3,3983108
2018-01-01,Île-de-France,Pièces d'identités et papiers personnels,38,3983108
2018-01-01,Île-de-France,"Porte-monnaie / portefeuille, argent, titres",45,3983108
2018-01-01,Île-de-France,"Vêtements, chaussures",24,3983108
2018-01-01,Île-de-France,"Appareils électroniques, informatiques, appareils photo",4,4779174
2018-01-01,Île-de-France,"Articles de sport, loisirs, camping",1,4779174
2018-01-01,Île-de-France,"Bagagerie: sacs, valises, cartables",12,4779174
2018-01-01,Île-de-France,"Bijoux, montres",2,4779174
2018-01-01,Île-de-France,"Clés, porte-clés, badge magnétique",5,4779174
2018-01-01,Île-de-France,Pièces d'identités et papiers personnels,10,4779174
2018-01-01,Île-de-France,"Porte-monnaie / portefeuille, argent, titres",6,4779174
2018-01-01,Île-de-France,"Appareils électroniques, informatiques, appareils photo",12,5996489
2018-01-01,Île-de-France,"Bagagerie: sacs, valises, cartables",59,5996489
2018-01-01,Île-de-France,Divers,1,5996489
2018-01-01,Île-de-France,"Porte-monnaie / portefeuille, argent, titres",20,5996489
2018-01-01,Île-de-France,"Vêtements, chaussures",2,5996489
2018-01-01,Île-de-France,"Appareils électroniques, informatiques, appareils photo",17,11017685
2018-01-01,Île-de-France,"Bagagerie: sacs, valises, cartables",23,11017685
2018-01-01,Île-de-France,"Clés, porte-clés, badge magnétique",3,11017685
2018-01-01,Île-de-France,Divers,3,11017685
2018-01-01,Île-de-France,"Livres, articles de papéterie",3,11017685
2018-01-01,Île-de-France,Optique,1,11017685
2018-01-01,Île-de-France,Pièces d'identités et papiers personnels,5,11017685
2018-01-01,Île-de-France,"Porte-monnaie / portefeuille, argent, titres",11,11017685
2018-01-01,Île-de-France,"Vélos, trottinettes, accessoires 2 roues",4,11017685
2018-01-01,Île-de-France,"Vêtements, chaussures",5,11017685
2018-01-01,Île-de-France,"Appareils électroniques, informatiques, appareils photo",34,14907773
2018-01-01,Île-de-France,"Articles d'enfants, de puériculture",2,14907773
2018-01-01,Île-de-France,"Articles de sport, loisirs, camping",2,14907773
2018-01-01,Île-de-France,"Bagagerie: sacs, valises, cartables",223,14907773
2018-01-01,Île-de-France,"Clés, porte-clés, badge magnétique",8,14907773
2018-01-01,Île-de-France,Divers,8,14907773
2018-01-01,Île-de-France,Optique,8,14907773
2018-01-01,Île-de-France,Pièces d'identités et papiers personnels,55,14907773
2018-01-01,Île-de-France,"Porte-monnaie / portefeuille, argent, titres",62,14907773
2018-01-01,Île-de-France,"Vélos, trottinettes, accessoires 2 roues",4,14907773
2018-01-01,Île-de-France,"Vêtements, chaussures",8,14907773
2018-01-01,Île-de-France,"Appareils électroniques, informatiques, appareils photo",3,16094786
2018-01-01,Île-de-France,"Bagagerie: sacs, valises, cartables",5,16094786
2018-01-01,Île-de-France,"Clés, porte-clés, badge magnétique",2,16094786
2018-01-01,Île-de-France,Pièces d'identités et papiers personnels,1,16094786
2018-01-01,Île-de-France,"Porte-monnaie / portefeuille, argent, titres",1,16094786
2018-01-01,Île-de-France,"Appareils électroniques, informatiques, appareils photo",33,21821140
2018-01-01,Île-de-France,"Articles de sport, loisirs, camping",2,21821140
2018-01-01,Île-de-France,"Bagagerie: sacs, valises, cartables",95,21821140
2018-01-01,Île-de-France,Divers,3,21821140
2018-01-01,Île-de-France,"Livres, articles de papéterie",4,21821140
2018-01-01,Île-de-France,Optique,1,21821140
2018-01-01,Île-de-France,Pièces d'identités et papiers personnels,25,21821140
2018-01-01,Île-de-France,"Porte-monnaie / portefeuille, argent, titres",69,21821140
2018-01-01,Île-de-France,"Vêtements, chaussures",1,21821140
2018-01-01,Île-de-France,"Appareils électroniques, informatiques, appareils photo",205,39301206
2018-01-01,Île-de-France,Articles médicaux,1,39301206
2018-01-01,Île-de-France,"Bagagerie: sacs, valises, cartables",287,39301206
2018-01-01,Île-de-France,"Bijoux, montres",3,39301206
2018-01-01,Île-de-France,Divers,8,39301206
2018-01-01,Île-de-France,"Livres, articles de papéterie",1,39301206
2018-01-01,Île-de-France,Optique,5,39301206
2018-01-01,Île-de-France,Pièces d'identités et papiers personnels,30,39301206
2018-01-01,Île-de-France,"Porte-monnaie / portefeuille, argent, titres",274,39301206
2018-01-01,Île-de-France,"Vélos, trottinettes, accessoires 2 roues",8,39301206
2018-01-01,Île-de-France,"Vêtements, chaussures",7,39301206
2018-01-01,Île-de-France,"Appareils électroniques, informatiques, appareils photo",535,111226947
2018-01-01,Île-de-France,"Articles d'enfants, de puériculture",39,111226947
2018-01-01,Île-de-France,"Articles de sport, loisirs, camping",50,111226947
2018-01-01,Île-de-France,Articles médicaux,20,111226947
2018-01-01,Île-de-France,"Bagagerie: sacs, valises, cartables",1383,111226947
2018-01-01,Île-de-France,"Bijoux, montres",45,111226947
2018-01-01,Île-de-France,"Clés, porte-clés, badge magnétique",251,111226947
2018-01-01,Île-de-France,Divers,59,111226947
2018-01-01,Île-de-France,Instruments de musique,12,111226947
2018-01-01,Île-de-France,"Livres, articles de papéterie",108,111226947
2018-01-01,Île-de-France,Optique,200,111226947
2018-01-01,Île-de-France,Parapluies,35,111226947
2018-01-01,Île-de-France,Pièces d'identités et papiers personnels,594,111226947
2018-01-01,Île-de-France,"Porte-monnaie / portefeuille, argent, titres",696,111226947
2018-01-01,Île-de-France,"Vélos, trottinettes, accessoires 2 roues",70,111226947
2018-01-01,Île-de-France,"Vêtements, chaussures",261,111226947
2018-01-01,Auvergne-Rhône-Alpes,"Appareils électroniques, informatiques, appareils photo",5,153441
2018-01-01,Auvergne-Rhône-Alpes,"Articles de sport, loisirs, camping",2,153441
2018-01-01,Auvergne-Rhône-Alpes,"Bagagerie: sacs, valises, cartables",14,153441
2018-01-01,Auvergne-Rhône-Alpes,"Livres, articles de papéterie",1,153441
2018-01-01,Auvergne-Rhône-Alpes,Optique,1,153441
2018-01-01,Auvergne-Rhône-Alpes,"Vêtements, chaussures",2,153441
2018-01-01,Auvergne-Rhône-Alpes,"Appareils électroniques, informatiques, appareils photo",1,205051
2018-01-01,Auvergne-Rhône-Alpes,"Vêtements, chaussures",2,205051
2018-01-01,Auvergne-Rhône-Alpes,"Appareils électroniques, informatiques, appareils photo",5,309296
2018-01-01,Auvergne-Rhône-Alpes,"Articles de sport, loisirs, camping",1,309296
2018-01-01,Auvergne-Rhône-Alpes,"Porte-monnaie / portefeuille, argent, titres",1,309296
2018-01-01,Auvergne-Rhône-Alpes,"Appareils électroniques, informatiques, appareils photo",18,344666
2018-01-01,Auvergne-Rhône-Alpes,"Articles d'enfants, de puériculture",1,344666
2018-01-01,Auvergne-Rhône-Alpes,"Articles de sport, loisirs, camping",6,344666
2018-01-01,Auvergne-Rhône-Alpes,"Bagagerie: sacs, valises, cartables",16,344666
2018-01-01,Auvergne-Rhône-Alpes,"Vélos, trottinettes, accessoires 2 roues",1,344666
2018-01-01,Auvergne-Rhône-Alpes,"Vêtements, chaussures",8,344666
2018-01-01,Auvergne-Rhône-Alpes,"Articles de sport, loisirs, camping",1,365095
2018-01-01,Auvergne-Rhône-Alpes,"Appareils électroniques, informatiques, appareils photo",43,618090
2018-01-01,Auvergne-Rhône-Alpes,Articles médicaux,1,618090
2018-01-01,Auvergne-Rhône-Alpes,"Bagagerie: sacs, valises, cartables",16,618090
2018-01-01,Auvergne-Rhône-Alpes,"Bijoux, montres",1,618090
2018-01-01,Auvergne-Rhône-Alpes,"Porte-monnaie / portefeuille, argent, titres",7,618090
2018-01-01,Auvergne-Rhône-Alpes,"Vélos, trottinettes, accessoires 2 roues",11,618090
2018-01-01,Auvergne-Rhône-Alpes,"Appareils électroniques, informatiques, appareils photo",9,1168627
2018-01-01,Auvergne-Rhône-Alpes,"Bagagerie: sacs, valises, cartables",30,1168627
2018-01-01,Auvergne-Rhône-Alpes,"Porte-monnaie / portefeuille, argent, titres",5,1168627
2018-01-01,Auvergne-Rhône-Alpes,"Appareils électroniques, informatiques, appareils photo",20,1287574
2018-01-01,Auvergne-Rhône-Alpes,"Bagagerie: sacs, valises, cartables",8,1287574
2018-01-01,Auvergne-Rhône-Alpes,Instruments de musique,2,1287574
2018-01-01,Auvergne-Rhône-Alpes,"Porte-monnaie / portefeuille, argent, titres",6,1287574
2018-01-01,Auvergne-Rhône-Alpes,"Appareils électroniques, informatiques, appareils photo",20,1151476
2018-01-01,Auvergne-Rhône-Alpes,"Bagagerie: sacs, valises, cartables",32,1151476
2018-01-01,Auvergne-Rhône-Alpes,Pièces d'identités et papiers personnels,6,1151476
2018-01-01,Auvergne-Rhône-Alpes,"Porte-monnaie / portefeuille, argent, titres",12,1151476
2018-01-01,Auvergne-Rhône-Alpes,"Vélos, trottinettes, accessoires 2 roues",4,1151476
2018-01-01,Auvergne-Rhône-Alpes,"Appareils électroniques, informatiques, appareils photo",10,1662833
2018-01-01,Auvergne-Rhône-Alpes,"Bagagerie: sacs, valises, cartables",13,1662833
2018-01-01,Auvergne-Rhône-Alpes,"Porte-monnaie / portefeuille, argent, titres",7,1662833
2018-01-01,Auvergne-Rhône-Alpes,"Articles d'enfants, de puériculture",2,2209179
2018-01-01,Auvergne-Rhône-Alpes,"Articles de sport, loisirs, camping",10,2209179
2018-01-01,Auvergne-Rhône-Alpes,"Bagagerie: sacs, valises, cartables",144,2209179
2018-01-01,Auvergne-Rhône-Alpes,"Bijoux, montres",3,2209179
2018-01-01,Auvergne-Rhône-Alpes,Divers,7,2209179
2018-01-01,Auvergne-Rhône-Alpes,Optique,28,2209179
2018-01-01,Auvergne-Rhône-Alpes,Pièces d'identités et papiers personnels,21,2209179
2018-01-01,Auvergne-Rhône-Alpes,"Porte-monnaie / portefeuille, argent, titres",35,2209179
2018-01-01,Auvergne-Rhône-Alpes,"Vélos, trottinettes, accessoires 2 roues",10,2209179
2018-01-01,Auvergne-Rhône-Alpes,"Vêtements, chaussures",60,2209179
2018-01-01,Auvergne-Rhône-Alpes,"Articles de sport, loisirs, camping",12,3487397
2018-01-01,Auvergne-Rhône-Alpes,"Bagagerie: sacs, valises, cartables",133,3487397
2018-01-01,Auvergne-Rhône-Alpes,"Bijoux, montres",1,3487397
2018-01-01,Auvergne-Rhône-Alpes,"Clés, porte-clés, badge magnétique",22,3487397
2018-01-01,Auvergne-Rhône-Alpes,Divers,8,3487397
2018-01-01,Auvergne-Rhône-Alpes,"Livres, articles de papéterie",2,3487397
2018-01-01,Auvergne-Rhône-Alpes,Optique,30,3487397
2018-01-01,Auvergne-Rhône-Alpes,Parapluies,2,3487397
2018-01-01,Auvergne-Rhône-Alpes,Pièces d'identités et papiers personnels,15,3487397
2018-01-01,Auvergne-Rhône-Alpes,"Porte-monnaie / portefeuille, argent, titres",66,3487397
2018-01-01,Auvergne-Rhône-Alpes,"Vêtements, chaussures",35,3487397
2018-01-01,Auvergne-Rhône-Alpes,"Appareils électroniques, informatiques, appareils photo",63,3447007
2018-01-01,Auvergne-Rhône-Alpes,"Articles de sport, loisirs, camping",13,3447007
2018-01-01,Auvergne-Rhône-Alpes,"Bagagerie: sacs, valises, cartables",117,3447007
2018-01-01,Auvergne-Rhône-Alpes,"Clés, porte-clés, badge magnétique",4,3447007
2018-01-01,Auvergne-Rhône-Alpes,Optique,9,3447007
2018-01-01,Auvergne-Rhône-Alpes,Pièces d'identités et papiers personnels,2,3447007
2018-01-01,Auvergne-Rhône-Alpes,"Porte-monnaie / portefeuille, argent, titres",49,3447007
2018-01-01,Auvergne-Rhône-Alpes,"Vélos, trottinettes, accessoires 2 roues",17,3447007
2018-01-01,Auvergne-Rhône-Alpes,"Appareils électroniques, informatiques, appareils photo",241,5678086
2018-01-01,Auvergne-Rhône-Alpes,"Articles de sport, loisirs, camping",15,5678086
2018-01-01,Auvergne-Rhône-Alpes,Articles médicaux,7,5678086
2018-01-01,Auvergne-Rhône-Alpes,"Bagagerie: sacs, valises, cartables",585,5678086
2018-01-01,Auvergne-Rhône-Alpes,"Bijoux, montres",6,5678086
2018-01-01,Auvergne-Rhône-Alpes,"Clés, porte-clés, badge magnétique",60,5678086
2018-01-01,Auvergne-Rhône-Alpes,Divers,16,5678086
2018-01-01,Auvergne-Rhône-Alpes,Optique,65,5678086
2018-01-01,Auvergne-Rhône-Alpes,"Porte-monnaie / portefeuille, argent, titres",203,5678086
