date,type,nb_objets
2016-05-29 00:00:00+00:00,"Livres, articles de papéterie",51
2016-05-29 00:00:00+00:00,Optique,107
2016-05-29 00:00:00+00:00,Parapluies,36
2016-05-29 00:00:00+00:00,Pièces d'identités et papiers personnels,166
2016-05-29 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",210
2016-05-29 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",16
2016-05-29 00:00:00+00:00,"Vêtements, chaussures",253
2016-06-05 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",192
2016-06-05 00:00:00+00:00,"Articles d'enfants, de puériculture",15
2016-06-05 00:00:00+00:00,"Articles de sport, loisirs, camping",11
2016-06-05 00:00:00+00:00,Articles médicaux,7
2016-06-05 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",412
2016-06-05 00:00:00+00:00,"Bijoux, montres",13
2016-06-05 00:00:00+00:00,"Clés, porte-clés, badge magnétique",72
2016-06-05 00:00:00+00:00,Divers,27
2016-06-05 00:00:00+00:00,Instruments de musique,4
2016-06-05 00:00:00+00:00,"Livres, articles de papéterie",45
2016-06-05 00:00:00+00:00,Optique,102
2016-06-05 00:00:00+00:00,Parapluies,63
2016-06-05 00:00:00+00:00,Pièces d'identités et papiers personnels,127
2016-06-05 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",158
2016-06-05 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",14
2016-06-05 00:00:00+00:00,"Vêtements, chaussures",213
2016-06-12 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",217
2016-06-12 00:00:00+00:00,"Articles d'enfants, de puériculture",15
2016-06-12 00:00:00+00:00,"Articles de sport, loisirs, camping",12
2016-06-12 00:00:00+00:00,Articles médicaux,13
2016-06-12 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",379
2016-06-12 00:00:00+00:00,"Bijoux, montres",19
2016-06-12 00:00:00+00:00,"Clés, porte-clés, badge magnétique",85
2016-06-12 00:00:00+00:00,Divers,39
2016-06-12 00:00:00+00:00,Instruments de musique,8
2016-06-12 00:00:00+00:00,"Livres, articles de papéterie",43
2016-06-12 00:00:00+00:00,Optique,109
2016-06-12 00:00:00+00:00,Parapluies,13
2016-06-12 00:00:00+00:00,Pièces d'identités et papiers personnels,155
2016-06-12 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",199
2016-06-12 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",12
2016-06-12 00:00:00+00:00,"Vêtements, chaussures",254
2016-06-19 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",249
2016-06-19 00:00:00+00:00,"Articles d'enfants, de puériculture",13
2016-06-19 00:00:00+00:00,"Articles de sport, loisirs, camping",20
2016-06-19 00:00:00+00:00,Articles médicaux,12
2016-06-19 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",440
2016-06-19 00:00:00+00:00,"Bijoux, montres",22
2016-06-19 00:00:00+00:00,"Clés, porte-clés, badge magnétique",82
2016-06-19 00:00:00+00:00,Divers,33
2016-06-19 00:00:00+00:00,Instruments de musique,6
2016-06-19 00:00:00+00:00,"Livres, articles de papéterie",48
2016-06-19 00:00:00+00:00,Optique,82
2016-06-19 00:00:00+00:00,Parapluies,34
2016-06-19 00:00:00+00:00,Pièces d'identités et papiers personnels,169
2016-06-19 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",208
2016-06-19 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",18
2016-06-19 00:00:00+00:00,"Vêtements, chaussures",224
2016-06-26 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",273
2016-06-26 00:00:00+00:00,"Articles d'enfants, de puériculture",15
2016-06-26 00:00:00+00:00,"Articles de sport, loisirs, camping",32
2016-06-26 00:00:00+00:00,Articles médicaux,18
2016-06-26 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",540
2016-06-26 00:00:00+00:00,"Bijoux, montres",22
2016-06-26 00:00:00+00:00,"Clés, porte-clés, badge magnétique",111
2016-06-26 00:00:00+00:00,Divers,35
2016-06-26 00:00:00+00:00,Instruments de musique,4
2016-06-26 00:00:00+00:00,"Livres, articles de papéterie",64
2016-06-26 00:00:00+00:00,Optique,145
2016-06-26 00:00:00+00:00,Parapluies,53
2016-06-26 00:00:00+00:00,Pièces d'identités et papiers personnels,185
2016-06-26 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",261
2016-06-26 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",22
2016-06-26 00:00:00+00:00,"Vêtements, chaussures",359
2016-07-03 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",318
2016-07-03 00:00:00+00:00,"Articles d'enfants, de puériculture",19
2016-07-03 00:00:00+00:00,"Articles de sport, loisirs, camping",28
2016-07-03 00:00:00+00:00,Articles médicaux,9
2016-07-03 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",533
2016-07-03 00:00:00+00:00,"Bijoux, montres",17
2016-07-03 00:00:00+00:00,"Clés, porte-clés, badge magnétique",136
2016-07-03 00:00:00+00:00,Divers,30
2016-07-03 00:00:00+00:00,Instruments de musique,2
2016-07-03 00:00:00+00:00,"Livres, articles de papéterie",59
2016-07-03 00:00:00+00:00,Optique,140
2016-07-03 00:00:00+00:00,Parapluies,16
2016-07-03 00:00:00+00:00,Pièces d'identités et papiers personnels,199
2016-07-03 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",259
2016-07-03 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",25
2016-07-03 00:00:00+00:00,"Vêtements, chaussures",321
