,temperature_moyenne,nb_lost_item
2314,6.975,21
2315,6.9750000000000005,21
2316,6.983333333333334,1
2317,6.985714285714287,8
2318,6.9875,94
2319,6.987500000000001,39
2320,6.987500000000002,5
2321,6.999999999999999,9
2322,7.0,52
2323,7.000000000000001,30
2324,7.012499999999999,23
2325,7.0125,57
2326,7.012500000000001,16
2327,7.014285714285713,3
2328,7.024999999999999,10
2329,7.0249999999999995,35
2330,7.025,101
2331,7.028571428571428,11
2332,7.028571428571429,7
2333,7.0375,68
2334,7.0375000000000005,89
2335,7.042857142857143,1
2336,7.049999999999999,6
2337,7.05,70
2338,7.050000000000001,59
2339,7.057142857142858,5
2340,7.062499999999999,31
2341,7.0625,52
2342,7.062500000000001,35
2343,7.071428571428571,1
2344,7.074999999999999,15
2345,7.075,165
2346,7.075000000000001,11
2347,7.087499999999999,7
2348,7.0874999999999995,43
2349,7.0875,61
2350,7.099999999999999,31
2351,7.1,67
2352,7.1000000000000005,77
2353,7.100000000000001,2
2354,7.112499999999999,26
2355,7.1125,126
2356,7.112500000000001,69
2357,7.124999999999999,9
2358,7.125,107
2359,7.125000000000001,5
2360,7.125000000000002,4
2361,7.137499999999998,3
2362,7.137499999999999,63
2363,7.1375,47
2364,7.137500000000001,3
2365,7.1499999999999995,33
2366,7.15,47
2367,7.150000000000001,5
2368,7.162499999999999,2
2369,7.1625,124
2370,7.1625000000000005,6
2371,7.166666666666665,1
2372,7.166666666666667,6
2373,7.171428571428572,1
2374,7.174999999999999,3
2375,7.175,88
2376,7.175000000000001,36
2377,7.185714285714286,2
2378,7.187499999999999,9
2379,7.1875,40
2380,7.187500000000001,23
2381,7.199999999999999,39
2382,7.2,45
2383,7.200000000000001,37
2384,7.2124999999999995,49
2385,7.2125,46
2386,7.212500000000001,19
2387,7.224999999999999,7
2388,7.225,75
2389,7.2250000000000005,46
2390,7.2285714285714295,10
2391,7.237499999999999,23
2392,7.2375,52
2393,7.237500000000001,22
2394,7.249999999999998,5
2395,7.249999999999999,23
2396,7.25,122
2397,7.250000000000001,35
2398,7.257142857142857,7
2399,7.257142857142858,5
2400,7.262499999999999,77
2401,7.2625,52
2402,7.262500000000001,25
2403,7.2714285714285705,2
2404,7.271428571428571,11
2405,7.274999999999999,23
2406,7.2749999999999995,44
2407,7.275,36
2408,7.279999999999999,1
2409,7.285714285714286,3
2410,7.2875,107
2411,7.2875000000000005,55
2412,7.299999999999999,14
2413,7.3,116
2414,7.300000000000001,42
2415,7.300000000000002,3
2416,7.312499999999999,6
2417,7.3125,69
2418,7.312500000000001,42
2419,7.314285714285715,6
2420,7.324999999999999,41
2421,7.325,78
2422,7.325000000000001,23
2423,7.328571428571428,5
2424,7.337499999999999,1
2425,7.3374999999999995,67
2426,7.3375,114
2427,7.337500000000001,5
2428,7.349999999999999,49
2429,7.35,40
2430,7.3500000000000005,77
2431,7.350000000000001,7
2432,7.357142857142857,9
2433,7.362499999999999,52
2434,7.3625,70
2435,7.362500000000001,45
2436,7.371428571428573,7
2437,7.374999999999999,11
2438,7.375,78
2439,7.375000000000001,25
2440,7.385714285714285,5
2441,7.385714285714286,3
2442,7.387499999999999,45
2443,7.3875,52
2444,7.387500000000001,6
2445,7.399999999999999,5
2446,7.3999999999999995,51
2447,7.4,93
2448,7.400000000000001,13
2449,7.4125,37
2450,7.4125000000000005,18
2451,7.412500000000001,28
2452,7.424999999999999,34
2453,7.425,27
2454,7.425000000000001,64
2455,7.437499999999999,7
2456,7.4375,81
2457,7.437500000000001,5
2458,7.437500000000002,8
2459,7.442857142857142,2
2460,7.449999999999998,15
2461,7.449999999999999,52
2462,7.45,82
2463,7.450000000000001,39
2464,7.4624999999999995,30
2465,7.4625,91
2466,7.462500000000001,2
2467,7.475,73
2468,7.4750000000000005,41
2469,7.475000000000001,2
2470,7.485714285714285,7
2471,7.485714285714286,4
2472,7.485714285714287,6
2473,7.487499999999999,32
2474,7.4875,134
2475,7.487500000000001,77
2476,7.499999999999999,20
2477,7.5,128
2478,7.500000000000001,6
2479,7.512499999999999,27
2480,7.5125,77
2481,7.512500000000001,47
2482,7.524999999999999,16
2483,7.5249999999999995,41
2484,7.525,54
2485,7.525000000000001,1
2486,7.5375,128
2487,7.5375000000000005,45
2488,7.537500000000001,8
2489,7.549999999999999,9
2490,7.55,61
2491,7.550000000000001,26
2492,7.550000000000002,1
2493,7.557142857142857,4
2494,7.562499999999999,11
2495,7.5625,97
2496,7.562500000000001,37
2497,7.562500000000002,7
2498,7.571428571428571,1
2499,7.574999999999999,42
2500,7.575,64
2501,7.575000000000001,19
2502,7.587499999999999,1
2503,7.5874999999999995,48
2504,7.5875,72
2505,7.599999999999999,7
2506,7.6,102
2507,7.6000000000000005,66
2508,7.600000000000001,4
2509,7.612499999999999,53
2510,7.6125,85
2511,7.612500000000001,65
2512,7.614285714285714,19
2513,7.624999999999998,1
2514,7.624999999999999,4
2515,7.625,100
2516,7.625000000000001,1
2517,7.637499999999999,51
2518,7.6375,60
2519,7.637500000000001,11
2520,7.642857142857143,2
2521,7.649999999999999,11
2522,7.6499999999999995,55
2523,7.65,79
2524,7.650000000000001,19
2525,7.6571428571428575,10
2526,7.662499999999999,3
2527,7.6625,75
2528,7.6625000000000005,41
2529,7.666666666666667,2
2530,7.671428571428572,16
2531,7.674999999999999,3
2532,7.675,62
2533,7.675000000000001,75
2534,7.685714285714285,7
2535,7.685714285714286,8
2536,7.687499999999999,1
2537,7.6875,160
2538,7.687500000000001,51
2539,7.699999999999999,37
2540,7.7,91
2541,7.700000000000001,19
2542,7.712499999999999,6
2543,7.7124999999999995,34
2544,7.7125,72
2545,7.712500000000001,25
2546,7.724999999999999,12
2547,7.725,100
2548,7.7250000000000005,70
2549,7.737499999999999,34
2550,7.7375,53
2551,7.737500000000001,58
2552,7.749999999999999,24
2553,7.75,118
2554,7.750000000000001,28
2555,7.757142857142857,8
2556,7.762499999999999,36
2557,7.7625,93
2558,7.762500000000001,45
2559,7.766666666666667,20
2560,7.774999999999999,12
2561,7.7749999999999995,34
2562,7.775,88
2563,7.775000000000001,2
2564,7.787499999999999,12
2565,7.7875,49
2566,7.7875000000000005,46
2567,7.799999999999999,2
2568,7.8,62
2569,7.800000000000001,41
2570,7.812499999999999,20
2571,7.8125,66
2572,7.812500000000001,40
2573,7.824999999999999,61
2574,7.825,34
2575,7.825000000000001,56
2576,7.8374999999999995,76
2577,7.8375,109
2578,7.837500000000001,1
2579,7.849999999999999,15
2580,7.85,56
2581,7.8500000000000005,60
2582,7.850000000000001,5
2583,7.857142857142857,5
2584,7.862499999999999,29
2585,7.8625,92
2586,7.862500000000001,66
2587,7.874999999999998,7
2588,7.874999999999999,15
2589,7.875,106
2590,7.875000000000001,15
2591,7.887499999999998,3
2592,7.887499999999999,21
2593,7.8875,152
2594,7.887500000000001,18
2595,7.899999999999999,3
2596,7.8999999999999995,22
2597,7.9,97
2598,7.912499999999999,17
2599,7.9125,108
2600,7.9125000000000005,66
2601,7.9142857142857155,13
2602,7.924999999999999,31
2603,7.925,55
2604,7.925000000000001,72
2605,7.925000000000002,9
2606,7.937499999999999,3
2607,7.9375,117
2608,7.937500000000001,32
2609,7.94,1
2610,7.949999999999999,51
2611,7.95,109
2612,7.950000000000001,35
2613,7.957142857142856,2
2614,7.962499999999999,14
2615,7.9624999999999995,39
2616,7.9625,37
2617,7.962500000000001,7
2618,7.966666666666666,2
2619,7.971428571428572,1
2620,7.974999999999999,17
2621,7.975,83
2622,7.9750000000000005,54
2623,7.975000000000001,29
2624,7.985714285714286,4
2625,7.987499999999999,10
2626,7.9875,49
2627,7.987500000000001,28
2628,7.999999999999999,24
2629,8.0,151
2630,8.000000000000002,18
2631,8.0125,134
2632,8.012500000000001,41
2633,8.024999999999999,21
2634,8.025,124
2635,8.025000000000002,1
2636,8.0375,183
2637,8.037500000000001,22
2638,8.042857142857141,6
2639,8.049999999999999,17
2640,8.05,152
2641,8.062499999999998,27
2642,8.0625,140
2643,8.062500000000002,3
2644,8.071428571428571,11
2645,8.071428571428573,14
2646,8.075,76
2647,8.075000000000001,44
2648,8.087499999999999,31
2649,8.0875,100
2650,8.099999999999998,14
2651,8.1,92
2652,8.100000000000001,33
2653,8.112499999999999,77
2654,8.1125,140
2655,8.124999999999998,31
2656,8.125,128
2657,8.125000000000002,5
2658,8.1375,122
2659,8.137500000000001,43
2660,8.149999999999999,17
2661,8.15,91
2662,8.157142857142857,5
2663,8.1625,95
2664,8.162500000000001,11
2665,8.174999999999999,55
2666,8.175,153
2667,8.185714285714287,3
2668,8.187499999999998,7
2669,8.1875,141
2670,8.187500000000002,14
2671,8.2,73
2672,8.200000000000001,11
2673,8.212499999999999,58
2674,8.2125,70
2675,8.225,110
2676,8.225000000000001,50
2677,8.228571428571428,2
2678,8.237499999999999,59
2679,8.2375,104
2680,8.249999999999998,18
2681,8.25,130
2682,8.250000000000002,25
2683,8.2625,103
2684,8.262500000000001,79
2685,8.266666666666667,4
2686,8.271428571428572,15
2687,8.274999999999999,7
2688,8.275,121
2689,8.285714285714286,13
2690,8.287499999999998,5
2691,8.2875,127
2692,8.287500000000001,19
2693,8.299999999999999,54
2694,8.3,76
2695,8.3125,107
2696,8.312500000000002,17
2697,8.314285714285713,8
2698,8.325,122
2699,8.325000000000001,61
2700,8.32857142857143,3
2701,8.337499999999999,30
2702,8.3375,82
2703,8.337500000000002,9
2704,8.342857142857143,6
2705,8.35,168
2706,8.350000000000001,25
2707,8.362499999999999,59
2708,8.3625,157
2709,8.37142857142857,4
2710,8.375,149
2711,8.3875,86
2712,8.387500000000001,39
2713,8.399999999999999,11
2714,8.4,98
2715,8.400000000000002,2
2716,8.412499999999998,3
2717,8.4125,99
2718,8.412500000000001,38
2719,8.414285714285715,9
2720,8.42,1
2721,8.424999999999999,45
2722,8.425,112
2723,8.433333333333332,3
2724,8.433333333333335,1
2725,8.4375,109
2726,8.437500000000002,13
2727,8.442857142857141,10
2728,8.45,108
2729,8.450000000000001,86
2730,8.462499999999999,12
2731,8.4625,144
2732,8.462500000000002,7
2733,8.466666666666667,3
2734,8.471428571428572,15
2735,8.475,131
2736,8.475000000000001,49
2737,8.485714285714286,10
2738,8.487499999999999,44
2739,8.4875,150
2740,8.5,175
2741,8.500000000000002,35
2742,8.512499999999998,4
2743,8.5125,50
2744,8.512500000000001,25
2745,8.524999999999999,61
2746,8.525,106
2747,8.528571428571428,2
2748,8.533333333333333,19
2749,8.5375,131
2750,8.537500000000001,38
2751,8.549999999999999,147
2752,8.55,90
2753,8.557142857142859,2
2754,8.562499999999998,7
2755,8.5625,116
2756,8.562500000000002,40
2757,8.575,80
2758,8.575000000000001,81
2759,8.58,17
2760,8.585714285714285,3
2761,8.587499999999999,18
2762,8.5875,105
2763,8.587500000000002,1
2764,8.599999999999998,9
2765,8.6,120
2766,8.600000000000001,6
2767,8.612499999999999,72
2768,8.6125,108
2769,8.624999999999998,11
2770,8.625,149
2771,8.625000000000002,3
2772,8.6375,63
2773,8.637500000000001,23
2774,8.649999999999999,49
2775,8.65,158
2776,8.650000000000002,2
2777,8.657142857142857,11
2778,8.657142857142858,4
2779,8.662499999999998,5
2780,8.6625,135
2781,8.662500000000001,39
2782,8.671428571428573,14
2783,8.674999999999999,82
2784,8.675,182
2785,8.675000000000002,4
2786,8.685714285714285,2
2787,8.687499999999998,11
2788,8.6875,150
2789,8.687500000000002,2
2790,8.7,63
2791,8.700000000000001,50
2792,8.712499999999999,40
2793,8.7125,71
2794,8.714285714285714,5
2795,8.714285714285715,1
2796,8.724999999999998,19
2797,8.725,131
2798,8.725000000000001,49
2799,8.737499999999999,61
2800,8.7375,56
2801,8.749999999999998,28
2802,8.75,125
2803,8.750000000000002,20
2804,8.7625,61
2805,8.762500000000001,51
2806,8.774999999999999,24
2807,8.775,125
2808,8.775000000000002,1
2809,8.785714285714286,7
2810,8.787499999999998,2
2811,8.7875,70
2812,8.787500000000001,28
2813,8.799999999999999,57
2814,8.8,145
2815,8.800000000000002,6
2816,8.812499999999998,3
2817,8.8125,140
2818,8.812500000000002,28
2819,8.825,130
2820,8.825000000000001,17
2821,8.828571428571427,5
2822,8.833333333333334,6
2823,8.837499999999999,17
2824,8.8375,126
2825,8.837500000000002,5
2826,8.842857142857142,2
2827,8.849999999999998,5
2828,8.85,96
2829,8.850000000000001,66
2830,8.862499999999999,46
2831,8.8625,80
2832,8.862500000000002,3
2833,8.87142857142857,7
2834,8.874999999999998,6
2835,8.875,110
2836,8.875000000000002,12
2837,8.885714285714284,3
2838,8.8875,111
2839,8.887500000000001,54
2840,8.899999999999999,17
2841,8.9,151
2842,8.9125,53
2843,8.912500000000001,23
2844,8.924999999999999,58
2845,8.925,136
2846,8.928571428571429,1
2847,8.937499999999998,3
2848,8.9375,135
2849,8.937500000000002,1
2850,8.942857142857143,2
2851,8.95,79
2852,8.950000000000001,16
2853,8.950000000000003,7
2854,8.957142857142857,17
2855,8.962499999999999,44
2856,8.9625,131
2857,8.975,116
2858,8.975000000000001,13
2859,8.985714285714286,1
2860,8.987499999999999,70
2861,8.9875,46
2862,8.999999999999998,30
2863,9.0,145
2864,9.000000000000002,2
2865,9.012499999999998,14
2866,9.0125,96
2867,9.012500000000001,49
2868,9.024999999999999,38
2869,9.025,106
2870,9.028571428571428,5
2871,9.0375,67
2872,9.037500000000001,25
2873,9.042857142857143,3
2874,9.049999999999999,99
2875,9.05,143
2876,9.057142857142857,8
2877,9.062499999999998,8
2878,9.0625,92
2879,9.071428571428571,2
2880,9.075,35
2881,9.075000000000001,65
2882,9.085714285714285,2
2883,9.087499999999999,126
2884,9.0875,145
2885,9.087500000000002,11
2886,9.099999999999998,9
2887,9.1,87
2888,9.100000000000001,78
2889,9.112499999999999,77
2890,9.1125,109
2891,9.124999999999998,2
2892,9.125,148
2893,9.125000000000002,46
2894,9.137499999999998,1
2895,9.1375,81
2896,9.137500000000001,18
2897,9.14,2
2898,9.142857142857142,7
2899,9.149999999999999,61
2900,9.15,144
2901,9.150000000000002,2
2902,9.157142857142858,3
2903,9.162499999999998,18
2904,9.1625,73
2905,9.162500000000001,61
2906,9.174999999999999,94
2907,9.175,109
2908,9.187499999999998,59
2909,9.1875,151
2910,9.187500000000002,9
2911,9.2,104
2912,9.200000000000001,75
2913,9.212499999999999,27
2914,9.2125,83
2915,9.212500000000002,16
2916,9.224999999999998,1
2917,9.225,126
2918,9.225000000000001,25
2919,9.237499999999999,29
2920,9.2375,32
2921,9.242857142857144,7
2922,9.25,157
2923,9.250000000000002,14
2924,9.257142857142856,2
2925,9.2625,66
2926,9.262500000000001,88
2927,9.27142857142857,4
2928,9.271428571428572,1
2929,9.274999999999999,15
2930,9.275,156
2931,9.275000000000002,1
2932,9.283333333333333,2
2933,9.287499999999998,7
2934,9.2875,188
2935,9.287500000000001,27
2936,9.299999999999999,113
2937,9.3,82
2938,9.312499999999998,16
2939,9.3125,126
2940,9.312500000000002,13
2941,9.325,93
2942,9.325000000000001,32
2943,9.328571428571427,19
2944,9.337499999999999,27
2945,9.3375,119
2946,9.337500000000002,2
2947,9.35,75
2948,9.350000000000001,48
2949,9.362499999999999,71
2950,9.3625,66
2951,9.374999999999998,21
2952,9.375,116
2953,9.375000000000002,6
2954,9.3875,222
2955,9.387500000000001,89
2956,9.399999999999999,60
2957,9.4,167
2958,9.400000000000002,28
2959,9.412499999999998,11
2960,9.4125,105
2961,9.412500000000001,37
2962,9.414285714285713,11
2963,9.414285714285715,1
2964,9.416666666666666,4
2965,9.424999999999999,24
2966,9.425,148
2967,9.437499999999998,13
2968,9.4375,195
2969,9.437500000000002,16
2970,9.45,87
2971,9.450000000000001,88
2972,9.462499999999999,37
2973,9.4625,100
2974,9.462500000000002,34
2975,9.471428571428572,5
2976,9.471428571428573,13
2977,9.474999999999998,2
2978,9.475,120
2979,9.475000000000001,19
2980,9.487499999999999,93
2981,9.4875,123
2982,9.499999999999998,13
2983,9.5,97
2984,9.500000000000002,4
2985,9.512499999999998,23
2986,9.5125,122
2987,9.512500000000001,63
2988,9.524999999999999,53
2989,9.525,102
2990,9.525000000000002,3
2991,9.528571428571428,2
2992,9.533333333333333,21
2993,9.5375,93
2994,9.537500000000001,42
2995,9.549999999999999,102
2996,9.55,95
2997,9.550000000000002,1
2998,9.562499999999998,25
2999,9.5625,82
3000,9.562500000000002,28
3001,9.566666666666666,2
3002,9.571428571428571,8
3003,9.575,137
3004,9.575000000000001,88
3005,9.587499999999999,33
3006,9.5875,114
3007,9.587500000000002,6
3008,9.599999999999998,5
3009,9.6,203
3010,9.600000000000001,36
3011,9.612499999999999,40
3012,9.6125,117
3013,9.614285714285714,9
3014,9.624999999999998,10
3015,9.625,146
3016,9.625000000000002,12
3017,9.628571428571428,44
3018,9.633333333333333,3
3019,9.6375,71
3020,9.637500000000001,63
3021,9.649999999999999,103
3022,9.65,63
3023,9.650000000000002,1
3024,9.657142857142857,5
3025,9.662499999999998,9
3026,9.6625,87
3027,9.662500000000001,70
3028,9.671428571428573,4
3029,9.674999999999999,77
3030,9.675,72
3031,9.685714285714287,8
3032,9.687499999999998,8
3033,9.6875,117
3034,9.687500000000002,46
3035,9.7,61
3036,9.700000000000001,34
3037,9.712499999999999,58
3038,9.7125,147
3039,9.712500000000002,4
3040,9.714285714285714,9
3041,9.724999999999998,21
3042,9.725,103
3043,9.725000000000001,51
3044,9.737499999999999,46
3045,9.7375,62
3046,9.749999999999998,11
3047,9.75,159
3048,9.750000000000002,9
3049,9.757142857142856,1
3050,9.762499999999998,6
3051,9.7625,57
3052,9.762500000000001,80
3053,9.77142857142857,6
3054,9.774999999999999,20
3055,9.775,100
3056,9.775000000000002,38
3057,9.787499999999998,7
3058,9.7875,104
3059,9.787500000000001,27
3060,9.799999999999999,29
3061,9.8,105
3062,9.812499999999998,49
3063,9.8125,143
3064,9.812500000000002,15
3065,9.814285714285715,6
3066,9.825,38
3067,9.825000000000001,67
3068,9.837499999999999,22
3069,9.8375,109
3070,9.837500000000002,9
3071,9.85,133
3072,9.850000000000001,48
3073,9.85714285714286,2
3074,9.860000000000001,4
3075,9.862499999999999,41
3076,9.8625,145
3077,9.862500000000002,1
3078,9.866666666666667,1
3079,9.874999999999998,3
3080,9.875,102
3081,9.875000000000002,49
3082,9.885714285714286,1
3083,9.8875,60
3084,9.887500000000001,35
3085,9.899999999999999,13
3086,9.9,129
3087,9.900000000000002,6
3088,9.912499999999998,26
3089,9.9125,106
3090,9.912500000000001,36
3091,9.924999999999999,51
3092,9.925,115
3093,9.928571428571429,1
3094,9.937499999999998,8
3095,9.9375,139
3096,9.937500000000002,27
3097,9.942857142857145,1
3098,9.95,89
3099,9.950000000000001,82
3100,9.957142857142856,7
3101,9.957142857142857,1
3102,9.962499999999999,69
3103,9.9625,129
3104,9.962500000000002,10
3105,9.966666666666667,6
3106,9.975,116
3107,9.975000000000001,72
3108,9.987499999999997,14
3109,9.987499999999999,54
3110,9.9875,123
3111,9.999999999999998,29
3112,10.0,131
3113,10.000000000000002,25
3114,10.0125,197
3115,10.012500000000001,127
3116,10.024999999999999,37
3117,10.025,84
3118,10.025000000000002,16
3119,10.028571428571428,2
3120,10.037499999999998,11
3121,10.0375,181
3122,10.037500000000001,31
3123,10.049999999999999,123
3124,10.05,109
3125,10.062499999999998,54
3126,10.0625,114
3127,10.062500000000002,21
3128,10.071428571428571,2
3129,10.074999999999998,7
3130,10.075,75
3131,10.075000000000001,134
3132,10.087499999999999,55
3133,10.0875,150
3134,10.087500000000002,34
3135,10.099999999999998,4
3136,10.1,83
3137,10.100000000000001,101
3138,10.112499999999999,25
3139,10.1125,99
3140,10.124999999999998,20
3141,10.125,201
3142,10.125000000000002,57
3143,10.137499999999998,16
3144,10.1375,130
3145,10.137500000000001,82
3146,10.14,1
3147,10.149999999999999,91
3148,10.15,115
3149,10.150000000000002,9
3150,10.162499999999998,23
3151,10.1625,77
3152,10.162500000000001,83
3153,10.174999999999999,53
3154,10.175,100
3155,10.175000000000002,10
3156,10.187499999999998,18
3157,10.1875,177
3158,10.199999999999998,14
3159,10.2,101
3160,10.200000000000001,89
3161,10.212499999999999,50
3162,10.2125,87
3163,10.212500000000002,29
3164,10.224999999999998,4
3165,10.225,189
3166,10.225000000000001,33
3167,10.22857142857143,6
3168,10.237499999999999,59
3169,10.2375,96
3170,10.242857142857142,4
3171,10.249999999999998,59
3172,10.25,102
3173,10.250000000000002,8
3174,10.257142857142856,5
3175,10.2625,110
3176,10.262500000000001,73
3177,10.262500000000003,1
3178,10.266666666666666,1
3179,10.274999999999999,33
3180,10.275,55
3181,10.275000000000002,18
3182,10.287499999999998,1
3183,10.2875,126
3184,10.287500000000001,46
3185,10.299999999999999,69
3186,10.3,46
3187,10.312499999999998,23
3188,10.3125,100
3189,10.312500000000002,32
3190,10.314285714285715,4
3191,10.325,38
3192,10.325000000000001,50
3193,10.333333333333334,3
3194,10.337499999999999,35
3195,10.3375,125
3196,10.337500000000002,9
3197,10.342857142857143,4
3198,10.349999999999998,2
3199,10.35,156
3200,10.350000000000001,30
3201,10.362499999999999,58
3202,10.3625,35
3203,10.374999999999998,44
3204,10.375,91
3205,10.375000000000002,37
3206,10.38,2
3207,10.3875,44
3208,10.387500000000001,72
3209,10.399999999999999,97
3210,10.4,118
3211,10.400000000000002,8
3212,10.412499999999998,24
3213,10.4125,102
3214,10.412500000000001,73
3215,10.414285714285715,2
3216,10.424999999999999,33
3217,10.425,98
3218,10.428571428571429,5
3219,10.437499999999998,25
3220,10.4375,215
3221,10.437500000000002,41
3222,10.442857142857141,1
3223,10.45,103
3224,10.450000000000001,30
3225,10.462499999999999,29
3226,10.4625,96
3227,10.462500000000002,27
3228,10.471428571428572,19
3229,10.474999999999998,9
3230,10.475,224
3231,10.475000000000001,54
3232,10.485714285714286,10
3233,10.487499999999999,51
3234,10.4875,71
3235,10.487500000000002,2
3236,10.499999999999998,36
3237,10.5,141
3238,10.500000000000002,21
3239,10.512499999999998,4
3240,10.5125,150
3241,10.512500000000001,51
3242,10.524999999999999,78
3243,10.525,97
3244,10.537499999999998,18
3245,10.5375,158
3246,10.537500000000001,28
3247,10.549999999999999,69
3248,10.55,57
3249,10.550000000000002,16
3250,10.557142857142855,9
3251,10.559999999999999,4
3252,10.562499999999998,18
3253,10.5625,151
3254,10.562500000000002,14
3255,10.574999999999998,7
3256,10.575,103
3257,10.575000000000001,136
3258,10.585714285714285,5
3259,10.587499999999999,57
3260,10.5875,128
3261,10.599999999999998,12
3262,10.6,67
3263,10.600000000000001,62
3264,10.612499999999999,88
3265,10.6125,108
3266,10.624999999999998,35
3267,10.625,150
3268,10.625000000000002,3
3269,10.637499999999998,31
3270,10.6375,52
3271,10.637500000000001,34
3272,10.649999999999999,84
3273,10.65,73
3274,10.650000000000002,1
3275,10.662499999999998,4
3276,10.6625,95
3277,10.662500000000001,47
3278,10.674999999999999,35
3279,10.675,105
3280,10.675000000000002,23
3281,10.685714285714287,3
3282,10.687499999999998,17
3283,10.6875,110
3284,10.687500000000002,40
3285,10.699999999999998,3
3286,10.7,65
3287,10.700000000000001,70
3288,10.712499999999999,38
3289,10.7125,114
3290,10.712500000000002,6
3291,10.716666666666667,1
3292,10.724999999999998,1
3293,10.725,104
3294,10.725000000000001,69
3295,10.728571428571428,1
3296,10.72857142857143,6
3297,10.737499999999999,45
3298,10.7375,114
3299,10.737500000000002,10
3300,10.749999999999998,22
3301,10.75,92
3302,10.750000000000002,15
3303,10.762499999999998,11
3304,10.7625,94
3305,10.762500000000001,67
3306,10.771428571428572,4
3307,10.774999999999999,34
3308,10.775,155
3309,10.785714285714286,7
3310,10.787499999999998,7
3311,10.7875,115
3312,10.787500000000001,51
3313,10.799999999999999,86
3314,10.8,115
3315,10.800000000000002,1
3316,10.812499999999998,49
3317,10.8125,64
3318,10.812500000000002,44
3319,10.814285714285713,7
3320,10.824999999999998,10
3321,10.825,97
3322,10.825000000000001,97
3323,10.837499999999999,14
3324,10.8375,105
3325,10.837500000000002,16
3326,10.842857142857142,8
3327,10.842857142857143,14
3328,10.849999999999998,5
3329,10.85,137
3330,10.850000000000001,40
3331,10.862499999999999,57
3332,10.8625,77
3333,10.862500000000002,1
3334,10.874999999999998,23
3335,10.875,78
3336,10.875000000000002,24
3337,10.883333333333333,4
3338,10.8875,107
3339,10.887500000000001,86
3340,10.887500000000003,3
3341,10.899999999999999,20
3342,10.9,219
3343,10.900000000000002,3
3344,10.912499999999998,3
3345,10.9125,59
3346,10.912500000000001,69
3347,10.924999999999997,24
3348,10.924999999999999,77
3349,10.925,98
3350,10.937499999999998,18
3351,10.9375,134
3352,10.937500000000002,17
3353,10.942857142857141,1
3354,10.949999999999998,4
3355,10.95,111
3356,10.950000000000001,58
3357,10.962499999999999,53
3358,10.9625,65
3359,10.962500000000002,9
3360,10.975,116
3361,10.975000000000001,51
3362,10.987499999999999,79
3363,10.9875,108
3364,10.987500000000002,23
3365,10.999999999999998,33
3366,11.0,105
3367,11.000000000000002,24
3368,11.0125,90
3369,11.012500000000001,51
3370,11.016666666666666,5
3371,11.024999999999999,80
3372,11.025,73
3373,11.025000000000002,10
3374,11.037499999999998,30
3375,11.0375,145
3376,11.037500000000001,29
3377,11.042857142857143,3
3378,11.049999999999999,53
3379,11.05,53
3380,11.050000000000002,3
3381,11.057142857142859,7
3382,11.06,3
3383,11.062499999999998,21
3384,11.0625,159
3385,11.062500000000002,36
3386,11.074999999999998,6
3387,11.075,139
3388,11.075000000000001,105
3389,11.075000000000003,5
3390,11.085714285714285,19
3391,11.087499999999999,93
3392,11.0875,104
3393,11.087500000000002,13
3394,11.099999999999998,16
3395,11.1,81
3396,11.100000000000001,75
3397,11.112499999999999,76
3398,11.1125,131
3399,11.112500000000002,7
3400,11.124999999999998,32
3401,11.125,79
3402,11.125000000000002,15
3403,11.1375,89
3404,11.137500000000001,56
3405,11.137500000000003,13
3406,11.149999999999999,62
3407,11.15,131
3408,11.150000000000002,38
3409,11.162499999999998,18
3410,11.1625,38
3411,11.162500000000001,32
3412,11.171428571428569,10
3413,11.174999999999999,91
3414,11.175,106
3415,11.18,1
3416,11.185714285714285,6
3417,11.187499999999998,64
3418,11.1875,110
3419,11.187500000000002,47
3420,11.2,198
3421,11.200000000000001,90
3422,11.212499999999999,113
3423,11.2125,184
3424,11.212500000000002,46
3425,11.214285714285714,2
3426,11.224999999999998,2
3427,11.225,109
3428,11.225000000000001,47
3429,11.237499999999999,98
3430,11.2375,83
3431,11.242857142857146,5
3432,11.249999999999998,28
3433,11.25,115
3434,11.250000000000002,31
3435,11.262499999999998,15
3436,11.2625,39
3437,11.262500000000001,44
3438,11.27142857142857,1
3439,11.274999999999999,35
3440,11.275,109
3441,11.275000000000002,14
3442,11.287499999999998,6
3443,11.2875,63
3444,11.287500000000001,31
3445,11.299999999999999,92
3446,11.3,114
3447,11.300000000000002,1
3448,11.312499999999998,27
3449,11.3125,196
3450,11.312500000000002,13
3451,11.324999999999998,7
3452,11.325,86
3453,11.325000000000001,23
3454,11.337499999999999,32
3455,11.3375,99
3456,11.337500000000002,11
3457,11.349999999999998,5
3458,11.35,187
3459,11.350000000000001,79
3460,11.357142857142858,1
3461,11.362499999999997,1
3462,11.362499999999999,25
3463,11.3625,77
3464,11.366666666666667,2
3465,11.374999999999998,31
3466,11.375,85
3467,11.375000000000002,11
3468,11.383333333333333,9
3469,11.385714285714286,2
3470,11.387499999999998,1
3471,11.3875,34
3472,11.387500000000001,178
3473,11.387500000000003,1
3474,11.399999999999999,47
3475,11.4,145
3476,11.400000000000002,8
3477,11.412499999999998,3
3478,11.4125,155
3479,11.412500000000001,14
3480,11.414285714285715,3
3481,11.424999999999999,94
3482,11.425,125
3483,11.425000000000002,3
3484,11.428571428571429,1
