date,type,nb_objets
2016-01-27 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",28
2016-01-27 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",4
2016-01-27 00:00:00+00:00,"Vêtements, chaussures",26
2016-01-28 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",48
2016-01-28 00:00:00+00:00,"Articles d'enfants, de puériculture",3
2016-01-28 00:00:00+00:00,"Articles de sport, loisirs, camping",1
2016-01-28 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",75
2016-01-28 00:00:00+00:00,"Bijoux, montres",3
2016-01-28 00:00:00+00:00,"Clés, porte-clés, badge magnétique",24
2016-01-28 00:00:00+00:00,Divers,2
2016-01-28 00:00:00+00:00,Instruments de musique,1
2016-01-28 00:00:00+00:00,"Livres, articles de papéterie",4
2016-01-28 00:00:00+00:00,Optique,22
2016-01-28 00:00:00+00:00,Parapluies,6
2016-01-28 00:00:00+00:00,Pièces d'identités et papiers personnels,35
2016-01-28 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",31
2016-01-28 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",3
2016-01-28 00:00:00+00:00,"Vêtements, chaussures",37
2016-01-29 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",41
2016-01-29 00:00:00+00:00,"Articles d'enfants, de puériculture",1
2016-01-29 00:00:00+00:00,"Articles de sport, loisirs, camping",2
2016-01-29 00:00:00+00:00,Articles médicaux,2
2016-01-29 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",92
2016-01-29 00:00:00+00:00,"Bijoux, montres",1
2016-01-29 00:00:00+00:00,"Clés, porte-clés, badge magnétique",17
2016-01-29 00:00:00+00:00,Divers,6
2016-01-29 00:00:00+00:00,"Livres, articles de papéterie",10
2016-01-29 00:00:00+00:00,Optique,16
2016-01-29 00:00:00+00:00,Parapluies,1
2016-01-29 00:00:00+00:00,Pièces d'identités et papiers personnels,23
2016-01-29 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",34
2016-01-29 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",2
2016-01-29 00:00:00+00:00,"Vêtements, chaussures",34
2016-01-30 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",22
2016-01-30 00:00:00+00:00,"Articles d'enfants, de puériculture",1
2016-01-30 00:00:00+00:00,"Articles de sport, loisirs, camping",1
2016-01-30 00:00:00+00:00,Articles médicaux,1
2016-01-30 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",40
2016-01-30 00:00:00+00:00,"Clés, porte-clés, badge magnétique",11
2016-01-30 00:00:00+00:00,"Livres, articles de papéterie",4
2016-01-30 00:00:00+00:00,Optique,13
2016-01-30 00:00:00+00:00,Parapluies,1
2016-01-30 00:00:00+00:00,Pièces d'identités et papiers personnels,6
2016-01-30 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",15
2016-01-30 00:00:00+00:00,"Vêtements, chaussures",15
2016-01-31 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",16
2016-01-31 00:00:00+00:00,"Articles d'enfants, de puériculture",2
