,gare_regionsncf_libelle,date,lat,long
87,Auvergne-Rhône-Alpes,2016-03-28,228.944201,25.559255
88,Auvergne-Rhône-Alpes,2016-03-29,2056.313812,222.730265
89,Auvergne-Rhône-Alpes,2016-03-30,961.451243,109.017985
90,Auvergne-Rhône-Alpes,2016-03-31,274.289139,30.8282
91,Auvergne-Rhône-Alpes,2016-04-01,1325.876185,143.632182
92,Auvergne-Rhône-Alpes,2016-04-02,320.465319,35.277965
93,Auvergne-Rhône-Alpes,2016-04-03,183.623434,21.055608
94,Auvergne-Rhône-Alpes,2016-04-04,1370.307826,148.676404
95,Auvergne-Rhône-Alpes,2016-04-05,913.4469780000001,105.59469299999999
96,Auvergne-Rhône-Alpes,2016-04-06,1326.999175,147.340657
97,Auvergne-Rhône-Alpes,2016-04-07,1005.134491,106.100686
98,Auvergne-Rhône-Alpes,2016-04-08,960.5628959999999,104.69596899999999
99,Auvergne-Rhône-Alpes,2016-04-09,459.02227,49.52109
100,Auvergne-Rhône-Alpes,2016-04-10,137.281677,14.578064999999999
101,Auvergne-Rhône-Alpes,2016-04-11,2556.552259,294.102852
102,Auvergne-Rhône-Alpes,2016-04-12,594.112376,65.552705
103,Auvergne-Rhône-Alpes,2016-04-13,867.465107,97.708696
104,Auvergne-Rhône-Alpes,2016-04-14,1600.5703449999999,162.67414399999998
105,Auvergne-Rhône-Alpes,2016-04-15,1327.196752,147.926372
106,Auvergne-Rhône-Alpes,2016-04-16,595.892683,68.577243
107,Auvergne-Rhône-Alpes,2016-04-17,229.08560699999998,26.821735
108,Auvergne-Rhône-Alpes,2016-04-18,1735.146278,189.61317
109,Auvergne-Rhône-Alpes,2016-04-19,594.748437,64.94546
110,Auvergne-Rhône-Alpes,2016-04-20,1282.0766079999999,128.165604
111,Auvergne-Rhône-Alpes,2016-04-21,1508.703437,168.610118
112,Auvergne-Rhône-Alpes,2016-04-22,1368.311687,151.873098
113,Auvergne-Rhône-Alpes,2016-04-23,458.531998,47.294482
114,Auvergne-Rhône-Alpes,2016-04-24,91.521118,9.71871
115,Auvergne-Rhône-Alpes,2016-04-25,1827.821892,208.31438599999998
116,Auvergne-Rhône-Alpes,2016-04-26,685.389602,77.989553
117,Auvergne-Rhône-Alpes,2016-04-27,1461.091643,165.987487
118,Auvergne-Rhône-Alpes,2016-04-28,640.599377,71.07088
119,Auvergne-Rhône-Alpes,2016-04-29,825.265312,92.22086399999999
120,Auvergne-Rhône-Alpes,2016-04-30,320.763705,34.371193
121,Auvergne-Rhône-Alpes,2016-05-01,458.045382,48.949258
122,Auvergne-Rhône-Alpes,2016-05-02,1420.316866,148.009252
123,Auvergne-Rhône-Alpes,2016-05-03,1050.13171,127.403871
124,Auvergne-Rhône-Alpes,2016-05-04,1236.443296,136.876883
125,Auvergne-Rhône-Alpes,2016-05-05,458.08185100000003,51.601543
126,Auvergne-Rhône-Alpes,2016-05-06,2470.276319,270.824817
127,Auvergne-Rhône-Alpes,2016-05-07,412.633689,45.054031
128,Auvergne-Rhône-Alpes,2016-05-08,732.31035,79.01216
129,Auvergne-Rhône-Alpes,2016-05-09,1966.677219,213.598088
130,Auvergne-Rhône-Alpes,2016-05-10,593.946811,65.714116
131,Auvergne-Rhône-Alpes,2016-05-11,1277.628678,145.57077999999998
132,Auvergne-Rhône-Alpes,2016-05-12,1554.076218,166.761134
133,Auvergne-Rhône-Alpes,2016-05-13,1142.726029,125.879133
134,Auvergne-Rhône-Alpes,2016-05-14,229.66680499999998,28.439923
135,Auvergne-Rhône-Alpes,2016-05-15,274.70476,30.41861
136,Auvergne-Rhône-Alpes,2016-05-16,640.5150170000001,70.96552
137,Auvergne-Rhône-Alpes,2016-05-17,1277.641039,147.89235399999998
138,Auvergne-Rhône-Alpes,2016-05-18,870.516408,90.499826
139,Auvergne-Rhône-Alpes,2016-05-19,1144.721845,124.038073
140,Auvergne-Rhône-Alpes,2016-05-20,1234.229839,130.258865
141,Auvergne-Rhône-Alpes,2016-05-21,595.311485,66.95905499999999
142,Auvergne-Rhône-Alpes,2016-05-22,366.791502,45.18724
143,Auvergne-Rhône-Alpes,2016-05-23,1416.861873,157.08465099999998
144,Auvergne-Rhône-Alpes,2016-05-24,1368.932508,171.025777
145,Auvergne-Rhône-Alpes,2016-05-25,367.091121,42.858028
146,Auvergne-Rhône-Alpes,2016-05-26,183.042236,19.43742
147,Auvergne-Rhône-Alpes,2016-05-27,2650.680256,291.356004
148,Auvergne-Rhône-Alpes,2016-05-28,596.773003,69.254735
149,Auvergne-Rhône-Alpes,2016-05-29,274.421831,31.068047999999997
150,Auvergne-Rhône-Alpes,2016-05-30,775.2843790000001,92.242113
151,Auvergne-Rhône-Alpes,2016-05-31,2058.047084,226.154859
152,Auvergne-Rhône-Alpes,2016-06-01,639.2837559999999,70.68338899999999
153,Auvergne-Rhône-Alpes,2016-06-02,640.744611,68.245027
154,Auvergne-Rhône-Alpes,2016-06-03,409.759319,48.420266
155,Auvergne-Rhône-Alpes,2016-06-04,274.91222,30.120258
156,Auvergne-Rhône-Alpes,2016-06-05,228.944201,25.559255
157,Auvergne-Rhône-Alpes,2016-06-06,1507.82027,166.81481599999998
158,Auvergne-Rhône-Alpes,2016-06-07,731.577056,76.278497
159,Auvergne-Rhône-Alpes,2016-06-08,1006.383389,107.266274
160,Auvergne-Rhône-Alpes,2016-06-09,548.669253,50.939963999999996
161,Auvergne-Rhône-Alpes,2016-06-10,1419.552036,151.609487
162,Auvergne-Rhône-Alpes,2016-06-11,595.170079,65.696575
163,Auvergne-Rhône-Alpes,2016-06-12,91.521118,9.71871
164,Auvergne-Rhône-Alpes,2016-06-13,913.48879,103.035341
165,Auvergne-Rhône-Alpes,2016-06-14,1005.596903,120.58634699999999
166,Auvergne-Rhône-Alpes,2016-06-15,2468.566735,262.71542999999997
167,Auvergne-Rhône-Alpes,2016-06-16,640.3503029999999,71.245724
168,Auvergne-Rhône-Alpes,2016-06-17,1417.730519,160.156113
169,Auvergne-Rhône-Alpes,2016-06-18,228.944201,25.559255
170,Auvergne-Rhône-Alpes,2016-06-19,183.042236,19.43742
171,Auvergne-Rhône-Alpes,2016-06-20,1873.636102,201.36719599999998
172,Auvergne-Rhône-Alpes,2016-06-21,1281.463986,138.898041
173,Auvergne-Rhône-Alpes,2016-06-22,1966.720012,209.05285999999998
174,Auvergne-Rhône-Alpes,2016-06-23,731.149396,85.42051599999999
175,Auvergne-Rhône-Alpes,2016-06-24,1739.77966,194.444683
176,Auvergne-Rhône-Alpes,2016-06-25,411.845031,43.734195
177,Auvergne-Rhône-Alpes,2016-06-26,688.286073,71.244601
178,Auvergne-Rhône-Alpes,2016-06-27,1506.961988,162.421325
179,Auvergne-Rhône-Alpes,2016-06-28,1279.385781,147.75288
180,Auvergne-Rhône-Alpes,2016-06-29,639.927145,70.227884
181,Auvergne-Rhône-Alpes,2016-06-30,1966.4488339999998,202.156105
182,Auvergne-Rhône-Alpes,2016-07-01,915.934007,95.120018
183,Auvergne-Rhône-Alpes,2016-07-02,457.888402,51.11851
184,Auvergne-Rhône-Alpes,2016-07-03,504.13966700000003,56.575582999999995
185,Auvergne-Rhône-Alpes,2016-07-04,2286.7601409999997,239.75645799999998
186,Auvergne-Rhône-Alpes,2016-07-05,1367.317708,148.361115
187,Auvergne-Rhône-Alpes,2016-07-06,1920.529016,210.718852
188,Auvergne-Rhône-Alpes,2016-07-07,1231.999867,135.997739
189,Auvergne-Rhône-Alpes,2016-07-08,1965.998443,218.28805599999998
190,Auvergne-Rhône-Alpes,2016-07-09,640.647826,68.03097
191,Auvergne-Rhône-Alpes,2016-07-10,275.003146,29.511837999999997
192,Auvergne-Rhône-Alpes,2016-07-11,1737.460918,188.699796
193,Auvergne-Rhône-Alpes,2016-07-12,1189.9984709999999,134.430914
194,Auvergne-Rhône-Alpes,2016-07-13,1829.560286,189.246386
195,Auvergne-Rhône-Alpes,2016-07-14,549.40952,60.83722
196,Auvergne-Rhône-Alpes,2016-07-15,1416.315861,153.161125
197,Auvergne-Rhône-Alpes,2016-07-16,458.095862,50.820158
198,Auvergne-Rhône-Alpes,2016-07-17,503.366149,53.452905
199,Auvergne-Rhône-Alpes,2016-07-18,2192.981887,245.858232
200,Auvergne-Rhône-Alpes,2016-07-19,1325.882572,152.010989
201,Auvergne-Rhône-Alpes,2016-07-20,868.327766,95.595567
202,Auvergne-Rhône-Alpes,2016-07-21,1235.507337,131.99435699999998
203,Auvergne-Rhône-Alpes,2016-07-22,1188.86121,130.40643599999999
204,Auvergne-Rhône-Alpes,2016-07-23,91.521118,9.71871
205,Auvergne-Rhône-Alpes,2016-07-24,320.763705,34.371193
206,Auvergne-Rhône-Alpes,2016-07-25,2150.586625,232.03833699999998
207,Auvergne-Rhône-Alpes,2016-07-26,1189.003799,135.162382
208,Auvergne-Rhône-Alpes,2016-07-27,1967.4715159999998,218.06401699999998
209,Auvergne-Rhône-Alpes,2016-07-28,1277.819155,142.966987
210,Auvergne-Rhône-Alpes,2016-07-29,1006.242289,118.018726
211,Auvergne-Rhône-Alpes,2016-07-30,457.888402,51.11851
212,Auvergne-Rhône-Alpes,2016-07-31,366.508573,45.836678
213,Auvergne-Rhône-Alpes,2016-08-01,1098.397535,116.953582
214,Auvergne-Rhône-Alpes,2016-08-02,1273.466692,155.202775
215,Auvergne-Rhône-Alpes,2016-08-03,504.927891,59.524309
216,Auvergne-Rhône-Alpes,2016-08-04,366.367284,41.3998
217,Auvergne-Rhône-Alpes,2016-08-05,2874.259113,325.860337
218,Auvergne-Rhône-Alpes,2016-08-06,640.789115,72.467848
219,Auvergne-Rhône-Alpes,2016-08-07,595.608742,67.07374
220,Auvergne-Rhône-Alpes,2016-08-08,1733.973152,187.070256
221,Auvergne-Rhône-Alpes,2016-08-09,961.258137,108.856697
222,Auvergne-Rhône-Alpes,2016-08-10,960.998435,103.70093299999999
223,Auvergne-Rhône-Alpes,2016-08-11,778.38487,89.49991899999999
224,Auvergne-Rhône-Alpes,2016-08-12,1007.231544,112.482216
225,Auvergne-Rhône-Alpes,2016-08-13,686.69108,78.589683
226,Auvergne-Rhône-Alpes,2016-08-14,732.168944,77.74968
227,Auvergne-Rhône-Alpes,2016-08-15,366.225878,40.13732
228,Auvergne-Rhône-Alpes,2016-08-16,2103.967981,229.42090299999998
229,Auvergne-Rhône-Alpes,2016-08-17,1736.797481,192.85978
230,Auvergne-Rhône-Alpes,2016-08-18,1955.759559,230.174346
231,Auvergne-Rhône-Alpes,2016-08-19,1142.376025,124.012472
232,Auvergne-Rhône-Alpes,2016-08-20,549.706777,60.951905
233,Auvergne-Rhône-Alpes,2016-08-21,411.986437,44.996674999999996
234,Auvergne-Rhône-Alpes,2016-08-22,916.8507979999999,94.00992
235,Auvergne-Rhône-Alpes,2016-08-23,2091.409984,247.458178
236,Auvergne-Rhône-Alpes,2016-08-24,1097.852635,117.876055
237,Auvergne-Rhône-Alpes,2016-08-25,821.922449,89.865967
238,Auvergne-Rhône-Alpes,2016-08-26,1415.957326,160.825856
239,Auvergne-Rhône-Alpes,2016-08-27,320.323913,34.015485
240,Auvergne-Rhône-Alpes,2016-08-28,457.60559,48.59355
241,Auvergne-Rhône-Alpes,2016-08-29,1647.0761479999999,174.14146399999998
242,Auvergne-Rhône-Alpes,2016-08-30,638.894072,75.244676
243,Auvergne-Rhône-Alpes,2016-08-31,914.796466,94.622103
244,Auvergne-Rhône-Alpes,2016-09-01,869.6209,102.65722699999999
245,Auvergne-Rhône-Alpes,2016-09-02,1140.54764,125.039172
246,Auvergne-Rhône-Alpes,2016-09-03,366.367284,41.3998
247,Auvergne-Rhône-Alpes,2016-09-04,320.323913,34.015485
248,Auvergne-Rhône-Alpes,2016-09-05,1508.653131,160.83021
249,Auvergne-Rhône-Alpes,2016-09-06,1051.783363,109.73512699999999
250,Auvergne-Rhône-Alpes,2016-09-07,1966.817803,225.11134399999997
251,Auvergne-Rhône-Alpes,2016-09-08,1872.259373,217.524428
252,Auvergne-Rhône-Alpes,2016-09-09,639.620971,71.63126
253,Auvergne-Rhône-Alpes,2016-09-10,137.281677,14.578064999999999
254,Auvergne-Rhône-Alpes,2016-09-11,274.563354,29.156129999999997
255,Auvergne-Rhône-Alpes,2016-09-12,1645.554809,176.23282899999998
256,Auvergne-Rhône-Alpes,2016-09-13,1280.827034,148.03786399999998
257,Auvergne-Rhône-Alpes,2016-09-14,502.95669200000003,56.332454
258,Auvergne-Rhône-Alpes,2016-09-15,1602.827305,176.709546
259,Auvergne-Rhône-Alpes,2016-09-16,732.476304,80.192706
260,Auvergne-Rhône-Alpes,2016-09-17,641.072044,71.81841
261,Auvergne-Rhône-Alpes,2016-09-18,412.03848,44.217228
262,Auvergne-Rhône-Alpes,2016-09-19,1964.503348,220.30208299999998
263,Auvergne-Rhône-Alpes,2016-09-20,728.538416,89.1558
264,Auvergne-Rhône-Alpes,2016-09-21,1737.436869,185.45815399999998
265,Auvergne-Rhône-Alpes,2016-09-22,1782.981397,198.6146
266,Auvergne-Rhône-Alpes,2016-09-23,1281.492161,143.02916199999999
267,Auvergne-Rhône-Alpes,2016-09-24,457.888402,51.11851
268,Auvergne-Rhône-Alpes,2016-09-25,641.354856,74.34337
269,Auvergne-Rhône-Alpes,2016-09-26,2056.182203,220.524352
270,Auvergne-Rhône-Alpes,2016-09-27,1187.189004,131.84744
271,Auvergne-Rhône-Alpes,2016-09-28,1234.1862509999999,132.97257299999998
272,Auvergne-Rhône-Alpes,2016-09-29,1006.1965289999999,112.600895
273,Auvergne-Rhône-Alpes,2016-09-30,1232.533087,146.390181
274,Auvergne-Rhône-Alpes,2016-10-01,457.746996,49.85603
275,Auvergne-Rhône-Alpes,2016-10-02,458.045382,48.949258
276,Auvergne-Rhône-Alpes,2016-10-03,2423.953479,263.133055
277,Auvergne-Rhône-Alpes,2016-10-04,1235.221241,136.293286
278,Auvergne-Rhône-Alpes,2016-10-05,1645.351453,181.235402
279,Auvergne-Rhône-Alpes,2016-10-06,778.1356069999999,81.946995
280,Auvergne-Rhône-Alpes,2016-10-07,1282.074143,140.934601
281,Auvergne-Rhône-Alpes,2016-10-08,275.144552,30.774318
282,Auvergne-Rhône-Alpes,2016-10-09,823.415847,89.14045999999999
283,Auvergne-Rhône-Alpes,2016-10-10,1095.4044959999999,121.759681
284,Auvergne-Rhône-Alpes,2016-10-11,1650.2149319999999,179.845732
